season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2016-17,202708,Norris Cole,Norris,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,14.6,83.8,77.4,77.4,87.2,87.1,87.1,-3.4,-9.7,-9.7,0.0,0.0,0.0,0.0,0.154,0.065,0.0,0.0,0.00222,0.00253,0.294,0.312,97.97,101.92,84.93,101.92,-0.026,31,2,9,2.0,9.0,0.222,1,13060,13060,13060,20108,22542,23742,23742,3777,3657,3657,14120,16667,16671,18531,13122,18531,12923,9341,15091,1,1,21568,21922,2414,1948,13802,7399,7399,23959,15070,8880,15070,8880,21109,1,14:36,2016,2017
2016-17,2555,Nick Collison,Nick,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,8.6,90.1,84.2,84.2,104.4,105.6,105.6,-14.3,-21.3,-21.3,0.25,0.0,16.7,0.167,0.0,0.125,0.0,0.0,0.006,0.006,0.238,0.253,99.97,102.86,85.71,102.86,0.189,19,3,5,3.0,5.0,0.6,1,13060,13060,13060,23083,20649,22444,22444,11945,12328,12328,18251,20425,20425,4321,13122,10151,1110,22443,6182,1,1,7907,9597,6460,5549,10573,6221,6241,2988,11660,16180,11660,16180,5049,1,8:38,2016,2017
2016-17,201566,Russell Westbrook,Russell,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,18.3,90.3,90.7,90.7,93.9,100.0,100.0,-3.7,-9.3,-9.3,0.571,2.67,38.1,0.0,0.217,0.104,0.14300000000000002,0.14300000000000002,0.0025,0.0025,0.265,0.264,117.98,113.99,95.0,113.99,0.078,43,2,10,2.0,10.0,0.2,1,13060,13060,13060,17343,20579,20529,20529,6290,8369,8369,14231,16518,16519,299,3018,2020,12923,4935,8784,18298,18521,20758,21955,4140,4621,328,779,779,14547,15070,7506,15070,7506,21344,1,18:19,2016,2017
2016-17,202683,Enes Freedom,Enes,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,19.9,105.1,104.5,104.5,86.1,88.4,88.4,19.1,16.2,16.2,0.077,0.5,9.1,0.08,0.136,0.106,0.182,0.182,0.0075,0.0075,0.196,0.201,106.3,105.19,87.66,105.19,0.183,44,6,8,6.0,8.0,0.75,1,13060,13060,13060,16080,13067,13716,13716,3467,4041,4041,5342,6229,6229,14882,11199,15701,4874,11023,8492,21047,21132,3228,3850,11160,11029,3380,4070,4070,3323,4424,10580,4424,10580,1897,1,19:51,2016,2017
2016-17,203506,Victor Oladipo,Victor,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,24.7,91.4,90.9,90.9,91.3,92.7,92.7,0.0,-1.8,-1.8,0.188,1.0,18.8,0.0,0.111,0.053,0.188,0.18899999999999997,0.005,0.00506,0.217,0.216,107.5,106.95,89.13,106.95,0.098,55,4,9,4.0,9.0,0.444,1,13060,13060,13060,12004,20191,20423,20423,5176,5518,5518,12517,13529,13528,7276,7076,9257,12923,13517,17294,21430,21575,11001,13945,8695,9308,2615,2849,2850,11864,8702,8880,8702,8880,12539,1,24:41,2016,2017
2016-17,203500,Steven Adams,Steven,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,13.5,81.6,78.8,78.8,98.1,100.0,100.0,-16.5,-21.2,-21.2,0.0,0.0,0.0,0.1,0.143,0.118,0.125,0.125,0.00571,0.00571,0.205,0.211,116.19,117.04,97.54,117.04,0.146,33,4,7,4.0,7.0,0.571,1,13060,13060,13060,20785,23061,23513,23513,8267,8369,8369,19016,20396,20397,18531,13122,18531,3442,10157,7117,16887,17092,9116,10899,9950,9793,417,526,526,6238,8702,12283,8702,12283,6176,1,13:32,2016,2017
2016-17,203924,Jerami Grant,Jerami,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,17.5,113.6,107.9,107.9,92.9,94.9,94.9,20.8,13.0,13.0,0.083,0.0,12.5,0.0,0.211,0.111,0.0,0.0,0.009170000000000001,0.00945,0.171,0.176,104.32,105.8,88.17,105.8,0.224,38,5,6,5.0,6.0,0.833,1,13060,13060,13060,18039,8286,11861,11861,5804,6409,6409,4865,7330,7330,14276,13122,13172,12923,5273,7749,1,1,1573,1383,14450,14267,5102,3618,3618,1557,6330,14148,6330,14148,1306,1,17:28,2016,2017
2016-17,1627734,Domantas Sabonis,Domantas,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,14.4,110.6,112.9,112.9,113.5,112.1,112.1,-2.9,0.8,0.8,0.0,0.0,0.0,0.0,0.133,0.065,0.111,0.111,0.00125,0.00125,0.257,0.26,107.19,106.79,88.99,106.79,-0.139,31,1,8,1.0,8.0,0.125,1,13060,13060,13060,20246,9942,8986,8986,17139,16164,16164,13903,12166,12166,18531,13122,18531,12923,11254,15091,15675,15887,22591,23235,4746,4981,2793,2943,2943,25641,18863,10580,18863,10580,22523,1,14:23,2016,2017
2016-17,202713,Kyle Singler,Kyle,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,25.7,79.6,77.2,77.2,105.0,107.1,107.1,-25.4,-29.9,-29.9,0.067,0.0,11.1,0.0,0.3,0.103,0.0,0.0,0.005,0.00515,0.125,0.125,105.21,105.73,88.11,105.73,0.137,57,3,6,3.0,6.0,0.5,1,13060,13060,13060,11156,23465,23778,23778,12298,13272,13272,21381,22327,22327,15751,13122,14202,12923,1860,8834,1,1,11001,13248,20051,20596,4261,3671,3671,7216,11660,14148,11660,14148,8149,1,25:39,2016,2017
2016-17,203902,Semaj Christon,Semaj,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,18.5,127.6,126.2,126.2,122.6,124.4,124.4,5.1,1.8,1.8,0.1,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.00625,0.00625,0.082,0.084,108.12,107.97,89.97,107.97,0.011,42,2,4,2.0,4.0,0.5,1,13060,13060,13060,17223,2894,3373,3373,21131,21697,21697,10505,11821,11821,12846,13122,2634,12923,22443,23356,1,1,6985,8371,23838,23776,2294,2314,2314,21528,15070,18194,15070,18194,8149,1,18:27,2016,2017
2016-17,203962,Josh Huestis,Josh,1610612760,OKC,Oklahoma City Thunder,21601225,2017-04-12T00:00:00,OKC vs. DEN,L,24.0,112.5,113.0,113.0,98.4,103.7,103.7,14.2,9.3,9.3,0.091,0.0,22.2,0.08,0.1,0.091,0.0,0.0,0.005,0.004699999999999999,0.113,0.122,111.12,108.0,90.0,108.0,0.086,54,3,7,3.0,7.0,0.429,1,13060,13060,13060,12595,8848,8971,8971,8441,11259,11259,6995,8795,8796,13571,13122,7046,4874,14822,10500,1,1,11001,16119,21456,20879,1181,2290,2299,13565,11660,12283,11660,12283,13168,1,24:00,2016,2017
