season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612764,WAS,Washington Wizards,22101217,2022-04-10,WAS @ CHA,L,48.0,0.489,0.277,0.11,0.333,0.64,0.157,0.202,0.372,0,0,0,0,117,1795,874,532,468,2319,319,116,2249,1,2021,2022,False,CHA,WAS,APR
2021-22,1610612764,WAS,Washington Wizards,22101204,2022-04-08,WAS vs. NYK,L,48.0,0.572,0.246,0.224,0.057,0.557,0.227,0.102,0.229,0,0,0,0,117,657,1221,2425,2460,1596,1045,2064,698,1,2021,2022,True,WAS,NYK,APR
2021-22,1610612764,WAS,Washington Wizards,22101192,2022-04-06,WAS @ ATL,L,48.0,0.547,0.128,0.141,0.227,0.554,0.207,0.062,0.2,0,0,0,0,117,991,2305,1359,1772,1564,793,2439,378,1,2021,2022,False,ATL,WAS,APR
2021-22,1610612764,WAS,Washington Wizards,22101184,2022-04-05,WAS @ MIN,W,48.0,0.619,0.139,0.094,0.25,0.527,0.275,0.095,0.151,0,0,0,0,117,266,2253,257,1471,1182,1564,2182,98,1,2021,2022,False,MIN,WAS,APR
2021-22,1610612764,WAS,Washington Wizards,22101166,2022-04-03,WAS @ BOS,L,48.0,0.512,0.244,0.125,0.205,0.742,0.143,0.083,0.25,0,0,0,0,117,1476,1241,902,2001,2457,229,2324,920,1,2021,2022,False,BOS,WAS,APR
2021-22,1610612764,WAS,Washington Wizards,22101152,2022-04-01,WAS vs. DAL,W,48.0,0.639,0.244,0.092,0.238,0.506,0.333,0.133,0.174,0,0,0,0,117,148,1227,226,1640,905,2017,1331,202,1,2021,2022,True,WAS,DAL,APR
2021-22,1610612764,WAS,Washington Wizards,22101138,2022-03-30,WAS vs. ORL,W,48.0,0.582,0.283,0.117,0.319,0.474,0.229,0.117,0.276,0,0,0,0,117,559,808,689,647,479,1069,1756,1297,1,2021,2022,True,WAS,ORL,MAR
2021-22,1610612764,WAS,Washington Wizards,22101132,2022-03-29,WAS vs. CHI,L,48.0,0.519,0.215,0.151,0.25,0.541,0.212,0.098,0.233,0,0,0,0,117,1384,1560,1594,1471,1385,863,2141,749,1,2021,2022,True,WAS,CHI,MAR
2021-22,1610612764,WAS,Washington Wizards,22101117,2022-03-27,WAS vs. GSW,W,48.0,0.619,0.262,0.12,0.171,0.472,0.438,0.101,0.304,0,0,0,0,117,259,1027,781,2266,454,2394,2080,1648,1,2021,2022,True,WAS,GSW,MAR
2021-22,1610612764,WAS,Washington Wizards,22101101,2022-03-25,WAS @ DET,W,48.0,0.488,0.253,0.167,0.167,0.442,0.147,0.147,0.263,0,0,0,0,117,1830,1131,1931,2285,197,263,941,1127,1,2021,2022,False,DET,WAS,MAR
2021-22,1610612764,WAS,Washington Wizards,22101097,2022-03-24,WAS @ MIL,L,48.0,0.527,0.098,0.113,0.25,0.617,0.198,0.165,0.205,0,0,0,0,117,1280,2401,600,1471,2184,697,542,461,1,2021,2022,False,MIL,WAS,MAR
2021-22,1610612764,WAS,Washington Wizards,22101077,2022-03-21,WAS @ HOU,L,48.0,0.447,0.282,0.115,0.269,0.612,0.153,0.137,0.133,0,0,0,0,117,2232,813,644,1245,2148,292,1219,47,1,2021,2022,False,HOU,WAS,MAR
2021-22,1610612764,WAS,Washington Wizards,22101061,2022-03-19,WAS vs. LAL,W,48.0,0.594,0.365,0.081,0.209,0.599,0.121,0.15,0.295,0,0,0,0,117,448,247,106,1959,2053,131,869,1540,1,2021,2022,True,WAS,LAL,MAR
2021-22,1610612764,WAS,Washington Wizards,22101050,2022-03-18,WAS @ NYK,L,48.0,0.513,0.266,0.133,0.125,0.4,0.4,0.134,0.377,0,0,0,0,117,1469,984,1108,2426,37,2335,1290,2271,1,2021,2022,False,NYK,WAS,MAR
2021-22,1610612764,WAS,Washington Wizards,22101035,2022-03-16,WAS vs. DEN,L,48.0,0.5,0.356,0.109,0.3,0.594,0.233,0.1,0.205,0,0,0,0,117,1621,289,516,844,2014,1105,2097,444,1,2021,2022,True,WAS,DEN,MAR
2021-22,1610612764,WAS,Washington Wizards,22101025,2022-03-14,WAS @ GSW,L,48.0,0.573,0.28,0.12,0.114,0.643,0.262,0.129,0.195,0,0,0,0,117,648,834,781,2441,2328,1423,1446,344,1,2021,2022,False,GSW,WAS,MAR
2021-22,1610612764,WAS,Washington Wizards,22101011,2022-03-12,WAS @ POR,L,48.0,0.554,0.325,0.152,0.289,0.575,0.237,0.111,0.333,0,0,0,0,117,898,478,1612,992,1832,1144,1888,1930,1,2021,2022,False,POR,WAS,MAR
2021-22,1610612764,WAS,Washington Wizards,22101004,2022-03-11,WAS @ LAL,L,48.0,0.512,0.388,0.113,0.333,0.604,0.187,0.093,0.244,0,0,0,0,117,1490,152,600,468,2092,571,2213,871,1,2021,2022,False,LAL,WAS,MAR
2021-22,1610612764,WAS,Washington Wizards,22100992,2022-03-09,WAS @ LAC,L,48.0,0.529,0.23,0.134,0.271,0.593,0.151,0.124,0.209,0,0,0,0,117,1254,1383,1148,1220,1996,281,1569,491,1,2021,2022,False,LAC,WAS,MAR
2021-22,1610612764,WAS,Washington Wizards,22100963,2022-03-06,WAS vs. IND,W,48.0,0.622,0.372,0.06,0.182,0.576,0.341,0.1,0.233,0,0,0,0,117,244,212,17,2193,1840,2073,2097,749,1,2021,2022,True,WAS,IND,MAR
2021-22,1610612764,WAS,Washington Wizards,22100948,2022-03-04,WAS vs. ATL,L,48.0,0.624,0.106,0.147,0.231,0.489,0.374,0.043,0.327,0,0,0,0,117,236,2382,1521,1724,649,2253,2458,1911,1,2021,2022,True,WAS,ATL,MAR
2021-22,1610612764,WAS,Washington Wizards,22100926,2022-03-01,WAS vs. DET,W,48.0,0.579,0.317,0.155,0.318,0.522,0.256,0.125,0.306,0,0,0,0,117,588,537,1679,655,1114,1343,1530,1677,1,2021,2022,True,WAS,DET,MAR
2021-22,1610612764,WAS,Washington Wizards,22100907,2022-02-26,WAS @ CLE,L,48.0,0.5,0.074,0.194,0.191,0.434,0.289,0.149,0.302,0,0,0,0,117,1621,2443,2278,2124,152,1704,900,1621,1,2021,2022,False,CLE,WAS,FEB
2021-22,1610612764,WAS,Washington Wizards,22100899,2022-02-25,WAS vs. SAS,L,58.0,0.62,0.222,0.129,0.288,0.586,0.41,0.139,0.37,0,0,0,0,5,253,1472,1016,1007,1934,2352,1153,2244,1,2021,2022,True,WAS,SAS,FEB
2021-22,1610612764,WAS,Washington Wizards,22100464,2022-02-17,WAS @ BKN,W,48.0,0.627,0.193,0.165,0.25,0.483,0.27,0.163,0.339,0,0,0,0,117,213,1803,1903,1471,584,1513,575,2001,1,2021,2022,False,BKN,WAS,FEB
2021-22,1610612764,WAS,Washington Wizards,22100876,2022-02-16,WAS @ IND,L,48.0,0.522,0.176,0.134,0.283,0.566,0.349,0.111,0.222,0,0,0,0,117,1348,1983,1148,1060,1722,2126,1888,608,1,2021,2022,False,IND,WAS,FEB
2021-22,1610612764,WAS,Washington Wizards,22100858,2022-02-14,WAS vs. DET,W,48.0,0.524,0.212,0.158,0.283,0.424,0.318,0.126,0.278,0,0,0,0,117,1327,1586,1736,1073,103,1925,1492,1321,1,2021,2022,True,WAS,DET,FEB
2021-22,1610612764,WAS,Washington Wizards,22100847,2022-02-12,WAS vs. SAC,L,48.0,0.54,0.239,0.104,0.275,0.645,0.382,0.146,0.229,0,0,0,0,117,1092,1285,414,1169,2339,2287,958,697,1,2021,2022,True,WAS,SAC,FEB
2021-22,1610612764,WAS,Washington Wizards,22100832,2022-02-10,WAS vs. BKN,W,48.0,0.571,0.212,0.126,0.256,0.524,0.333,0.105,0.304,0,0,0,0,117,672,1586,952,1408,1135,2017,2006,1659,1,2021,2022,True,WAS,BKN,FEB
2021-22,1610612764,WAS,Washington Wizards,22100811,2022-02-07,WAS vs. MIA,L,48.0,0.494,0.288,0.172,0.205,0.684,0.276,0.19,0.182,0,0,0,0,117,1771,765,2016,2001,2425,1583,202,260,1,2021,2022,True,WAS,MIA,FEB
2021-22,1610612764,WAS,Washington Wizards,22100798,2022-02-05,WAS vs. PHX,L,48.0,0.382,0.224,0.099,0.196,0.444,0.141,0.109,0.419,0,0,0,0,117,2445,1459,331,2087,213,226,1946,2389,1,2021,2022,True,WAS,PHX,FEB
2021-22,1610612764,WAS,Washington Wizards,22100774,2022-02-02,WAS @ PHI,W,48.0,0.506,0.211,0.111,0.365,0.511,0.143,0.044,0.235,0,0,0,0,117,1589,1599,545,250,938,229,2456,775,1,2021,2022,False,PHI,WAS,FEB
2021-22,1610612764,WAS,Washington Wizards,22100768,2022-02-01,WAS @ MIL,L,48.0,0.512,0.244,0.129,0.204,0.565,0.098,0.096,0.283,0,0,0,0,117,1476,1241,1016,2018,1701,59,2170,1376,1,2021,2022,False,MIL,WAS,FEB
2021-22,1610612764,WAS,Washington Wizards,22100749,2022-01-29,WAS @ MEM,L,48.0,0.476,0.25,0.129,0.241,0.525,0.12,0.097,0.418,0,0,0,0,117,1954,1155,1016,1607,1156,126,2154,2385,1,2021,2022,False,MEM,WAS,JAN
2021-22,1610612764,WAS,Washington Wizards,22100716,2022-01-25,WAS vs. LAC,L,48.0,0.519,0.5,0.179,0.245,0.473,0.33,0.112,0.259,0,0,0,0,117,1389,13,2135,1555,474,2014,1883,1066,1,2021,2022,True,WAS,LAC,JAN
2021-22,1610612764,WAS,Washington Wizards,22100699,2022-01-23,WAS vs. BOS,L,48.0,0.398,0.172,0.072,0.18,0.55,0.233,0.134,0.314,0,0,0,0,117,2426,2017,63,2202,1515,1105,1290,1756,1,2021,2022,True,WAS,BOS,JAN
2021-22,1610612764,WAS,Washington Wizards,22100689,2022-01-21,WAS vs. TOR,L,48.0,0.571,0.118,0.194,0.341,0.528,0.189,0.085,0.26,0,0,0,0,117,672,2345,2278,408,1186,596,2309,1084,1,2021,2022,True,WAS,TOR,JAN
2021-22,1610612764,WAS,Washington Wizards,22100669,2022-01-19,WAS vs. BKN,L,48.0,0.535,0.372,0.133,0.367,0.573,0.225,0.155,0.349,0,0,0,0,117,1166,212,1108,235,1807,1008,765,2096,1,2021,2022,True,WAS,BKN,JAN
2021-22,1610612764,WAS,Washington Wizards,22100656,2022-01-17,WAS vs. PHI,W,48.0,0.534,0.368,0.12,0.333,0.448,0.291,0.121,0.212,0,0,0,0,117,1174,232,781,468,232,1722,1627,512,1,2021,2022,True,WAS,PHI,JAN
2021-22,1610612764,WAS,Washington Wizards,22100642,2022-01-15,WAS vs. POR,L,48.0,0.5,0.256,0.192,0.308,0.535,0.412,0.124,0.231,0,0,0,0,117,1621,1108,2273,758,1296,2357,1562,712,1,2021,2022,True,WAS,POR,JAN
2021-22,1610612764,WAS,Washington Wizards,22100620,2022-01-12,WAS vs. ORL,W,48.0,0.585,0.256,0.106,0.19,0.47,0.162,0.096,0.379,0,0,0,0,117,529,1091,464,2136,427,355,2170,2283,1,2021,2022,True,WAS,ORL,JAN
2021-22,1610612764,WAS,Washington Wizards,22100612,2022-01-11,WAS vs. OKC,W,48.0,0.603,0.264,0.081,0.186,0.536,0.153,0.051,0.25,0,0,0,0,117,373,1005,106,2166,1300,296,2454,920,1,2021,2022,True,WAS,OKC,JAN
2021-22,1610612764,WAS,Washington Wizards,22100598,2022-01-09,WAS @ ORL,W,48.0,0.472,0.273,0.135,0.315,0.447,0.168,0.082,0.259,0,0,0,0,117,2008,910,1191,688,230,408,2337,1066,1,2021,2022,False,ORL,WAS,JAN
2021-22,1610612764,WAS,Washington Wizards,22100585,2022-01-07,WAS @ CHI,L,48.0,0.551,0.295,0.144,0.25,0.61,0.231,0.143,0.267,0,0,0,0,117,931,690,1426,1471,2133,1079,1036,1161,1,2021,2022,False,CHI,WAS,JAN
2021-22,1610612764,WAS,Washington Wizards,22100569,2022-01-05,WAS vs. HOU,L,48.0,0.495,0.286,0.139,0.241,0.524,0.376,0.196,0.271,0,0,0,0,117,1725,782,1304,1607,1129,2261,156,1224,1,2021,2022,True,WAS,HOU,JAN
2021-22,1610612764,WAS,Washington Wizards,22100553,2022-01-03,WAS vs. CHA,W,48.0,0.552,0.356,0.144,0.255,0.548,0.125,0.086,0.246,0,0,0,0,117,926,289,1426,1426,1491,145,2305,914,1,2021,2022,True,WAS,CHA,JAN
2021-22,1610612764,WAS,Washington Wizards,22100541,2022-01-01,WAS vs. CHI,L,48.0,0.563,0.299,0.115,0.174,0.589,0.298,0.146,0.156,0,0,0,0,117,784,667,664,2254,1969,1781,975,115,1,2021,2022,True,WAS,CHI,JAN
2021-22,1610612764,WAS,Washington Wizards,22100527,2021-12-30,WAS vs. CLE,W,48.0,0.55,0.189,0.084,0.25,0.47,0.277,0.137,0.245,0,0,0,0,117,936,1855,138,1471,429,1588,1219,907,1,2021,2022,True,WAS,CLE,DEC
2021-22,1610612764,WAS,Washington Wizards,22100509,2021-12-28,WAS @ MIA,L,48.0,0.594,0.165,0.189,0.333,0.533,0.25,0.085,0.302,0,0,0,0,117,448,2087,2249,468,1260,1272,2309,1621,1,2021,2022,False,MIA,WAS,DEC
2021-22,1610612764,WAS,Washington Wizards,22100495,2021-12-26,WAS vs. PHI,L,48.0,0.433,0.311,0.084,0.283,0.57,0.256,0.137,0.295,0,0,0,0,117,2311,586,138,1058,1773,1354,1219,1540,1,2021,2022,True,WAS,PHI,DEC
2021-22,1610612764,WAS,Washington Wizards,22100480,2021-12-23,WAS @ NYK,W,48.0,0.667,0.427,0.116,0.154,0.522,0.247,0.073,0.308,0,0,0,0,117,59,80,672,2347,1105,1262,2391,1691,1,2021,2022,False,NYK,WAS,DEC
2021-22,1610612764,WAS,Washington Wizards,22100447,2021-12-18,WAS @ UTA,W,48.0,0.495,0.213,0.09,0.222,0.519,0.37,0.158,0.22,0,0,0,0,117,1716,1577,198,1823,1065,2237,683,594,1,2021,2022,False,UTA,WAS,DEC
2021-22,1610612764,WAS,Washington Wizards,22100432,2021-12-16,WAS @ PHX,L,48.0,0.524,0.232,0.158,0.156,0.589,0.329,0.2,0.263,0,0,0,0,117,1311,1362,1755,2341,1961,2000,131,1127,1,2021,2022,False,PHX,WAS,DEC
2021-22,1610612764,WAS,Washington Wizards,22100427,2021-12-15,WAS @ SAC,L,48.0,0.5,0.236,0.11,0.25,0.598,0.354,0.112,0.171,0,0,0,0,117,1621,1319,532,1471,2036,2148,1866,190,1,2021,2022,False,SAC,WAS,DEC
2021-22,1610612764,WAS,Washington Wizards,22100411,2021-12-13,WAS @ DEN,L,48.0,0.522,0.233,0.1,0.151,0.532,0.418,0.129,0.159,0,0,0,0,117,1343,1347,342,2361,1251,2363,1446,125,1,2021,2022,False,DEN,WAS,DEC
2021-22,1610612764,WAS,Washington Wizards,22100392,2021-12-11,WAS vs. UTA,L,48.0,0.506,0.157,0.134,0.235,0.586,0.183,0.092,0.298,0,0,0,0,117,1584,2139,1148,1670,1937,537,2223,1565,1,2021,2022,True,WAS,UTA,DEC
2021-22,1610612764,WAS,Washington Wizards,22100368,2021-12-08,WAS @ DET,W,53.0,0.545,0.318,0.168,0.32,0.551,0.443,0.155,0.267,0,0,0,0,15,1005,519,1959,633,1528,2403,755,1161,1,2021,2022,False,DET,WAS,DEC
2021-22,1610612764,WAS,Washington Wizards,22100355,2021-12-06,WAS @ IND,L,48.0,0.574,0.259,0.133,0.3,0.579,0.268,0.174,0.462,0,0,0,0,117,640,1054,1132,844,1868,1501,398,2445,1,2021,2022,False,IND,WAS,DEC
2021-22,1610612764,WAS,Washington Wizards,22100351,2021-12-05,WAS @ TOR,L,48.0,0.466,0.397,0.108,0.156,0.494,0.282,0.087,0.26,0,0,0,0,117,2068,129,490,2341,703,1640,2294,1084,1,2021,2022,False,TOR,WAS,DEC
2021-22,1610612764,WAS,Washington Wizards,22100334,2021-12-03,WAS vs. CLE,L,48.0,0.524,0.232,0.105,0.133,0.545,0.281,0.167,0.358,0,0,0,0,117,1311,1362,437,2412,1444,1628,505,2163,1,2021,2022,True,WAS,CLE,DEC
2021-22,1610612764,WAS,Washington Wizards,22100321,2021-12-01,WAS vs. MIN,W,48.0,0.549,0.231,0.14,0.347,0.483,0.295,0.131,0.259,0,0,0,0,117,949,1370,1323,372,578,1764,1360,1071,1,2021,2022,True,WAS,MIN,DEC
2021-22,1610612764,WAS,Washington Wizards,22100311,2021-11-29,WAS @ SAS,L,48.0,0.495,0.141,0.077,0.302,0.576,0.174,0.111,0.383,0,0,0,0,117,1719,2236,89,820,1836,454,1888,2303,1,2021,2022,False,SAS,WAS,NOV
2021-22,1610612764,WAS,Washington Wizards,22100298,2021-11-27,WAS @ DAL,W,48.0,0.635,0.333,0.158,0.25,0.551,0.247,0.072,0.24,0,0,0,0,117,170,414,1736,1471,1527,1254,2392,834,1,2021,2022,False,DAL,WAS,NOV
2021-22,1610612764,WAS,Washington Wizards,22100286,2021-11-26,WAS @ OKC,W,48.0,0.544,0.19,0.158,0.146,0.463,0.149,0.104,0.298,0,0,0,0,117,1028,1847,1736,2376,370,270,2034,1578,1,2021,2022,False,OKC,WAS,NOV
2021-22,1610612764,WAS,Washington Wizards,22100275,2021-11-24,WAS @ NOP,L,48.0,0.47,0.429,0.176,0.259,0.521,0.333,0.103,0.278,0,0,0,0,117,2025,77,2090,1378,1098,2017,2060,1321,1,2021,2022,False,NOP,WAS,NOV
2021-22,1610612764,WAS,Washington Wizards,22100254,2021-11-22,WAS vs. CHA,L,48.0,0.431,0.287,0.173,0.431,0.522,0.264,0.098,0.158,0,0,0,0,117,2321,777,2038,45,1107,1442,2132,123,1,2021,2022,True,WAS,CHA,NOV
2021-22,1610612764,WAS,Washington Wizards,22100241,2021-11-20,WAS vs. MIA,W,48.0,0.561,0.311,0.22,0.3,0.512,0.247,0.151,0.341,0,0,0,0,117,823,592,2412,844,986,1242,858,2042,1,2021,2022,True,WAS,MIA,NOV
2021-22,1610612764,WAS,Washington Wizards,22100225,2021-11-18,WAS @ MIA,L,48.0,0.591,0.13,0.183,0.167,0.561,0.293,0.064,0.214,0,0,0,0,117,479,2300,2189,2285,1639,1744,2433,538,1,2021,2022,False,MIA,WAS,NOV
2021-22,1610612764,WAS,Washington Wizards,22100213,2021-11-17,WAS @ CHA,L,48.0,0.411,0.178,0.118,0.254,0.49,0.063,0.118,0.321,0,0,0,0,117,2403,1963,736,1464,669,8,1712,1840,1,2021,2022,False,CHA,WAS,NOV
2021-22,1610612764,WAS,Washington Wizards,22100201,2021-11-15,WAS vs. NOP,W,48.0,0.524,0.298,0.065,0.167,0.48,0.459,0.128,0.213,0,0,0,0,117,1320,678,29,2285,547,2418,1468,525,1,2021,2022,True,WAS,NOP,NOV
2021-22,1610612764,WAS,Washington Wizards,22100187,2021-11-13,WAS @ ORL,W,48.0,0.571,0.119,0.167,0.233,0.408,0.217,0.135,0.306,0,0,0,0,117,664,2337,1931,1701,51,927,1247,1689,1,2021,2022,False,ORL,WAS,NOV
2021-22,1610612764,WAS,Washington Wizards,22100158,2021-11-10,WAS @ CLE,W,48.0,0.476,0.202,0.129,0.265,0.52,0.276,0.161,0.174,0,0,0,0,117,1954,1698,1016,1303,1083,1583,627,202,1,2021,2022,False,CLE,WAS,NOV
2021-22,1610612764,WAS,Washington Wizards,22100142,2021-11-07,WAS vs. MIL,W,48.0,0.574,0.16,0.192,0.175,0.447,0.191,0.131,0.317,0,0,0,0,117,640,2116,2265,2250,226,635,1360,1784,1,2021,2022,True,WAS,MIL,NOV
2021-22,1610612764,WAS,Washington Wizards,22100126,2021-11-05,WAS vs. MEM,W,48.0,0.643,0.155,0.188,0.263,0.385,0.177,0.089,0.21,0,0,0,0,117,127,2154,2237,1323,19,482,2265,503,1,2021,2022,True,WAS,MEM,NOV
2021-22,1610612764,WAS,Washington Wizards,22100112,2021-11-03,WAS vs. TOR,L,48.0,0.487,0.385,0.134,0.245,0.523,0.227,0.125,0.28,0,0,0,0,117,1837,161,1148,1555,1122,1045,1530,1343,1,2021,2022,True,WAS,TOR,NOV
2021-22,1610612764,WAS,Washington Wizards,22100097,2021-11-01,WAS @ ATL,L,48.0,0.552,0.186,0.126,0.222,0.536,0.349,0.115,0.333,0,0,0,0,117,914,1892,952,1823,1311,2126,1799,1930,1,2021,2022,False,ATL,WAS,NOV
2021-22,1610612764,WAS,Washington Wizards,22100078,2021-10-30,WAS vs. BOS,W,58.0,0.413,0.346,0.107,0.217,0.421,0.234,0.1,0.197,0,0,0,0,5,2397,352,489,1888,92,1115,2097,377,1,2021,2022,True,WAS,BOS,OCT
2021-22,1610612764,WAS,Washington Wizards,22100066,2021-10-28,WAS vs. ATL,W,48.0,0.53,0.212,0.089,0.309,0.58,0.159,0.129,0.136,0,0,0,0,117,1226,1584,189,749,1874,331,1446,51,1,2021,2022,True,WAS,ATL,OCT
2021-22,1610612764,WAS,Washington Wizards,22100056,2021-10-27,WAS @ BOS,W,48.0,0.565,0.345,0.16,0.364,0.494,0.329,0.131,0.275,0,0,0,0,117,747,360,1803,259,703,2008,1360,1277,1,2021,2022,False,BOS,WAS,OCT
2021-22,1610612764,WAS,Washington Wizards,22100044,2021-10-25,WAS @ BKN,L,48.0,0.395,0.211,0.115,0.238,0.479,0.181,0.087,0.148,0,0,0,0,117,2434,1612,664,1640,533,519,2288,87,1,2021,2022,False,BKN,WAS,OCT
2021-22,1610612764,WAS,Washington Wizards,22100019,2021-10-22,WAS vs. IND,W,53.0,0.622,0.202,0.086,0.178,0.613,0.206,0.114,0.286,0,0,0,0,15,241,1708,153,2222,2160,789,1818,1404,1,2021,2022,True,WAS,IND,OCT
