GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
21800001,2018-10-16,PHI,BOS,1
21800014,2018-10-18,CHI,PHI,2
21800029,2018-10-20,ORL,PHI,3
21800049,2018-10-23,PHI,DET,4
21800059,2018-10-24,PHI,MIL,5
21800078,2018-10-27,CHA,PHI,6
21800088,2018-10-29,ATL,PHI,7
21800100,2018-10-30,PHI,TOR,8
21800113,2018-11-01,LAC,PHI,9
21800125,2018-11-03,DET,PHI,10
21800134,2018-11-04,PHI,BKN,11
21800157,2018-11-07,PHI,IND,12
21800168,2018-11-09,CHA,PHI,13
21800179,2018-11-10,PHI,MEM,14
21800191,2018-11-12,PHI,MIA,15
21800202,2018-11-14,PHI,ORL,16
21800218,2018-11-16,UTA,PHI,17
21800225,2018-11-17,PHI,CHA,18
21800242,2018-11-19,PHX,PHI,19
21800253,2018-11-21,NOP,PHI,20
21800270,2018-11-23,CLE,PHI,21
21800289,2018-11-25,PHI,BKN,22
21800307,2018-11-28,NYK,PHI,23
21800322,2018-11-30,WAS,PHI,24
21800340,2018-12-02,MEM,PHI,25
21800359,2018-12-05,PHI,TOR,26
21800369,2018-12-07,PHI,DET,27
21800392,2018-12-10,DET,PHI,28
21800408,2018-12-12,BKN,PHI,29
21800424,2018-12-14,IND,PHI,30
21800437,2018-12-16,PHI,CLE,31
21800448,2018-12-17,PHI,SAS,32
21800457,2018-12-19,NYK,PHI,33
21800481,2018-12-22,TOR,PHI,34
21800499,2018-12-25,PHI,BOS,35
21800515,2018-12-27,PHI,UTA,36
21800540,2018-12-30,PHI,POR,37
21800553,2019-01-01,PHI,LAC,38
21800561,2019-01-02,PHI,PHX,39
21800578,2019-01-05,DAL,PHI,40
21800600,2019-01-08,WAS,PHI,41
21800608,2019-01-09,PHI,WAS,42
21800621,2019-01-11,ATL,PHI,43
21800638,2019-01-13,PHI,NYK,44
21800652,2019-01-15,MIN,PHI,45
21800667,2019-01-17,PHI,IND,46
21800678,2019-01-19,OKC,PHI,47
21800699,2019-01-21,HOU,PHI,48
21800711,2019-01-23,SAS,PHI,49
21800733,2019-01-26,PHI,DEN,50
21800755,2019-01-29,PHI,LAL,51
21800768,2019-01-31,PHI,GSW,52
21800785,2019-02-02,PHI,SAC,53
21800800,2019-02-05,TOR,PHI,54
21800818,2019-02-08,DEN,PHI,55
21800835,2019-02-10,LAL,PHI,56
21800849,2019-02-12,BOS,PHI,57
21800856,2019-02-13,PHI,NYK,58
21800868,2019-02-21,MIA,PHI,59
21800882,2019-02-23,POR,PHI,60
21800906,2019-02-25,PHI,NOP,61
21800927,2019-02-28,PHI,OKC,62
21800938,2019-03-02,GSW,PHI,63
21800960,2019-03-05,ORL,PHI,64
21800970,2019-03-06,PHI,CHI,65
21800981,2019-03-08,PHI,HOU,66
21800994,2019-03-10,IND,PHI,67
21801008,2019-03-12,CLE,PHI,68
21801027,2019-03-15,SAC,PHI,69
21801043,2019-03-17,PHI,MIL,70
21801059,2019-03-19,PHI,CHA,71
21801067,2019-03-20,BOS,PHI,72
21801088,2019-03-23,PHI,ATL,73
21801103,2019-03-25,PHI,ORL,74
21801123,2019-03-28,BKN,PHI,75
21801143,2019-03-30,PHI,MIN,76
21801158,2019-04-01,PHI,DAL,77
21801168,2019-04-03,PHI,ATL,78
21801177,2019-04-04,MIL,PHI,79
21801194,2019-04-06,PHI,CHI,80
21801212,2019-04-09,PHI,MIA,81
21801224,2019-04-10,CHI,PHI,82
