season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2015-16,201162,Jared Dudley,Jared,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,33.4,115.9,117.3,117.3,78.7,78.4,78.4,37.2,39.0,39.0,0.129,4.0,26.7,0.061,0.108,0.086,0.067,0.068,0.00688,0.007169999999999999,0.129,0.127,107.6,107.17,89.31,107.17,0.136,75,5,8,5.0,8.0,0.625,1,1,1,1,4842,6008,5424,5424,2253,2267,2267,1755,1553,1553,10853,963,4984,6950,14081,11528,11145,11461,4693,4578,19889,20520,2209,2630,2630,7477,6175,10529,6175,10529,4401,1.0,33:22,2015,2016
2015-16,201977,Marcus Thornton,Marcus,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,25.9,104.4,106.8,106.8,79.6,81.0,81.0,24.8,25.7,25.7,0.111,2.0,11.8,0.0,0.179,0.086,0.059000000000000004,0.057,0.00464,0.00485,0.224,0.233,110.85,108.63,90.52,108.63,0.134,59,6,14,6.0,14.0,0.429,1,1,1,1,10967,12221,10927,10927,2444,2824,2824,3859,3623,3623,11899,3519,13753,13060,7361,11484,10513,10532,13887,15216,7816,7459,1077,1967,1967,7675,4268,3506,4268,3506,12903,1.0,25:51,2015,2016
2015-16,2403,Nene,ene,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,28.7,111.9,113.6,113.6,79.1,80.3,80.3,32.8,33.3,33.3,0.364,2.67,32.0,0.1,0.185,0.14,0.12,0.11900000000000001,0.006670000000000001,0.006690000000000001,0.233,0.239,111.99,110.25,91.87,110.25,0.225,66,8,12,8.0,12.0,0.667,1,1,1,1,8602,7948,7155,7155,2324,2672,2672,2305,2187,2239,1907,2960,3438,3559,6888,5127,16311,16327,4962,6042,6907,6820,857,1476,1476,1686,1806,5215,1806,5215,2883,1.0,28:44,2015,2016
2015-16,201196,Ramon Sessions,Ramon,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,33.6,115.4,116.0,116.0,78.6,78.4,78.4,36.9,37.6,37.6,0.231,1.2,22.2,0.0,0.111,0.061,0.185,0.179,0.00656,0.006520000000000001,0.259,0.272,106.44,106.32,88.6,106.32,0.119,75,9,16,9.0,16.0,0.563,1,1,1,1,4644,6210,5995,5995,2223,2267,2267,1786,1716,1716,5286,6972,6963,13060,13502,15847,21060,20765,5933,6920,4510,4041,2901,3118,3118,9411,1155,2178,1155,2178,6644,1.0,33:38,2015,2016
2015-16,202066,Garrett Temple,Garrett,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,16.0,67.9,64.1,64.1,118.9,121.6,121.6,-51.1,-57.5,-57.5,0.25,0.17,6.7,0.0,0.059,0.023,0.4,0.392,0.00714,0.007209999999999999,0.304,0.334,112.37,114.36,95.3,114.36,0.099,39,4,7,4.0,7.0,0.571,1,1,1,1,19075,24592,24796,24796,20700,21643,21643,24666,24976,24976,4387,13282,17139,13060,19415,22078,25270,25289,4057,4515,1935,1179,783,757,757,11789,8539,12208,8539,12208,6087,1.0,15:57,2015,2016
2015-16,203490,Otto Porter Jr.,Otto,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,22.4,105.3,105.7,105.7,79.0,80.8,80.8,26.3,24.9,24.9,0.05,0.0,12.5,0.0,0.143,0.061,0.0,0.0,0.0028599999999999997,0.00336,0.115,0.126,113.75,112.33,93.61,112.33,0.08,53,2,7,2.0,7.0,0.286,1,1,1,1,13807,11656,11600,11600,2307,2770,2770,3518,3819,3819,17222,13303,12967,13060,10202,15764,1,1,19929,19931,21396,20628,604,1052,1052,14238,14994,12208,14994,12208,19020,1.0,22:26,2015,2016
2015-16,201581,JJ Hickson,JJ,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,19.3,80.6,77.3,77.3,108.2,104.7,104.7,-27.5,-27.4,-27.4,0.1,1.0,7.7,0.217,0.269,0.245,0.077,0.08,0.0028599999999999997,0.0028499999999999997,0.24,0.239,104.35,108.38,90.32,108.38,0.064,44,2,7,2.0,7.0,0.286,1,1,1,1,16488,22697,23308,23308,15500,13411,13411,21900,21890,21890,12803,7038,16483,469,2670,638,12087,12622,19929,21334,6216,6794,4542,2063,2063,16182,14994,12208,14994,12208,19020,1.0,19:16,2015,2016
2015-16,204067,Jarell Eddie,Jarell,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,20.6,93.8,89.6,89.6,98.7,100.0,100.0,-4.9,-10.4,-10.4,0.067,0.0,14.3,0.05,0.16,0.111,0.0,0.0,0.005,0.0059499999999999996,0.113,0.116,107.87,109.69,91.41,109.69,0.133,48,2,5,2.0,5.0,0.4,1,1,1,1,15422,18151,19927,19927,9913,9849,9849,14697,17042,17043,15709,13303,11627,8215,8899,7893,1,1,10446,9371,21527,21563,2081,1620,1620,7805,14994,16058,14994,16058,14037,1.0,20:34,2015,2016
2015-16,1626162,Kelly Oubre Jr.,Kelly,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,25.6,94.6,91.4,91.4,100.9,100.0,100.0,-6.4,-8.6,-8.6,0.0,0.0,0.0,0.0,0.094,0.053,0.182,0.184,0.00375,0.00338,0.175,0.178,104.69,107.01,89.18,107.01,-0.028,58,3,8,3.0,8.0,0.375,1,1,1,1,11241,17774,19232,19232,11267,9849,9849,15329,16320,16322,18354,13303,18354,13060,15712,17245,20709,20962,16964,19845,14037,14106,4217,2716,2716,23754,11544,10529,11544,10529,15466,1.0,25:34,2015,2016
2015-16,101187,Alan Anderson,Alan,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,12.2,73.0,71.4,71.4,124.3,124.1,124.1,-51.3,-52.7,-52.7,0.2,0.0,20.0,0.0,0.267,0.138,0.0,0.0,0.00375,0.00375,0.138,0.141,110.87,112.13,93.44,112.13,0.042,28,1,4,1.0,4.0,0.25,1,1,1,1,21429,24046,24096,24096,22400,22375,22375,24685,24730,24730,6237,13303,7894,13060,2715,5303,1,1,16964,18914,18903,18956,1072,1083,1083,18654,18695,18073,18695,18073,19755,1.0,12:12,2015,2016
2015-16,2400,Drew Gooden,Drew,1610612764,WAS,Washington Wizards,21501221,2016-04-13T00:00:00,WAS vs. ATL,W,2.4,17.0,16.7,16.7,66.7,66.7,66.7,-49.7,-50.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005679999999999999,0.125,0.128,117.17,118.36,98.63,118.36,-1.0,6,0,0,0.0,0.0,0.0,1,1,1,1,25365,25811,25808,25808,812,836,836,24564,24534,24540,18354,13303,18354,13060,22257,23167,1,1,22516,10630,20212,20361,344,496,497,26047,22516,24912,22516,24912,22516,1.0,2:26,2015,2016
