season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612738,BOS,Boston Celtics,42100406,2022-06-16,BOS vs. GSW,L,48.0,92.5,96.8,105.6,109.6,-13.1,-12.8,0.794,1.17,19.9,0.348,0.593,0.48,0.247,0.494,0.528,97.4,93.5,77.92,93,0.46,1,88,88,88,3,149,72,137,4,146,34,29,165,105,172,121,128,123,117,1,2021,2022,True,BOS,GSW,JUN
2021-22,1610612738,BOS,Boston Celtics,42100405,2022-06-13,BOS @ GSW,L,48.0,95.3,95.9,106.6,107.2,-11.3,-11.3,0.581,1.0,14.1,0.25,0.894,0.568,0.184,0.487,0.53,98.1,97.5,81.25,98,0.438,1,88,88,88,3,152,59,134,104,160,145,96,3,23,151,125,126,53,134,1,2021,2022,False,GSW,BOS,JUN
2021-22,1610612738,BOS,Boston Celtics,42100404,2022-06-10,BOS vs. GSW,L,48.0,98.6,101.0,109.6,111.5,-11.0,-10.4,0.647,1.38,16.7,0.264,0.615,0.438,0.167,0.488,0.519,98.0,96.0,80.0,96,0.448,1,88,88,88,3,135,90,131,54,124,102,91,162,146,126,124,133,75,124,1,2021,2022,True,BOS,GSW,JUN
2021-22,1610612738,BOS,Boston Celtics,42100403,2022-06-08,BOS vs. GSW,W,48.0,120.1,122.1,104.6,106.4,15.5,15.7,0.651,2.33,19.7,0.408,0.81,0.593,0.126,0.556,0.583,96.1,94.5,78.75,95,0.597,1,1,1,1,3,26,57,27,50,37,40,9,30,9,64,64,72,95,29,1,2021,2022,True,BOS,GSW,JUN
2021-22,1610612738,BOS,Boston Celtics,42100402,2022-06-05,BOS @ GSW,L,48.0,87.6,89.8,106.2,110.3,-18.6,-20.5,0.8,1.26,18.0,0.22,0.776,0.495,0.194,0.469,0.503,100.6,97.5,81.25,98,0.398,1,88,88,88,3,165,81,153,2,132,73,125,54,89,161,137,146,53,148,1,2021,2022,False,GSW,BOS,JUN
2021-22,1610612738,BOS,Boston Celtics,42100401,2022-06-02,BOS @ GSW,W,48.0,122.4,129.0,111.8,114.9,10.6,14.1,0.767,2.54,23.7,0.302,0.647,0.489,0.14,0.629,0.652,97.3,93.5,77.92,93,0.578,1,1,1,1,3,12,110,33,8,26,4,61,150,93,82,15,17,123,34,1,2021,2022,False,GSW,BOS,JUN
2021-22,1610612738,BOS,Boston Celtics,42100307,2022-05-29,BOS @ MIA,W,48.0,101.5,103.1,94.5,99.0,6.9,4.1,0.629,1.69,16.5,0.259,0.786,0.527,0.134,0.476,0.523,100.1,97.0,80.83,97,0.529,1,1,1,1,3,131,33,72,63,83,104,94,47,62,73,133,131,63,65,1,2021,2022,False,MIA,BOS,MAY
2021-22,1610612738,BOS,Boston Celtics,42100306,2022-05-27,BOS vs. MIA,L,48.0,105.5,107.3,114.4,115.6,-8.9,-8.3,0.688,1.22,17.2,0.238,0.667,0.452,0.188,0.521,0.601,97.3,96.0,80.0,96,0.469,1,88,88,88,3,114,114,121,34,140,89,110,132,132,154,99,54,75,111,1,2021,2022,True,BOS,MIA,MAY
2021-22,1610612738,BOS,Boston Celtics,42100305,2022-05-25,BOS @ MIA,W,48.0,103.2,101.1,85.9,87.9,17.3,13.2,0.727,1.6,19.5,0.171,0.646,0.462,0.163,0.535,0.573,91.6,91.5,76.25,92,0.665,1,1,1,1,3,134,6,37,19,94,46,156,151,123,123,83,80,145,8,1,2021,2022,False,MIA,BOS,MAY
2021-22,1610612738,BOS,Boston Celtics,42100304,2022-05-23,BOS vs. MIA,W,48.0,111.2,110.9,86.2,89.1,25.0,21.7,0.677,1.91,16.2,0.34,0.766,0.579,0.12,0.449,0.538,93.4,92.0,76.67,92,0.717,1,1,1,1,3,91,8,20,39,64,112,34,63,17,58,153,117,139,3,1,2021,2022,True,BOS,MIA,MAY
2021-22,1610612738,BOS,Boston Celtics,42100303,2022-05-21,BOS vs. MIA,L,48.0,104.9,109.6,109.9,112.4,-5.0,-2.8,0.618,0.88,16.5,0.3,0.755,0.551,0.255,0.571,0.619,98.7,95.5,79.58,94,0.453,1,88,88,88,3,102,93,95,73,168,105,64,70,38,173,44,41,83,120,1,2021,2022,True,BOS,MIA,MAY
2021-22,1610612738,BOS,Boston Celtics,42100302,2022-05-19,BOS @ MIA,W,48.0,132.1,135.1,103.4,108.5,28.8,26.6,0.651,2.8,21.1,0.279,0.654,0.484,0.106,0.631,0.675,97.4,94.0,78.33,94,0.624,1,1,1,1,3,4,67,14,50,15,17,81,143,97,33,13,12,105,21,1,2021,2022,False,MIA,BOS,MAY
2021-22,1610612738,BOS,Boston Celtics,42100301,2022-05-17,BOS @ MIA,L,48.0,105.9,108.1,119.2,121.6,-13.4,-13.6,0.611,1.38,16.3,0.304,0.727,0.511,0.162,0.525,0.575,100.0,98.0,81.67,99,0.449,1,88,88,88,3,111,147,139,78,124,110,59,87,81,120,93,78,47,123,1,2021,2022,False,MIA,BOS,MAY
2021-22,1610612738,BOS,Boston Celtics,42100217,2022-05-15,BOS vs. MIL,W,48.0,106.9,110.1,81.8,80.2,25.2,29.9,0.784,2.07,21.0,0.182,0.763,0.482,0.141,0.545,0.568,100.5,100.0,83.33,99,0.606,1,1,1,1,3,97,1,6,6,53,18,150,64,102,86,76,88,33,24,1,2021,2022,True,BOS,MIL,MAY
2021-22,1610612738,BOS,Boston Celtics,42100216,2022-05-13,BOS @ MIL,W,48.0,111.2,113.7,95.1,100.0,16.1,13.7,0.579,2.75,17.3,0.204,0.755,0.477,0.084,0.534,0.556,98.5,95.0,79.17,95,0.568,1,1,1,1,3,73,35,35,106,19,86,138,71,111,12,84,96,87,38,1,2021,2022,False,MIL,BOS,MAY
2021-22,1610612738,BOS,Boston Celtics,42100215,2022-05-11,BOS vs. MIL,L,48.0,114.3,115.1,113.1,117.0,1.2,-2.0,0.595,2.5,20.0,0.171,0.582,0.406,0.108,0.573,0.604,95.4,93.5,77.92,93,0.517,1,88,88,88,3,64,122,91,90,29,32,156,169,167,35,43,52,123,73,1,2021,2022,True,BOS,MIL,MAY
