close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
1626164,Devin Booker,1610612756,PHX,G,26.0,11,11,0.282,1.91,5.18,0.368,0.378,-0.009
1629028,Deandre Ayton,1610612756,PHX,C,24.0,10,10,0.277,2.2,4.9,0.449,0.394,0.055
201142,Kevin Durant,1610612756,PHX,F,34.0,11,11,0.317,1.55,4.82,0.321,0.372,-0.051
101108,Chris Paul,1610612756,PHX,G,38.0,7,7,0.384,1.29,4.0,0.321,0.36,-0.039
1629006,Josh Okogie,1610612756,PHX,G,24.0,10,8,0.375,1.2,2.7,0.444,0.381,0.063
1626166,Cameron Payne,1610612756,PHX,G,28.0,7,6,0.383,0.57,2.57,0.222,0.39,-0.168
1629111,Jock Landale,1610612756,PHX,C,27.0,6,5,0.246,0.33,2.33,0.143,0.384,-0.242
203082,Terrence Ross,1610612756,PHX,G-F,32.0,6,5,0.5,0.83,2.17,0.385,0.382,0.003
1628470,Torrey Craig,1610612756,PHX,F,32.0,10,8,0.28,1.4,2.1,0.667,0.381,0.285
1629013,Landry Shamet,1610612756,PHX,G,26.0,10,8,0.225,0.6,1.6,0.375,0.382,-0.007
203933,T.J. Warren,1610612756,PHX,F,29.0,6,3,0.304,0.0,1.17,0.0,0.379,-0.379
1627814,Damion Lee,1610612756,PHX,G-F,30.0,7,4,0.25,0.57,1.0,0.571,0.387,0.185
1630688,Ish Wainright,1610612756,PHX,F,28.0,4,3,0.444,0.0,1.0,0.0,0.347,-0.347
202687,Bismack Biyombo,1610612756,PHX,C,30.0,8,4,0.211,0.25,1.0,0.25,0.362,-0.112
