close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201142,Kevin Durant,1610612744,GSW,F,30.0,78,78,0.541,184,513,0.359,0.363,-0.005
203110,Draymond Green,1610612744,GSW,F,29.0,66,66,0.501,168,489,0.344,0.363,-0.02
1626172,Kevon Looney,1610612744,GSW,C-F,23.0,80,78,0.428,141,401,0.352,0.367,-0.016
202691,Klay Thompson,1610612744,GSW,G,29.0,78,77,0.441,134,381,0.352,0.368,-0.016
201939,Stephen Curry,1610612744,GSW,G,31.0,69,69,0.493,121,357,0.339,0.373,-0.034
2738,Andre Iguodala,1610612744,GSW,F-G,35.0,67,65,0.468,87,249,0.349,0.362,-0.013
202326,DeMarcus Cousins,1610612744,GSW,C,28.0,30,30,0.45,93,231,0.403,0.373,0.029
201973,Jonas Jerebko,1610612744,GSW,F,32.0,70,65,0.476,73,218,0.335,0.359,-0.024
1626188,Quinn Cook,1610612744,GSW,G,26.0,68,60,0.459,80,183,0.437,0.362,0.075
2733,Shaun Livingston,1610612744,GSW,G,33.0,64,55,0.476,48,158,0.304,0.353,-0.049
1628035,Alfonzo McKinnie,1610612744,GSW,F,26.0,69,59,0.443,49,156,0.314,0.362,-0.047
1628395,Jordan Bell,1610612744,GSW,F,24.0,65,56,0.348,60,153,0.392,0.352,0.04
1627745,Damian Jones,1610612744,GSW,C,24.0,24,24,0.446,45,120,0.375,0.365,0.01
1627814,Damion Lee,1610612744,GSW,G,26.0,29,25,0.513,28,82,0.341,0.357,-0.015
101106,Andrew Bogut,1610612744,GSW,C,34.0,11,10,0.413,15,38,0.395,0.372,0.022
1628980,Jacob Evans,1610612744,GSW,G,22.0,21,15,0.446,17,37,0.459,0.326,0.134
1629094,Marcus Derrickson,1610612744,GSW,F,23.0,11,10,0.488,8,20,0.4,0.346,0.054
