close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1626172,Kevon Looney,1610612744,GSW,C-F,23.0,80,79,0.487,221,456,0.485,0.567,-0.083
203110,Draymond Green,1610612744,GSW,F,29.0,66,66,0.44,229,430,0.533,0.569,-0.036
202691,Klay Thompson,1610612744,GSW,G,29.0,78,78,0.469,203,405,0.501,0.553,-0.052
201142,Kevin Durant,1610612744,GSW,F,30.0,78,75,0.39,188,370,0.508,0.567,-0.059
201939,Stephen Curry,1610612744,GSW,G,31.0,69,69,0.423,184,306,0.601,0.549,0.052
1628395,Jordan Bell,1610612744,GSW,F,24.0,65,63,0.602,142,265,0.536,0.561,-0.025
2738,Andre Iguodala,1610612744,GSW,F-G,35.0,67,66,0.468,135,249,0.542,0.57,-0.028
202326,DeMarcus Cousins,1610612744,GSW,C,28.0,30,30,0.45,121,231,0.524,0.586,-0.062
201973,Jonas Jerebko,1610612744,GSW,F,32.0,70,67,0.454,122,208,0.587,0.563,0.024
1626188,Quinn Cook,1610612744,GSW,G,26.0,68,62,0.471,114,188,0.606,0.539,0.067
1628035,Alfonzo McKinnie,1610612744,GSW,F,26.0,69,62,0.497,110,175,0.629,0.569,0.06
2733,Shaun Livingston,1610612744,GSW,G,33.0,64,60,0.467,83,155,0.535,0.549,-0.013
1627745,Damian Jones,1610612744,GSW,C,24.0,24,24,0.483,72,130,0.554,0.573,-0.019
1627814,Damion Lee,1610612744,GSW,G,26.0,29,23,0.413,43,66,0.652,0.561,0.091
101106,Andrew Bogut,1610612744,GSW,C,34.0,11,9,0.5,22,46,0.478,0.545,-0.066
1628980,Jacob Evans,1610612744,GSW,G,22.0,21,18,0.494,22,41,0.537,0.565,-0.028
1629094,Marcus Derrickson,1610612744,GSW,F,23.0,11,10,0.463,10,19,0.526,0.53,-0.003
