season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2017-18,1610612743,DEN,Denver Nuggets,21701225,2018-04-11T00:00:00,DEN @ MIN,L,53.0,12.0,17.0,0.0,40.0,24.0,14.0,12.0,52.0,0,0,0,1231,15,1904,530,2430,1750,2175,1525,1284,1853,1.0,2017,2018
2017-18,1610612755,PHI,Philadelphia 76ers,21701223,2018-04-11T00:00:00,PHI vs. MIL,W,44.9,29.0,19.6,18.7,67.3,10.3,12.1,10.3,39.3,0,0,0,1,123,78,255,373,35,340,1233,1010,640,1.0,2017,2018
2017-18,1610612738,BOS,Boston Celtics,21701219,2018-04-11T00:00:00,BOS vs. BKN,W,47.1,11.8,22.5,16.7,62.7,13.7,13.7,12.7,49.0,0,0,0,1,123,1939,109,533,102,806,1486,1409,1604,1.0,2017,2018
2017-18,1610612761,TOR,Toronto Raptors,21701221,2018-04-11T00:00:00,TOR @ MIA,L,50.5,6.7,12.4,5.7,47.6,21.9,25.7,14.3,61.0,0,0,0,1231,15,2369,1177,2100,991,2011,2425,1628,2323,1.0,2017,2018
2017-18,1610612740,NOP,New Orleans Pelicans,21701226,2018-04-11T00:00:00,NOP vs. SAS,W,45.7,22.9,13.3,30.5,74.3,20.0,16.2,16.2,40.0,0,0,0,1,123,367,1022,26,4,1818,1845,1870,684,1.0,2017,2018
2017-18,1610612750,MIN,Minnesota Timberwolves,21701225,2018-04-11T00:00:00,MIN vs. DEN,W,53.0,24.0,14.0,12.0,52.0,12.0,17.0,0.0,40.0,0,0,0,1,15,286,921,1167,595,545,1930,1,684,1.0,2017,2018
2017-18,1610612764,WAS,Washington Wizards,21701222,2018-04-11T00:00:00,WAS @ ORL,L,49.0,12.2,20.4,19.4,42.9,16.3,10.2,14.3,26.5,0,0,0,1231,123,1873,218,320,1491,1278,896,1628,33,1.0,2017,2018
2017-18,1610612758,SAC,Sacramento Kings,21701230,2018-04-11T00:00:00,SAC vs. HOU,W,52.2,15.2,10.9,10.9,50.0,15.2,13.0,17.4,30.4,0,0,0,1,123,1400,1442,1349,750,1053,1389,1994,111,1.0,2017,2018
2017-18,1610612749,MIL,Milwaukee Bucks,21701223,2018-04-11T00:00:00,MIL @ PHI,L,44.9,10.3,12.1,10.3,39.3,29.0,19.6,18.7,67.3,0,0,0,1231,123,2122,1224,1455,1813,2378,2197,2093,2425,1.0,2017,2018
2017-18,1610612745,HOU,Houston Rockets,21701230,2018-04-11T00:00:00,HOU @ SAC,L,52.2,15.2,13.0,17.4,30.4,15.2,10.9,10.9,50.0,0,0,0,1231,123,1400,1069,469,2345,1053,1010,1118,1667,1.0,2017,2018
2017-18,1610612757,POR,Portland Trail Blazers,21701229,2018-04-11T00:00:00,POR vs. UTA,W,49.0,19.4,7.1,7.1,42.9,12.2,20.4,5.1,46.9,0,0,0,1,123,708,2055,1893,1491,580,2240,297,1385,1.0,2017,2018
2017-18,1610612765,DET,Detroit Pistons,21701224,2018-04-11T00:00:00,DET @ CHI,W,49.5,23.7,7.2,20.6,43.3,15.5,6.2,11.3,37.1,0,0,0,1,123,307,2046,240,1446,1098,270,1180,444,1.0,2017,2018
2017-18,1610612739,CLE,Cleveland Cavaliers,21701220,2018-04-11T00:00:00,CLE vs. NYK,L,50.0,19.8,25.0,5.2,54.2,20.8,12.5,14.6,52.1,0,0,0,1231,123,655,48,2137,440,1918,1278,1675,1871,1.0,2017,2018
2017-18,1610612747,LAL,Los Angeles Lakers,21701228,2018-04-11T00:00:00,LAL @ LAC,W,47.1,23.5,10.8,17.6,37.3,8.8,9.8,4.9,62.7,0,0,0,1,123,321,1449,443,1994,209,826,277,2360,1.0,2017,2018
2017-18,1610612760,OKC,Oklahoma City Thunder,21701227,2018-04-11T00:00:00,OKC vs. MEM,W,46.2,19.2,13.5,28.8,44.2,16.3,14.4,19.2,48.1,0,0,0,1,123,725,1003,39,1352,1286,1588,2130,1503,1.0,2017,2018
2017-18,1610612748,MIA,Miami Heat,21701221,2018-04-11T00:00:00,MIA vs. TOR,W,51.5,22.3,26.2,14.6,62.1,6.8,12.6,5.8,48.5,0,0,0,1,15,415,27,785,115,93,1303,365,1553,1.0,2017,2018
2017-18,1610612752,NYK,New York Knicks,21701220,2018-04-11T00:00:00,NYK @ CLE,W,49.0,20.4,12.2,14.3,51.0,19.4,24.5,5.1,53.1,0,0,0,1,123,577,1205,815,672,1739,2399,297,1939,1.0,2017,2018
2017-18,1610612753,ORL,Orlando Magic,21701222,2018-04-11T00:00:00,ORL vs. WAS,W,49.5,16.5,10.3,14.4,26.8,12.4,20.6,19.6,43.3,0,0,0,1,123,1157,1537,795,2416,596,2254,2147,1003,1.0,2017,2018
2017-18,1610612762,UTA,Utah Jazz,21701229,2018-04-11T00:00:00,UTA @ POR,L,49.5,12.4,20.6,5.2,47.4,19.6,7.2,7.2,43.3,0,0,0,1231,123,1857,204,2149,1016,1764,406,565,1003,1.0,2017,2018
2017-18,1610612751,BKN,Brooklyn Nets,21701219,2018-04-11T00:00:00,BKN @ BOS,L,47.1,13.7,13.7,12.7,49.0,11.8,22.5,16.7,62.7,0,0,0,1231,123,1650,965,1045,844,513,2350,1914,2360,1.0,2017,2018
2017-18,1610612763,MEM,Memphis Grizzlies,21701227,2018-04-11T00:00:00,MEM @ OKC,L,46.2,16.3,14.4,19.2,48.1,19.2,13.5,28.8,44.2,0,0,0,1231,123,1171,868,328,940,1724,1452,2420,1113,1.0,2017,2018
2017-18,1610612746,LAC,LA Clippers,21701228,2018-04-11T00:00:00,LAC vs. LAL,L,46.6,8.7,9.7,4.9,62.1,23.3,10.7,17.5,36.9,0,0,0,1231,123,2258,1642,2186,115,2122,983,2000,432,1.0,2017,2018
2017-18,1610612759,SAS,San Antonio Spurs,21701226,2018-04-11T00:00:00,SAS @ NOP,L,45.7,20.0,16.2,16.2,40.0,22.9,13.3,30.5,74.3,0,0,0,1231,123,611,617,586,1750,2087,1431,2432,2454,1.0,2017,2018
