season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2023-24,1610612750,MIN,Minnesota Timberwolves,42300315,2024-05-30,MIN vs. DAL,L,48.0,8.0,14.0,10.0,46.0,14.0,11.0,8.0,48.0,0,0,0,0,7,138,53,104,63,79,63,31,103,1,2023,2024,True,MIN,DAL,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300314,2024-05-28,MIN @ DAL,W,48.0,15.0,7.0,13.0,46.0,30.0,11.0,14.0,36.0,0,0,0,0,7,66,137,66,63,162,63,100,20,1,2023,2024,False,DAL,MIN,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300313,2024-05-26,MIN @ DAL,L,48.0,10.0,12.0,4.0,50.0,15.0,6.0,11.0,40.0,0,0,0,0,7,120,73,158,46,91,14,62,46,1,2023,2024,False,DAL,MIN,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300312,2024-05-24,MIN vs. DAL,L,48.0,9.0,12.0,11.0,42.0,13.0,8.0,14.0,54.0,0,0,0,0,7,130,73,91,90,70,29,100,133,1,2023,2024,True,MIN,DAL,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300311,2024-05-22,MIN vs. DAL,L,48.0,9.0,15.0,12.0,38.0,14.0,11.0,9.0,62.0,0,0,0,0,7,130,42,77,120,79,63,43,154,1,2023,2024,True,MIN,DAL,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300237,2024-05-19,MIN @ DEN,W,48.0,15.0,14.0,13.0,34.0,12.0,16.0,7.0,42.0,0,0,0,0,7,66,53,66,146,55,124,22,61,1,2023,2024,False,DEN,MIN,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300236,2024-05-16,MIN vs. DEN,W,48.0,19.0,15.0,18.0,46.0,3.0,12.0,9.0,36.0,0,0,0,0,7,33,42,14,63,4,80,43,20,1,2023,2024,True,MIN,DEN,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300235,2024-05-14,MIN @ DEN,L,48.0,12.0,13.0,4.0,48.0,18.0,8.0,16.0,62.0,0,0,0,0,7,96,61,158,50,113,29,128,154,1,2023,2024,False,DEN,MIN,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300234,2024-05-12,MIN vs. DEN,L,48.0,11.0,9.0,16.0,48.0,20.0,6.0,7.0,52.0,0,0,0,0,7,111,110,26,50,133,14,22,120,1,2023,2024,True,MIN,DEN,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300233,2024-05-10,MIN vs. DEN,L,48.0,15.0,8.0,13.0,34.0,17.0,13.0,8.0,38.0,0,0,0,0,7,66,120,66,146,100,93,31,33,1,2023,2024,True,MIN,DEN,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300232,2024-05-06,MIN @ DEN,W,48.0,19.0,14.0,18.0,52.0,2.0,8.0,10.0,34.0,0,0,0,0,7,33,53,14,33,1,29,49,13,1,2023,2024,False,DEN,MIN,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300231,2024-05-04,MIN @ DEN,W,48.0,18.0,6.0,13.0,52.0,26.0,3.0,14.0,42.0,0,0,0,0,7,40,141,66,33,158,5,100,61,1,2023,2024,False,DEN,MIN,MAY
2023-24,1610612750,MIN,Minnesota Timberwolves,42300164,2024-04-28,MIN @ PHX,W,48.0,14.0,17.0,4.0,46.0,25.0,15.0,14.0,48.0,0,0,0,0,7,75,24,158,63,157,113,100,103,1,2023,2024,False,PHX,MIN,APR
2023-24,1610612750,MIN,Minnesota Timberwolves,42300163,2024-04-26,MIN @ PHX,W,48.0,11.0,19.0,8.0,56.0,21.0,8.0,16.0,36.0,0,0,0,0,7,111,16,123,21,139,29,128,20,1,2023,2024,False,PHX,MIN,APR
2023-24,1610612750,MIN,Minnesota Timberwolves,42300162,2024-04-23,MIN vs. PHX,W,48.0,31.0,13.0,13.0,48.0,2.0,11.0,8.0,40.0,0,0,0,0,7,2,61,66,50,1,63,31,46,1,2023,2024,True,MIN,PHX,APR
2023-24,1610612750,MIN,Minnesota Timberwolves,42300161,2024-04-20,MIN vs. PHX,W,48.0,23.0,20.0,13.0,52.0,19.0,6.0,10.0,34.0,0,0,0,0,7,11,15,66,33,126,14,49,13,1,2023,2024,True,MIN,PHX,APR
