season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
2023-24,1630559,Austin Reaves,Austin,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29T00:00:00,LAL @ DEN,L,33.8,0.636,0.364,0.526,0.0,0.158,0.316,0.316,0.105,0.526,0.4,0.6,1.0,0.0,0.5,0.5,6,11,0.545,1,835,835,835,511,672,870,699,451,813,174,222,585,541,759,414,1,258,855,355,354,456,460,1,33:50,2023,2024
2023-24,1629637,Jaxson Hayes,Jaxson,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29T00:00:00,LAL @ DEN,L,6.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,835,835,835,1407,1406,1271,1194,451,879,1,1,687,1131,959,835,798,258,1231,876,1355,1548,1355,1,6:47,2023,2024
2023-24,2544,LeBron James,LeBron,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29T00:00:00,LAL @ DEN,L,44.1,0.667,0.333,0.533,0.133,0.3,0.067,0.167,0.033,0.4,0.5,0.5,0.667,0.333,0.545,0.455,11,21,0.524,1,835,835,835,43,581,897,689,293,638,581,477,684,697,592,463,659,188,844,508,78,103,508,1,44:05,2023,2024
2023-24,1629060,Rui Hachimura,Rui,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29T00:00:00,LAL @ DEN,L,34.2,0.667,0.333,0.533,0.0,0.4,0.0,0.067,0.267,0.533,1.0,0.0,1.0,0.0,1.0,0.0,6,15,0.4,1,835,835,835,498,581,897,689,451,538,608,745,266,531,1,835,1,258,1,876,354,281,909,1,34:10,2023,2024
2023-24,203915,Spencer Dinwiddie,Spencer,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29T00:00:00,LAL @ DEN,L,13.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,4,0.5,1,835,835,835,1182,1406,1,1194,451,1,608,797,687,1131,959,835,1,258,1,876,890,1052,523,1,13:43,2023,2024
2023-24,203076,Anthony Davis,Anthony,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29T00:00:00,LAL @ DEN,L,40.2,1.0,0.0,0.941,0.118,0.0,0.118,0.059,0.471,0.824,0.875,0.125,0.0,0.0,0.875,0.125,8,11,0.727,1,835,835,835,191,1,1271,238,326,879,483,767,98,234,361,830,798,258,491,855,199,456,159,1,40:10,2023,2024
2023-24,1627752,Taurean Prince,Taurean,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29T00:00:00,LAL @ DEN,L,19.2,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,1,835,835,835,1001,1104,406,1194,451,879,608,1,70,1131,959,835,798,258,1231,876,1355,951,1355,1,19:11,2023,2024
2023-24,1629216,Gabe Vincent,Gabe,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29T00:00:00,LAL @ DEN,L,8.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1,835,835,835,1349,1406,1,1194,451,879,608,797,687,1131,959,835,798,258,1231,876,1355,1280,1355,1,8:41,2023,2024
2023-24,1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,Los Angeles Lakers,42300155,2024-04-29T00:00:00,LAL @ DEN,L,39.4,0.333,0.667,0.571,0.0,0.429,0.286,0.0,0.0,0.571,1.0,0.0,1.0,0.0,1.0,0.0,6,15,0.4,1,835,835,835,235,1170,311,600,451,470,191,797,687,459,1,835,1,258,1,876,354,281,909,1,39:23,2023,2024
2023-24,1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,Los Angeles Lakers,42300154,2024-04-27T00:00:00,LAL vs. DEN,W,41.0,0.467,0.533,0.381,0.095,0.571,0.0,0.048,0.143,0.286,0.0,1.0,0.5,0.5,0.25,0.75,8,15,0.533,1,1,1,1,160,1016,529,950,375,373,608,785,484,899,959,1,700,114,1141,184,199,281,490,1,40:57,2023,2024
2023-24,1629216,Gabe Vincent,Gabe,1610612747,LAL,Los Angeles Lakers,42300154,2024-04-27T00:00:00,LAL vs. DEN,W,17.4,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,1,1,1,1,1067,877,541,1194,451,1,608,797,687,1131,959,835,1,258,1,876,1103,1052,1216,1,17:26,2023,2024
2023-24,2544,LeBron James,LeBron,1610612747,LAL,Los Angeles Lakers,42300154,2024-04-27T00:00:00,LAL vs. DEN,W,38.8,0.913,0.087,0.933,0.133,0.0,0.133,0.067,0.2,0.8,0.357,0.643,0.0,0.0,0.357,0.643,14,23,0.609,1,1,1,1,273,296,1251,240,293,879,439,745,364,238,793,401,798,258,1075,279,16,69,301,1,38:50,2023,2024
2023-24,1629637,Jaxson Hayes,Jaxson,1610612747,LAL,Los Angeles Lakers,42300154,2024-04-27T00:00:00,LAL vs. DEN,W,6.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1,1,1,1,1418,1,1271,1194,451,879,608,797,687,1131,959,835,798,258,1231,876,1355,1280,1355,1,6:23,2023,2024
2023-24,1627752,Taurean Prince,Taurean,1610612747,LAL,Los Angeles Lakers,42300154,2024-04-27T00:00:00,LAL vs. DEN,W,29.5,0.429,0.571,0.444,0.0,0.333,0.0,0.223,0.0,0.444,0.5,0.5,1.0,0.0,0.667,0.333,3,7,0.429,1,1,1,1,675,1057,457,807,451,594,608,347,687,644,592,463,1,258,678,591,736,740,842,1,29:29,2023,2024
