player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
1629599,Amir Coffey,Amir,1610612746,LAC,23.0,18,11,7,0.611,8.8,104.6,0.7,0.066,0.098,0.3,0.263,0.1,0.2,4.9,2.1,2.1,8.9,0.038,411,362,93,147,449,123,484,491,486,417,95,408,185,157,67,64,82,383,LAC
1627826,Ivica Zubac,Ivica,1610612746,LAC,23.0,72,49,23,0.681,18.4,104.1,4.8,0.24,0.334,0.2,0.071,0.9,0.471,5.9,4.3,5.3,15.6,0.079,9,14,282,72,279,108,71,33,38,449,486,51,55,210,191,267,199,133,LAC
203210,JaMychal Green,JaMychal,1610612746,LAC,30.0,63,43,20,0.683,20.7,105.7,4.9,0.209,0.302,0.5,0.165,0.4,0.195,7.0,5.6,5.4,19.9,0.082,107,42,242,70,235,164,66,62,65,317,326,202,200,274,288,278,282,120,LAC
201149,Joakim Noah,Joakim,1610612746,LAC,35.0,5,4,1,0.8,10.0,103.4,2.2,0.169,0.25,0.2,0.143,0.2,1.0,6.0,2.2,2.6,11.2,0.05,487,450,7,13,434,84,288,134,126,455,402,327,1,212,71,101,128,308,LAC
1628405,Johnathan Motley,Johnathan,1610612746,LAC,25.0,13,8,5,0.615,3.2,105.4,0.5,0.189,0.269,0.2,0.333,0.0,0.0,1.0,0.8,0.5,3.4,0.013,431,398,71,140,522,154,497,95,98,443,28,480,480,12,15,12,15,492,LAC
202695,Kawhi Leonard,Kawhi,1610612746,LAC,29.0,57,41,16,0.719,32.4,104.7,6.1,0.175,0.244,1.8,0.363,0.6,0.185,10.0,7.4,9.0,27.8,0.132,190,60,194,57,50,133,30,119,136,6,23,108,213,426,409,468,412,18,LAC
1629013,Landry Shamet,Landry,1610612746,LAC,23.0,53,34,19,0.642,27.4,108.2,1.8,0.058,0.085,0.4,0.109,0.2,0.071,9.6,7.5,6.7,25.6,0.086,240,109,226,102,139,257,353,501,500,366,456,342,407,409,411,347,369,108,LAC
101150,Lou Williams,Lou,1610612746,LAC,33.0,65,44,21,0.677,28.7,107.4,2.6,0.081,0.12,0.7,0.172,0.2,0.067,9.9,8.2,8.6,27.8,0.098,85,32,256,74,116,227,249,439,439,224,302,348,411,423,455,452,414,74,LAC
202694,Marcus Morris Sr.,Marcus,1610612746,LAC,30.0,62,26,36,0.419,31.2,109.9,4.1,0.128,0.182,0.8,0.159,0.5,0.168,9.8,7.6,8.6,26.4,0.08,123,193,437,331,67,339,100,263,278,180,342,145,237,422,415,454,388,132,LAC
1629662,Mfiondu Kabengele,Mfiondu,1610612746,LAC,22.0,12,9,3,0.75,5.4,103.6,0.8,0.159,0.233,0.2,0.154,0.2,0.667,2.3,1.2,1.3,5.5,0.024,439,386,37,32,496,91,468,159,159,469,362,358,7,42,28,33,45,459,LAC
1626149,Montrezl Harrell,Montrezl,1610612746,LAC,26.0,63,44,19,0.698,27.8,105.8,4.5,0.141,0.211,0.6,0.165,1.1,0.398,9.7,7.7,7.7,26.4,0.109,107,32,226,64,134,170,83,213,206,238,325,32,86,414,426,407,387,48,LAC
201976,Patrick Beverley,Patrick,1610612746,LAC,31.0,51,38,13,0.745,26.3,104.0,4.1,0.145,0.205,1.1,0.241,0.5,0.176,8.8,6.2,7.1,21.4,0.114,249,81,153,41,155,102,98,203,222,74,130,141,229,369,328,377,312,36,LAC
202335,Patrick Patterson,Patrick,1610612746,LAC,31.0,59,39,20,0.661,13.2,104.9,2.0,0.136,0.193,0.1,0.064,0.1,0.053,4.8,2.9,3.5,12.9,0.055,162,74,242,87,375,138,322,239,252,484,491,471,439,146,106,153,154,274,LAC
202331,Paul George,Paul,1610612746,LAC,30.0,48,34,14,0.708,29.6,106.3,5.2,0.161,0.231,1.4,0.291,0.4,0.135,9.8,7.1,8.7,26.2,0.109,263,109,168,60,95,183,55,155,164,22,54,184,293,415,390,459,380,47,LAC
202704,Reggie Jackson,Reggie,1610612746,LAC,30.0,31,16,15,0.516,24.0,105.9,2.4,0.094,0.14,0.4,0.148,0.2,0.082,6.1,6.3,4.5,23.0,0.088,353,304,179,213,191,172,265,400,395,339,388,372,393,220,341,213,340,101,LAC
203585,Rodney McGruder,Rodney,1610612746,LAC,28.0,56,38,18,0.679,15.6,106.8,2.2,0.123,0.181,0.5,0.22,0.1,0.094,6.1,4.5,3.7,16.1,0.057,206,81,216,73,335,199,294,279,285,315,181,387,358,224,215,171,217,258,LAC
1629611,Terance Mann,Terance,1610612746,LAC,23.0,41,27,14,0.659,8.8,103.0,1.1,0.112,0.164,0.3,0.19,0.1,0.147,3.5,2.4,2.3,9.2,0.043,306,181,168,90,450,74,443,320,323,428,261,400,267,85,83,81,89,353,LAC
