player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
1628988,Aaron Holiday,Aaron,1610612756,PHX,25.0,6,2,4,0.333,3.3,0.5,0.5,0.286,0.095,0.714,0.095,0.0,0.143,0.19,0.333,0.667,0.8,0.2,0.625,0.375,8,14,0.571,103,102,52,114,194,133,70,173,58,18,97,176,100,175,143,47,117,43,116,82,142,159,32,PHX
202687,Bismack Biyombo,Bismack,1610612756,PHX,29.0,9,5,4,0.556,9.5,1.0,0.0,0.88,0.0,0.0,0.08,0.12,0.0,0.88,0.909,0.091,0.0,0.0,0.909,0.091,11,17,0.647,80,78,52,54,154,1,187,21,116,162,112,115,165,17,18,178,160,76,30,172,128,145,22,PHX
1629661,Cameron Johnson,Cameron,1610612756,PHX,26.0,13,7,6,0.538,24.6,0.404,0.596,0.343,0.057,0.471,0.136,0.186,0.171,0.286,0.667,0.333,1.0,0.0,0.826,0.174,46,99,0.465,40,43,162,61,85,162,49,159,89,64,59,72,63,148,67,124,1,76,55,148,50,49,96,PHX
1626166,Cameron Payne,Cameron,1610612756,PHX,27.0,13,7,6,0.538,13.2,0.595,0.405,0.63,0.259,0.278,0.056,0.092,0.093,0.37,0.294,0.706,0.2,0.8,0.273,0.727,22,74,0.297,40,43,162,61,130,99,112,58,11,118,131,135,143,111,154,41,158,4,186,16,86,67,187,PHX
101108,Chris Paul,Chris,1610612756,PHX,37.0,13,7,6,0.538,34.4,0.684,0.316,0.596,0.316,0.25,0.039,0.154,0.123,0.281,0.132,0.868,0.316,0.684,0.172,0.828,87,155,0.561,40,43,162,61,42,71,140,66,5,126,142,93,115,150,172,24,153,9,192,11,17,30,40,PHX
1629028,Deandre Ayton,Deandre,1610612756,PHX,23.0,13,7,6,0.538,30.5,0.976,0.024,0.884,0.146,0.026,0.009,0.09,0.12,0.738,0.777,0.223,1.0,0.0,0.781,0.219,105,164,0.64,40,43,162,61,58,29,182,20,33,161,154,141,118,35,41,155,1,76,71,132,12,23,23,PHX
1626164,Devin Booker,Devin,1610612756,PHX,25.0,10,5,5,0.5,36.6,0.629,0.371,0.438,0.189,0.361,0.137,0.201,0.185,0.249,0.294,0.706,0.679,0.321,0.43,0.57,79,175,0.451,74,78,139,69,27,87,123,117,17,99,58,60,52,160,154,41,132,30,158,45,21,20,101,PHX
203901,Elfrid Payton,Elfrid,1610612756,PHX,28.0,2,0,2,0.0,3.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,3,0.667,194,186,16,186,183,1,187,1,116,162,155,176,6,1,1,180,160,76,1,183,180,195,15,PHX
1630688,Ish Wainright,Ish,1610612756,PHX,27.0,7,2,5,0.286,3.8,0.5,0.5,0.308,0.0,0.692,0.385,0.0,0.308,0.308,0.5,0.5,1.0,0.0,0.8,0.2,5,12,0.417,97,102,139,151,184,133,70,168,116,19,7,176,15,137,100,82,1,76,61,137,158,160,122,PHX
201580,JaVale McGee,JaVale,1610612756,PHX,34.0,12,7,5,0.583,11.1,0.98,0.02,0.864,0.025,0.0,0.025,0.136,0.111,0.84,0.8,0.2,0.0,0.0,0.8,0.2,35,50,0.7,49,43,139,39,144,28,183,22,107,162,149,103,125,22,34,158,160,76,61,137,65,89,12,PHX
203109,Jae Crowder,Jae,1610612756,PHX,31.0,13,7,6,0.538,29.5,0.4,0.6,0.377,0.148,0.467,0.057,0.156,0.205,0.23,0.739,0.261,0.842,0.158,0.786,0.214,42,105,0.4,40,43,162,61,61,163,47,146,32,68,129,90,43,165,52,144,112,50,70,133,52,46,139,PHX
1629013,Landry Shamet,Landry,1610612756,PHX,25.0,12,6,6,0.5,16.0,0.458,0.542,0.385,0.077,0.519,0.096,0.096,0.231,0.308,0.7,0.3,0.889,0.111,0.789,0.211,19,48,0.396,49,58,162,69,119,150,61,142,69,50,95,129,34,137,60,133,105,55,67,134,101,92,150,PHX
1628969,Mikal Bridges,Mikal,1610612756,PHX,25.0,13,7,6,0.538,38.5,0.761,0.239,0.613,0.092,0.225,0.15,0.162,0.254,0.52,0.83,0.17,1.0,0.0,0.864,0.136,66,138,0.478,40,43,162,61,14,53,158,63,61,134,46,89,24,65,32,164,1,76,46,156,28,34,80,PHX
1628470,Torrey Craig,Torrey,1610612756,PHX,31.0,9,5,4,0.556,7.6,0.545,0.455,0.5,0.0,0.45,0.1,0.05,0.05,0.5,0.4,0.6,1.0,0.0,0.625,0.375,8,22,0.364,80,78,52,54,162,117,91,96,116,72,91,162,157,70,128,62,1,76,116,82,142,134,165,PHX
