season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2016-17,1610612755,21600011,2016-10-26,OKC,PHI,OKC,1610612760,1,97,103,L,-6
2016-17,1610612755,21600026,2016-10-29,ATL,PHI,ATL,1610612737,2,72,104,L,-32
2016-17,1610612755,21600046,2016-11-01,ORL,PHI,ORL,1610612753,3,101,103,L,-2
2016-17,1610612755,21600056,2016-11-02,PHI,CHA,CHA,1610612766,4,93,109,L,-16
2016-17,1610612755,21600080,2016-11-05,CLE,PHI,CLE,1610612739,5,101,102,L,-1
2016-17,1610612755,21600093,2016-11-07,UTA,PHI,UTA,1610612762,6,84,109,L,-25
2016-17,1610612755,21600110,2016-11-09,PHI,IND,IND,1610612754,7,115,122,L,-7
2016-17,1610612755,21600121,2016-11-11,IND,PHI,IND,1610612754,8,109,105,W,4
2016-17,1610612755,21600132,2016-11-12,PHI,ATL,ATL,1610612737,9,96,117,L,-21
2016-17,1610612755,21600149,2016-11-14,PHI,HOU,HOU,1610612745,10,88,115,L,-27
2016-17,1610612755,21600158,2016-11-16,WAS,PHI,WAS,1610612764,11,109,102,W,7
2016-17,1610612755,21600172,2016-11-17,PHI,MIN,MIN,1610612750,12,86,110,L,-24
2016-17,1610612755,21600189,2016-11-19,PHX,PHI,PHX,1610612756,13,120,105,W,15
2016-17,1610612755,21600199,2016-11-21,MIA,PHI,MIA,1610612748,14,101,94,W,7
2016-17,1610612755,21600212,2016-11-23,MEM,PHI,MEM,1610612763,15,99,104,L,-5
2016-17,1610612755,21600229,2016-11-25,CHI,PHI,CHI,1610612741,16,89,105,L,-16
2016-17,1610612755,21600245,2016-11-27,CLE,PHI,CLE,1610612739,17,108,112,L,-4
2016-17,1610612755,21600254,2016-11-28,PHI,TOR,TOR,1610612761,18,95,122,L,-27
2016-17,1610612755,21600282,2016-12-02,ORL,PHI,ORL,1610612753,19,88,105,L,-17
2016-17,1610612755,21600294,2016-12-03,BOS,PHI,BOS,1610612738,20,106,107,L,-1
2016-17,1610612755,21600304,2016-12-05,DEN,PHI,DEN,1610612743,21,98,106,L,-8
2016-17,1610612755,21600318,2016-12-06,PHI,MEM,MEM,1610612763,22,91,96,L,-5
2016-17,1610612755,21600334,2016-12-08,PHI,NOP,NOP,1610612740,23,99,88,W,11
2016-17,1610612755,21600356,2016-12-11,PHI,DET,DET,1610612765,24,97,79,W,18
2016-17,1610612755,21600374,2016-12-14,TOR,PHI,TOR,1610612761,25,114,123,L,-9
2016-17,1610612755,21600396,2016-12-16,LAL,PHI,LAL,1610612747,26,89,100,L,-11
2016-17,1610612755,21600408,2016-12-18,BKN,PHI,BKN,1610612751,27,108,107,W,1
2016-17,1610612755,21600418,2016-12-20,NOP,PHI,NOP,1610612740,28,93,108,L,-15
2016-17,1610612755,21600453,2016-12-23,PHI,PHX,PHX,1610612756,29,116,123,L,-7
2016-17,1610612755,21600471,2016-12-26,PHI,SAC,SAC,1610612758,30,100,102,L,-2
2016-17,1610612755,21600489,2016-12-29,PHI,UTA,UTA,1610612762,31,83,100,L,-17
2016-17,1610612755,21600500,2016-12-30,PHI,DEN,DEN,1610612743,32,124,122,W,2
2016-17,1610612755,21600521,2017-01-03,MIN,PHI,MIN,1610612750,33,93,91,W,2
2016-17,1610612755,21600546,2017-01-06,PHI,BOS,BOS,1610612738,34,106,110,L,-4
2016-17,1610612755,21600560,2017-01-08,PHI,BKN,BKN,1610612751,35,105,95,W,10
2016-17,1610612755,21600580,2017-01-11,NYK,PHI,NYK,1610612752,36,98,97,W,1
2016-17,1610612755,21600593,2017-01-13,CHA,PHI,CHA,1610612766,37,102,93,W,9
2016-17,1610612755,21600603,2017-01-14,PHI,WAS,WAS,1610612764,38,93,109,L,-16
2016-17,1610612755,21600615,2017-01-16,PHI,MIL,MIL,1610612749,39,113,104,W,9
2016-17,1610612755,21600627,2017-01-18,TOR,PHI,TOR,1610612761,40,94,89,W,5
2016-17,1610612755,21600641,2017-01-20,POR,PHI,POR,1610612757,41,93,92,W,1
2016-17,1610612755,21600653,2017-01-21,PHI,ATL,ATL,1610612737,42,93,110,L,-17
2016-17,1610612755,21600675,2017-01-24,LAC,PHI,LAC,1610612746,43,121,110,W,11
2016-17,1610612755,21600684,2017-01-25,PHI,MIL,MIL,1610612749,44,114,109,W,5
2016-17,1610612755,21600694,2017-01-27,HOU,PHI,HOU,1610612745,45,118,123,L,-5
2016-17,1610612755,21600716,2017-01-29,PHI,CHI,CHI,1610612741,46,108,121,L,-13
2016-17,1610612755,21600266,2017-01-30,SAC,PHI,SAC,1610612758,47,122,119,W,3
2016-17,1610612755,21600736,2017-02-01,PHI,DAL,DAL,1610612742,48,95,113,L,-18
2016-17,1610612755,21600744,2017-02-02,PHI,SAS,SAS,1610612759,49,86,102,L,-16
2016-17,1610612755,21600758,2017-02-04,PHI,MIA,MIA,1610612748,50,102,125,L,-23
2016-17,1610612755,21600773,2017-02-06,PHI,DET,DET,1610612765,51,96,113,L,-17
2016-17,1610612755,21600782,2017-02-08,SAS,PHI,SAS,1610612759,52,103,111,L,-8
2016-17,1610612755,21600795,2017-02-09,PHI,ORL,ORL,1610612753,53,112,111,W,1
2016-17,1610612755,21600810,2017-02-11,MIA,PHI,MIA,1610612748,54,117,109,W,8
2016-17,1610612755,21600821,2017-02-13,PHI,CHA,CHA,1610612766,55,105,99,W,6
2016-17,1610612755,21600836,2017-02-15,PHI,BOS,BOS,1610612738,56,108,116,L,-8
2016-17,1610612755,21600856,2017-02-24,WAS,PHI,WAS,1610612764,57,120,112,W,8
2016-17,1610612755,21600868,2017-02-25,PHI,NYK,NYK,1610612752,58,109,110,L,-1
2016-17,1610612755,21600883,2017-02-27,GSW,PHI,GSW,1610612744,59,108,119,L,-11
2016-17,1610612755,21600898,2017-03-01,PHI,MIA,MIA,1610612748,60,98,125,L,-27
2016-17,1610612755,21600909,2017-03-03,NYK,PHI,NYK,1610612752,61,105,102,W,3
2016-17,1610612755,21600919,2017-03-04,DET,PHI,DET,1610612765,62,106,136,L,-30
2016-17,1610612755,21600934,2017-03-06,MIL,PHI,MIL,1610612749,63,98,112,L,-14
2016-17,1610612755,21600963,2017-03-09,PHI,POR,POR,1610612757,64,108,114,L,-6
2016-17,1610612755,21600974,2017-03-11,PHI,LAC,LAC,1610612746,65,100,112,L,-12
2016-17,1610612755,21600990,2017-03-12,PHI,LAL,LAL,1610612747,66,118,116,W,2
2016-17,1610612755,21601003,2017-03-14,PHI,GSW,GSW,1610612744,67,104,106,L,-2
2016-17,1610612755,21601020,2017-03-17,DAL,PHI,DAL,1610612742,68,116,74,W,42
2016-17,1610612755,21601037,2017-03-19,BOS,PHI,BOS,1610612738,69,105,99,W,6
2016-17,1610612755,21601045,2017-03-20,PHI,ORL,ORL,1610612753,70,109,112,L,-3
2016-17,1610612755,21601062,2017-03-22,PHI,OKC,OKC,1610612760,71,97,122,L,-25
2016-17,1610612755,21601077,2017-03-24,PHI,CHI,CHI,1610612741,72,117,107,W,10
2016-17,1610612755,21601092,2017-03-26,PHI,IND,IND,1610612754,73,94,107,L,-13
2016-17,1610612755,21601105,2017-03-28,PHI,BKN,BKN,1610612751,74,106,101,W,5
2016-17,1610612755,21601111,2017-03-29,ATL,PHI,ATL,1610612737,75,92,99,L,-7
2016-17,1610612755,21601128,2017-03-31,PHI,CLE,CLE,1610612739,76,105,122,L,-17
2016-17,1610612755,21601147,2017-04-02,PHI,TOR,TOR,1610612761,77,105,113,L,-8
2016-17,1610612755,21601154,2017-04-04,BKN,PHI,BKN,1610612751,78,118,141,L,-23
2016-17,1610612755,21601173,2017-04-06,CHI,PHI,CHI,1610612741,79,90,102,L,-12
2016-17,1610612755,21601191,2017-04-08,MIL,PHI,MIL,1610612749,80,82,90,L,-8
2016-17,1610612755,21601203,2017-04-10,IND,PHI,IND,1610612754,81,111,120,L,-9
2016-17,1610612755,21601220,2017-04-12,PHI,NYK,NYK,1610612752,82,113,114,L,-1
