season,team_id,team,sos_v0
2020-21,1610612737,ATL,0.03343218291156057
2020-21,1610612738,BOS,-0.563254522450518
2020-21,1610612739,CLE,0.041784651338655845
2020-21,1610612740,NOP,0.01839793857429058
2020-21,1610612741,CHI,-0.16654868199467746
2020-21,1610612742,DAL,-0.23986595031459831
2020-21,1610612743,DEN,-0.121608720482026
2020-21,1610612744,GSW,0.3331682377195897
2020-21,1610612745,HOU,-0.15868539475904278
2020-21,1610612746,LAC,-0.30394002438867246
2020-21,1610612747,LAL,-0.27837925234902716
2020-21,1610612748,MIA,-0.4249522647133287
2020-21,1610612749,MIL,-0.7257513514713195
2020-21,1610612750,MIN,0.14361495246317948
2020-21,1610612751,BKN,-0.2767961891171846
2020-21,1610612752,NYK,-0.031583647029642545
2020-21,1610612753,ORL,-0.26342258434803184
2020-21,1610612754,IND,-0.3838563743023698
2020-21,1610612755,PHI,-0.404975095763557
2020-21,1610612756,PHX,-0.03599228212586168
2020-21,1610612757,POR,0.009060476111828123
2020-21,1610612758,SAC,0.046175716352068324
2020-21,1610612759,SAS,0.005658306336418887
2020-21,1610612760,OKC,-0.11470391327756126
2020-21,1610612761,TOR,-0.5603610039319994
2020-21,1610612762,UTA,-0.14190298735163537
2020-21,1610612763,MEM,0.010811370842174872
2020-21,1610612764,WAS,-0.106078596524592
2020-21,1610612765,DET,-0.15216445511045057
2020-21,1610612766,CHA,-0.024882015328010796
