season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2021-22,1610612753,ORL,Orlando Magic,22101227,2022-04-10,ORL vs. MIA,W,48.0,45,91,0.495,23,58,0.397,12,14,0.857,6,42,48,33,10.0,4,3,4,16,13,125,14.0,1,1,1,1,117,440,720,685,9,1,709,1908,2118,512,2077,152,642,124,301,2166,1631,831,376,2324,293,402,1,2021,2022,True,ORL,MIA
2021-22,1610612740,NOP,New Orleans Pelicans,22101225,2022-04-10,NOP vs. GSW,L,48.0,42,99,0.424,14,40,0.35,9,12,0.75,18,24,42,24,12.0,10,0,2,17,15,107,-21.0,1,1231,1231,1231,117,862,136,1815,686,517,1233,2239,2256,1458,71,2389,1479,1207,697,380,2425,179,544,2086,1459,2252,1,2021,2022,True,NOP,GSW
2021-22,1610612742,DAL,Dallas Mavericks,22101219,2022-04-10,DAL vs. SAS,W,48.0,46,85,0.541,20,36,0.556,18,23,0.783,10,33,43,34,16.0,5,3,3,16,17,130,10.0,1,1,1,1,117,331,1554,197,57,1006,23,928,952,1187,1109,1307,1333,79,1716,1895,1631,419,376,1738,160,593,1,2021,2022,True,DAL,SAS
2021-22,1610612749,MIL,Milwaukee Bucks,22101218,2022-04-10,MIL @ CLE,L,48.0,39,88,0.443,12,30,0.4,25,32,0.781,8,33,41,27,12.0,7,2,5,14,26,115,-18.0,1,1231,1231,1231,117,1426,1135,1521,1139,1865,650,179,164,1208,1616,1307,1625,670,697,1188,2043,1256,138,108,836,2167,1,2021,2022,False,CLE,MIL
2021-22,1610612758,SAC,Sacramento Kings,22101229,2022-04-10,SAC @ PHX,W,48.0,40,76,0.526,14,26,0.538,22,30,0.733,2,38,40,26,15.0,9,7,7,18,25,116,7.0,1,1,1,1,117,1247,2367,308,686,2234,37,405,266,1644,2447,499,1766,830,1475,592,323,1930,724,172,768,783,1,2021,2022,False,PHX,SAC
2021-22,1610612743,DEN,Denver Nuggets,22101220,2022-04-10,DEN vs. LAL,L,53.0,49,100,0.49,15,47,0.319,28,36,0.778,11,34,45,33,14.0,10,7,6,34,24,141,-5.0,1,1231,1231,1231,15,119,106,747,504,84,1607,73,59,1215,875,1133,1039,124,1226,380,323,1637,2458,274,21,1471,1,2021,2022,True,DEN,LAL
2021-22,1610612739,CLE,Cleveland Cavaliers,22101218,2022-04-10,CLE vs. MIL,W,48.0,51,94,0.543,19,38,0.5,12,17,0.706,10,38,48,39,12.0,5,5,2,26,14,133,18.0,1,1,1,1,117,59,427,185,89,741,89,1908,1782,1851,1109,499,642,5,697,1895,825,179,2290,2228,94,258,1,2021,2022,True,CLE,MIL
2021-22,1610612748,MIA,Miami Heat,22101227,2022-04-10,MIA @ ORL,L,48.0,40,94,0.426,19,50,0.38,12,16,0.75,10,37,47,20,10.0,5,4,3,13,16,111,-14.0,1,1231,1231,1231,117,1247,427,1796,89,30,869,1908,1906,1458,1109,637,762,1945,301,1895,1206,419,83,1918,1145,2022,1,2021,2022,False,ORL,MIA
2021-22,1610612741,CHI,Chicago Bulls,22101224,2022-04-10,CHI @ MIN,W,48.0,44,83,0.53,10,21,0.476,26,33,0.788,16,32,48,22,23.0,9,3,9,22,23,124,4.0,1,1,1,1,117,555,1815,273,1695,2425,178,122,133,1149,152,1494,642,1607,2420,592,1631,2291,1701,413,328,991,1,2021,2022,False,MIN,CHI
2021-22,1610612737,ATL,Atlanta Hawks,22101221,2022-04-10,ATL @ HOU,W,48.0,45,87,0.517,21,38,0.553,19,24,0.792,13,37,50,29,13.0,4,4,4,19,19,130,16.0,1,1,1,1,117,440,1278,417,36,741,25,793,824,1106,481,637,436,405,949,2166,1206,831,960,1229,160,318,1,2021,2022,False,HOU,ATL
