season,team_id,team,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2020-21,1610612751,BKN,42000211,2021-06-05,MIL,BKN,MIL,1610612749,115,107,W,8,sf,1
2020-21,1610612751,BKN,42000212,2021-06-07,MIL,BKN,MIL,1610612749,125,86,W,39,sf,2
2020-21,1610612751,BKN,42000213,2021-06-10,BKN,MIL,MIL,1610612749,83,86,L,-3,sf,3
2020-21,1610612751,BKN,42000214,2021-06-13,BKN,MIL,MIL,1610612749,96,107,L,-11,sf,4
2020-21,1610612751,BKN,42000215,2021-06-15,MIL,BKN,MIL,1610612749,114,108,W,6,sf,5
2020-21,1610612751,BKN,42000216,2021-06-17,BKN,MIL,MIL,1610612749,89,104,L,-15,sf,6
2020-21,1610612751,BKN,42000217,2021-06-19,MIL,BKN,MIL,1610612749,111,115,L,-4,sf,7
2020-21,1610612738,BOS,42000111,2021-05-22,BOS,BKN,BKN,1610612751,93,104,L,-11,rnd1,1
2020-21,1610612738,BOS,42000112,2021-05-25,BOS,BKN,BKN,1610612751,108,130,L,-22,rnd1,2
2020-21,1610612738,BOS,42000113,2021-05-28,BKN,BOS,BKN,1610612751,125,119,W,6,rnd1,3
2020-21,1610612738,BOS,42000114,2021-05-30,BKN,BOS,BKN,1610612751,126,141,L,-15,rnd1,4
2020-21,1610612738,BOS,42000115,2021-06-01,BOS,BKN,BKN,1610612751,109,123,L,-14,rnd1,5
2020-21,1610612742,DAL,42000171,2021-05-22,DAL,LAC,LAC,1610612746,113,103,W,10,rnd1,1
2020-21,1610612742,DAL,42000172,2021-05-25,DAL,LAC,LAC,1610612746,127,121,W,6,rnd1,2
2020-21,1610612742,DAL,42000173,2021-05-28,LAC,DAL,LAC,1610612746,108,118,L,-10,rnd1,3
2020-21,1610612742,DAL,42000174,2021-05-30,LAC,DAL,LAC,1610612746,81,106,L,-25,rnd1,4
2020-21,1610612742,DAL,42000175,2021-06-02,DAL,LAC,LAC,1610612746,105,100,W,5,rnd1,5
2020-21,1610612742,DAL,42000176,2021-06-04,LAC,DAL,LAC,1610612746,97,104,L,-7,rnd1,6
2020-21,1610612742,DAL,42000177,2021-06-06,DAL,LAC,LAC,1610612746,111,126,L,-15,rnd1,7
2020-21,1610612743,DEN,42000161,2021-05-22,POR,DEN,POR,1610612757,109,123,L,-14,rnd1,1
2020-21,1610612743,DEN,42000162,2021-05-24,POR,DEN,POR,1610612757,128,109,W,19,rnd1,2
2020-21,1610612743,DEN,42000163,2021-05-27,DEN,POR,POR,1610612757,120,115,W,5,rnd1,3
2020-21,1610612743,DEN,42000164,2021-05-29,DEN,POR,POR,1610612757,95,115,L,-20,rnd1,4
2020-21,1610612743,DEN,42000165,2021-06-01,POR,DEN,POR,1610612757,147,140,W,7,rnd1,5
2020-21,1610612743,DEN,42000166,2021-06-03,DEN,POR,POR,1610612757,126,115,W,11,rnd1,6
2020-21,1610612743,DEN,42000231,2021-06-07,DEN,PHX,PHX,1610612756,105,122,L,-17,sf,1
2020-21,1610612743,DEN,42000232,2021-06-09,DEN,PHX,PHX,1610612756,98,123,L,-25,sf,2
2020-21,1610612743,DEN,42000233,2021-06-11,PHX,DEN,PHX,1610612756,102,116,L,-14,sf,3
2020-21,1610612743,DEN,42000234,2021-06-13,PHX,DEN,PHX,1610612756,118,125,L,-7,sf,4
2020-21,1610612746,LAC,42000171,2021-05-22,DAL,LAC,DAL,1610612742,103,113,L,-10,rnd1,1
2020-21,1610612746,LAC,42000172,2021-05-25,DAL,LAC,DAL,1610612742,121,127,L,-6,rnd1,2
2020-21,1610612746,LAC,42000173,2021-05-28,LAC,DAL,DAL,1610612742,118,108,W,10,rnd1,3
2020-21,1610612746,LAC,42000174,2021-05-30,LAC,DAL,DAL,1610612742,106,81,W,25,rnd1,4
2020-21,1610612746,LAC,42000175,2021-06-02,DAL,LAC,DAL,1610612742,100,105,L,-5,rnd1,5
2020-21,1610612746,LAC,42000176,2021-06-04,LAC,DAL,DAL,1610612742,104,97,W,7,rnd1,6
2020-21,1610612746,LAC,42000177,2021-06-06,DAL,LAC,DAL,1610612742,126,111,W,15,rnd1,7
2020-21,1610612746,LAC,42000221,2021-06-08,LAC,UTA,UTA,1610612762,109,112,L,-3,sf,1
2020-21,1610612746,LAC,42000222,2021-06-10,LAC,UTA,UTA,1610612762,111,117,L,-6,sf,2
2020-21,1610612746,LAC,42000223,2021-06-12,UTA,LAC,UTA,1610612762,132,106,W,26,sf,3
2020-21,1610612746,LAC,42000224,2021-06-14,UTA,LAC,UTA,1610612762,118,104,W,14,sf,4
2020-21,1610612746,LAC,42000225,2021-06-16,LAC,UTA,UTA,1610612762,119,111,W,8,sf,5
2020-21,1610612746,LAC,42000226,2021-06-18,UTA,LAC,UTA,1610612762,131,119,W,12,sf,6
2020-21,1610612746,LAC,42000311,2021-06-20,LAC,PHX,PHX,1610612756,114,120,L,-6,conf,1
2020-21,1610612746,LAC,42000312,2021-06-22,LAC,PHX,PHX,1610612756,103,104,L,-1,conf,2
2020-21,1610612746,LAC,42000313,2021-06-24,PHX,LAC,PHX,1610612756,106,92,W,14,conf,3
2020-21,1610612746,LAC,42000314,2021-06-26,PHX,LAC,PHX,1610612756,80,84,L,-4,conf,4
2020-21,1610612746,LAC,42000315,2021-06-28,LAC,PHX,PHX,1610612756,116,102,W,14,conf,5
2020-21,1610612746,LAC,42000316,2021-06-30,PHX,LAC,PHX,1610612756,103,130,L,-27,conf,6
2020-21,1610612747,LAL,42000151,2021-05-23,LAL,PHX,PHX,1610612756,90,99,L,-9,rnd1,1
2020-21,1610612747,LAL,42000152,2021-05-25,LAL,PHX,PHX,1610612756,109,102,W,7,rnd1,2
2020-21,1610612747,LAL,42000153,2021-05-27,PHX,LAL,PHX,1610612756,109,95,W,14,rnd1,3
2020-21,1610612747,LAL,42000154,2021-05-30,PHX,LAL,PHX,1610612756,92,100,L,-8,rnd1,4
2020-21,1610612747,LAL,42000155,2021-06-01,LAL,PHX,PHX,1610612756,85,115,L,-30,rnd1,5
2020-21,1610612747,LAL,42000156,2021-06-03,PHX,LAL,PHX,1610612756,100,113,L,-13,rnd1,6
2020-21,1610612763,MEM,42000141,2021-05-23,MEM,UTA,UTA,1610612762,112,109,W,3,rnd1,1
2020-21,1610612763,MEM,42000142,2021-05-26,MEM,UTA,UTA,1610612762,129,141,L,-12,rnd1,2
2020-21,1610612763,MEM,42000143,2021-05-29,UTA,MEM,UTA,1610612762,111,121,L,-10,rnd1,3
2020-21,1610612763,MEM,42000144,2021-05-31,UTA,MEM,UTA,1610612762,113,120,L,-7,rnd1,4
2020-21,1610612763,MEM,42000145,2021-06-02,MEM,UTA,UTA,1610612762,110,126,L,-16,rnd1,5
2020-21,1610612748,MIA,42000121,2021-05-22,MIA,MIL,MIL,1610612749,107,109,L,-2,rnd1,1
2020-21,1610612748,MIA,42000122,2021-05-24,MIA,MIL,MIL,1610612749,98,132,L,-34,rnd1,2
2020-21,1610612748,MIA,42000123,2021-05-27,MIL,MIA,MIL,1610612749,84,113,L,-29,rnd1,3
2020-21,1610612748,MIA,42000124,2021-05-29,MIL,MIA,MIL,1610612749,103,120,L,-17,rnd1,4
2020-21,1610612749,MIL,42000121,2021-05-22,MIA,MIL,MIA,1610612748,109,107,W,2,rnd1,1
2020-21,1610612749,MIL,42000122,2021-05-24,MIA,MIL,MIA,1610612748,132,98,W,34,rnd1,2
2020-21,1610612749,MIL,42000123,2021-05-27,MIL,MIA,MIA,1610612748,113,84,W,29,rnd1,3
2020-21,1610612749,MIL,42000124,2021-05-29,MIL,MIA,MIA,1610612748,120,103,W,17,rnd1,4
2020-21,1610612749,MIL,42000211,2021-06-05,MIL,BKN,BKN,1610612751,107,115,L,-8,sf,1
2020-21,1610612749,MIL,42000212,2021-06-07,MIL,BKN,BKN,1610612751,86,125,L,-39,sf,2
2020-21,1610612749,MIL,42000213,2021-06-10,BKN,MIL,BKN,1610612751,86,83,W,3,sf,3
2020-21,1610612749,MIL,42000214,2021-06-13,BKN,MIL,BKN,1610612751,107,96,W,11,sf,4
2020-21,1610612749,MIL,42000215,2021-06-15,MIL,BKN,BKN,1610612751,108,114,L,-6,sf,5
2020-21,1610612749,MIL,42000216,2021-06-17,BKN,MIL,BKN,1610612751,104,89,W,15,sf,6
2020-21,1610612749,MIL,42000217,2021-06-19,MIL,BKN,BKN,1610612751,115,111,W,4,sf,7
2020-21,1610612749,MIL,42000301,2021-06-23,ATL,MIL,ATL,1610612737,113,116,L,-3,conf,1
2020-21,1610612749,MIL,42000302,2021-06-25,ATL,MIL,ATL,1610612737,125,91,W,34,conf,2
2020-21,1610612749,MIL,42000303,2021-06-27,MIL,ATL,ATL,1610612737,113,102,W,11,conf,3
2020-21,1610612749,MIL,42000304,2021-06-29,MIL,ATL,ATL,1610612737,88,110,L,-22,conf,4
2020-21,1610612749,MIL,42000305,2021-07-01,ATL,MIL,ATL,1610612737,123,112,W,11,conf,5
2020-21,1610612749,MIL,42000306,2021-07-03,MIL,ATL,ATL,1610612737,118,107,W,11,conf,6
2020-21,1610612749,MIL,42000401,2021-07-06,MIL,PHX,PHX,1610612756,105,118,L,-13,finals,1
2020-21,1610612749,MIL,42000402,2021-07-08,MIL,PHX,PHX,1610612756,108,118,L,-10,finals,2
2020-21,1610612749,MIL,42000403,2021-07-11,PHX,MIL,PHX,1610612756,120,100,W,20,finals,3
2020-21,1610612749,MIL,42000404,2021-07-14,PHX,MIL,PHX,1610612756,109,103,W,6,finals,4
2020-21,1610612749,MIL,42000405,2021-07-17,MIL,PHX,PHX,1610612756,123,119,W,4,finals,5
2020-21,1610612749,MIL,42000406,2021-07-20,PHX,MIL,PHX,1610612756,105,98,W,7,finals,6
2020-21,1610612752,NYK,42000131,2021-05-23,ATL,NYK,ATL,1610612737,105,107,L,-2,rnd1,1
2020-21,1610612752,NYK,42000132,2021-05-26,ATL,NYK,ATL,1610612737,101,92,W,9,rnd1,2
2020-21,1610612752,NYK,42000133,2021-05-28,NYK,ATL,ATL,1610612737,94,105,L,-11,rnd1,3
2020-21,1610612752,NYK,42000134,2021-05-30,NYK,ATL,ATL,1610612737,96,113,L,-17,rnd1,4
2020-21,1610612752,NYK,42000135,2021-06-02,ATL,NYK,ATL,1610612737,89,103,L,-14,rnd1,5
2020-21,1610612755,PHI,42000101,2021-05-23,WAS,PHI,WAS,1610612764,125,118,W,7,rnd1,1
2020-21,1610612755,PHI,42000102,2021-05-26,WAS,PHI,WAS,1610612764,120,95,W,25,rnd1,2
2020-21,1610612755,PHI,42000103,2021-05-29,PHI,WAS,WAS,1610612764,132,103,W,29,rnd1,3
2020-21,1610612755,PHI,42000104,2021-05-31,PHI,WAS,WAS,1610612764,114,122,L,-8,rnd1,4
2020-21,1610612755,PHI,42000105,2021-06-02,WAS,PHI,WAS,1610612764,129,112,W,17,rnd1,5
2020-21,1610612755,PHI,42000201,2021-06-06,ATL,PHI,ATL,1610612737,124,128,L,-4,sf,1
2020-21,1610612755,PHI,42000202,2021-06-08,ATL,PHI,ATL,1610612737,118,102,W,16,sf,2
2020-21,1610612755,PHI,42000203,2021-06-11,PHI,ATL,ATL,1610612737,127,111,W,16,sf,3
2020-21,1610612755,PHI,42000204,2021-06-14,PHI,ATL,ATL,1610612737,100,103,L,-3,sf,4
2020-21,1610612755,PHI,42000205,2021-06-16,ATL,PHI,ATL,1610612737,106,109,L,-3,sf,5
2020-21,1610612755,PHI,42000206,2021-06-18,PHI,ATL,ATL,1610612737,104,99,W,5,sf,6
2020-21,1610612755,PHI,42000207,2021-06-20,ATL,PHI,ATL,1610612737,96,103,L,-7,sf,7
2020-21,1610612756,PHX,42000151,2021-05-23,LAL,PHX,LAL,1610612747,99,90,W,9,rnd1,1
2020-21,1610612756,PHX,42000152,2021-05-25,LAL,PHX,LAL,1610612747,102,109,L,-7,rnd1,2
2020-21,1610612756,PHX,42000153,2021-05-27,PHX,LAL,LAL,1610612747,95,109,L,-14,rnd1,3
2020-21,1610612756,PHX,42000154,2021-05-30,PHX,LAL,LAL,1610612747,100,92,W,8,rnd1,4
2020-21,1610612756,PHX,42000155,2021-06-01,LAL,PHX,LAL,1610612747,115,85,W,30,rnd1,5
2020-21,1610612756,PHX,42000156,2021-06-03,PHX,LAL,LAL,1610612747,113,100,W,13,rnd1,6
2020-21,1610612756,PHX,42000231,2021-06-07,DEN,PHX,DEN,1610612743,122,105,W,17,sf,1
2020-21,1610612756,PHX,42000232,2021-06-09,DEN,PHX,DEN,1610612743,123,98,W,25,sf,2
2020-21,1610612756,PHX,42000233,2021-06-11,PHX,DEN,DEN,1610612743,116,102,W,14,sf,3
2020-21,1610612756,PHX,42000234,2021-06-13,PHX,DEN,DEN,1610612743,125,118,W,7,sf,4
2020-21,1610612756,PHX,42000311,2021-06-20,LAC,PHX,LAC,1610612746,120,114,W,6,conf,1
2020-21,1610612756,PHX,42000312,2021-06-22,LAC,PHX,LAC,1610612746,104,103,W,1,conf,2
2020-21,1610612756,PHX,42000313,2021-06-24,PHX,LAC,LAC,1610612746,92,106,L,-14,conf,3
2020-21,1610612756,PHX,42000314,2021-06-26,PHX,LAC,LAC,1610612746,84,80,W,4,conf,4
2020-21,1610612756,PHX,42000315,2021-06-28,LAC,PHX,LAC,1610612746,102,116,L,-14,conf,5
2020-21,1610612756,PHX,42000316,2021-06-30,PHX,LAC,LAC,1610612746,130,103,W,27,conf,6
2020-21,1610612756,PHX,42000401,2021-07-06,MIL,PHX,MIL,1610612749,118,105,W,13,finals,1
2020-21,1610612756,PHX,42000402,2021-07-08,MIL,PHX,MIL,1610612749,118,108,W,10,finals,2
2020-21,1610612756,PHX,42000403,2021-07-11,PHX,MIL,MIL,1610612749,100,120,L,-20,finals,3
2020-21,1610612756,PHX,42000404,2021-07-14,PHX,MIL,MIL,1610612749,103,109,L,-6,finals,4
2020-21,1610612756,PHX,42000405,2021-07-17,MIL,PHX,MIL,1610612749,119,123,L,-4,finals,5
2020-21,1610612756,PHX,42000406,2021-07-20,PHX,MIL,MIL,1610612749,98,105,L,-7,finals,6
2020-21,1610612757,POR,42000161,2021-05-22,POR,DEN,DEN,1610612743,123,109,W,14,rnd1,1
2020-21,1610612757,POR,42000162,2021-05-24,POR,DEN,DEN,1610612743,109,128,L,-19,rnd1,2
2020-21,1610612757,POR,42000163,2021-05-27,DEN,POR,DEN,1610612743,115,120,L,-5,rnd1,3
2020-21,1610612757,POR,42000164,2021-05-29,DEN,POR,DEN,1610612743,115,95,W,20,rnd1,4
2020-21,1610612757,POR,42000165,2021-06-01,POR,DEN,DEN,1610612743,140,147,L,-7,rnd1,5
2020-21,1610612757,POR,42000166,2021-06-03,DEN,POR,DEN,1610612743,115,126,L,-11,rnd1,6
2020-21,1610612762,UTA,42000141,2021-05-23,MEM,UTA,MEM,1610612763,109,112,L,-3,rnd1,1
2020-21,1610612762,UTA,42000142,2021-05-26,MEM,UTA,MEM,1610612763,141,129,W,12,rnd1,2
2020-21,1610612762,UTA,42000143,2021-05-29,UTA,MEM,MEM,1610612763,121,111,W,10,rnd1,3
2020-21,1610612762,UTA,42000144,2021-05-31,UTA,MEM,MEM,1610612763,120,113,W,7,rnd1,4
2020-21,1610612762,UTA,42000145,2021-06-02,MEM,UTA,MEM,1610612763,126,110,W,16,rnd1,5
2020-21,1610612762,UTA,42000221,2021-06-08,LAC,UTA,LAC,1610612746,112,109,W,3,sf,1
2020-21,1610612762,UTA,42000222,2021-06-10,LAC,UTA,LAC,1610612746,117,111,W,6,sf,2
2020-21,1610612762,UTA,42000223,2021-06-12,UTA,LAC,LAC,1610612746,106,132,L,-26,sf,3
2020-21,1610612762,UTA,42000224,2021-06-14,UTA,LAC,LAC,1610612746,104,118,L,-14,sf,4
2020-21,1610612762,UTA,42000225,2021-06-16,LAC,UTA,LAC,1610612746,111,119,L,-8,sf,5
2020-21,1610612762,UTA,42000226,2021-06-18,UTA,LAC,LAC,1610612746,119,131,L,-12,sf,6
2020-21,1610612764,WAS,42000101,2021-05-23,WAS,PHI,PHI,1610612755,118,125,L,-7,rnd1,1
2020-21,1610612764,WAS,42000102,2021-05-26,WAS,PHI,PHI,1610612755,95,120,L,-25,rnd1,2
2020-21,1610612764,WAS,42000103,2021-05-29,PHI,WAS,PHI,1610612755,103,132,L,-29,rnd1,3
2020-21,1610612764,WAS,42000104,2021-05-31,PHI,WAS,PHI,1610612755,122,114,W,8,rnd1,4
2020-21,1610612764,WAS,42000105,2021-06-02,WAS,PHI,PHI,1610612755,112,129,L,-17,rnd1,5
