season,team_id,team,game_id,game_date,away_team,home_team,opponent_id,game_week,pf,opp_pf,wl,differential
2020-21,1610612737,ATL,22000015,2020-12-23,ATL,CHI,1610612741,1,124,104,W,20
2020-21,1610612737,ATL,22000021,2020-12-26,ATL,MEM,1610612763,2,122,112,W,10
2020-21,1610612737,ATL,22000041,2020-12-28,DET,ATL,1610612765,3,128,120,W,8
2020-21,1610612737,ATL,22000057,2020-12-30,ATL,BKN,1610612751,4,141,145,L,-4
2020-21,1610612737,ATL,22000072,2021-01-01,ATL,BKN,1610612751,5,114,96,W,18
2020-21,1610612737,ATL,22000083,2021-01-02,CLE,ATL,1610612739,6,91,96,L,-5
2020-21,1610612737,ATL,22000095,2021-01-04,NYK,ATL,1610612752,7,108,113,L,-5
2020-21,1610612737,ATL,22000110,2021-01-06,CHA,ATL,1610612766,8,94,102,L,-8
2020-21,1610612737,ATL,22000134,2021-01-09,ATL,CHA,1610612766,9,105,113,L,-8
2020-21,1610612737,ATL,22000153,2021-01-11,PHI,ATL,1610612755,10,112,94,W,18
2020-21,1610612737,ATL,22000186,2021-01-15,ATL,UTA,1610612762,11,92,116,L,-24
2020-21,1610612737,ATL,22000195,2021-01-16,ATL,POR,1610612757,12,106,112,L,-6
2020-21,1610612737,ATL,22000205,2021-01-18,MIN,ATL,1610612750,13,108,97,W,11
2020-21,1610612737,ATL,22000219,2021-01-20,DET,ATL,1610612765,14,123,115,W,8
2020-21,1610612737,ATL,22000236,2021-01-22,ATL,MIN,1610612750,15,116,98,W,18
2020-21,1610612737,ATL,22000254,2021-01-24,ATL,MIL,1610612749,16,115,129,L,-14
2020-21,1610612737,ATL,22000268,2021-01-26,LAC,ATL,1610612746,17,108,99,W,9
2020-21,1610612737,ATL,22000274,2021-01-27,BKN,ATL,1610612751,18,128,132,L,-4
2020-21,1610612737,ATL,22000290,2021-01-29,ATL,WAS,1610612764,19,116,100,W,16
2020-21,1610612737,ATL,22000313,2021-02-01,LAL,ATL,1610612747,20,99,107,L,-8
2020-21,1610612737,ATL,22000330,2021-02-03,DAL,ATL,1610612742,21,116,122,L,-6
2020-21,1610612737,ATL,22000338,2021-02-04,UTA,ATL,1610612762,22,91,112,L,-21
2020-21,1610612737,ATL,22000356,2021-02-06,TOR,ATL,1610612761,23,132,121,W,11
2020-21,1610612737,ATL,22000384,2021-02-10,ATL,DAL,1610612742,24,117,118,L,-1
2020-21,1610612737,ATL,22000397,2021-02-12,SAS,ATL,1610612759,25,114,125,L,-11
2020-21,1610612737,ATL,22000407,2021-02-13,IND,ATL,1610612754,26,113,125,L,-12
2020-21,1610612737,ATL,22000422,2021-02-15,ATL,NYK,1610612752,27,112,123,L,-11
2020-21,1610612737,ATL,22000438,2021-02-17,ATL,BOS,1610612738,28,122,114,W,8
2020-21,1610612737,ATL,22000451,2021-02-19,ATL,BOS,1610612738,29,109,121,L,-12
2020-21,1610612737,ATL,22000470,2021-02-21,DEN,ATL,1610612743,30,123,115,W,8
2020-21,1610612737,ATL,22000480,2021-02-23,ATL,CLE,1610612739,31,111,112,L,-1
2020-21,1610612737,ATL,22000490,2021-02-24,BOS,ATL,1610612738,32,127,112,W,15
2020-21,1610612737,ATL,22000510,2021-02-26,ATL,OKC,1610612760,33,109,118,L,-9
2020-21,1610612737,ATL,22000522,2021-02-28,ATL,MIA,1610612748,34,99,109,L,-10
2020-21,1610612737,ATL,22000538,2021-03-02,ATL,MIA,1610612748,35,94,80,W,14
2020-21,1610612737,ATL,22000544,2021-03-03,ATL,ORL,1610612753,36,115,112,W,3
2020-21,1610612737,ATL,22000570,2021-03-11,ATL,TOR,1610612761,37,121,120,W,1
2020-21,1610612737,ATL,22000590,2021-03-13,SAC,ATL,1610612758,38,121,106,W,15
2020-21,1610612737,ATL,22000597,2021-03-14,CLE,ATL,1610612739,39,100,82,W,18
2020-21,1610612737,ATL,22000613,2021-03-16,ATL,HOU,1610612745,40,119,107,W,12
2020-21,1610612737,ATL,22000626,2021-03-18,OKC,ATL,1610612760,41,116,93,W,23
2020-21,1610612737,ATL,22000640,2021-03-20,ATL,LAL,1610612747,42,99,94,W,5
2020-21,1610612737,ATL,22000660,2021-03-22,ATL,LAC,1610612746,43,110,119,L,-9
2020-21,1610612737,ATL,22000677,2021-03-24,ATL,SAC,1610612758,44,108,110,L,-2
2020-21,1610612737,ATL,22000692,2021-03-26,ATL,GSW,1610612744,45,124,108,W,16
2020-21,1610612737,ATL,22000705,2021-03-28,ATL,DEN,1610612743,46,102,126,L,-24
2020-21,1610612737,ATL,22000171,2021-03-30,ATL,PHX,1610612756,47,110,117,L,-7
2020-21,1610612737,ATL,22000735,2021-04-01,ATL,SAS,1610612759,48,134,129,W,5
2020-21,1610612737,ATL,22000742,2021-04-02,ATL,NOP,1610612740,49,126,103,W,23
2020-21,1610612737,ATL,22000759,2021-04-04,GSW,ATL,1610612744,50,117,111,W,6
2020-21,1610612737,ATL,22000770,2021-04-06,NOP,ATL,1610612740,51,123,107,W,16
2020-21,1610612737,ATL,22000780,2021-04-07,MEM,ATL,1610612763,52,113,131,L,-18
2020-21,1610612737,ATL,22000791,2021-04-09,CHI,ATL,1610612741,53,120,108,W,12
2020-21,1610612737,ATL,22000805,2021-04-11,ATL,CHA,1610612766,54,105,101,W,4
2020-21,1610612737,ATL,22000824,2021-04-13,ATL,TOR,1610612761,55,108,103,W,5
2020-21,1610612737,ATL,22000840,2021-04-15,MIL,ATL,1610612749,56,109,120,L,-11
2020-21,1610612737,ATL,22000861,2021-04-18,IND,ATL,1610612754,57,129,117,W,12
2020-21,1610612737,ATL,22000876,2021-04-20,ORL,ATL,1610612753,58,112,96,W,16
2020-21,1610612737,ATL,22000886,2021-04-21,ATL,NYK,1610612752,59,127,137,L,-10
2020-21,1610612737,ATL,22000898,2021-04-23,MIA,ATL,1610612748,60,118,103,W,15
2020-21,1610612737,ATL,22000913,2021-04-25,MIL,ATL,1610612749,61,111,104,W,7
2020-21,1610612737,ATL,22000916,2021-04-26,ATL,DET,1610612765,62,86,100,L,-14
2020-21,1610612737,ATL,22000934,2021-04-28,ATL,PHI,1610612755,63,83,127,L,-44
2020-21,1610612737,ATL,22000949,2021-04-30,ATL,PHI,1610612755,64,104,126,L,-22
2020-21,1610612737,ATL,22000959,2021-05-01,CHI,ATL,1610612741,65,108,97,W,11
2020-21,1610612737,ATL,22000978,2021-05-03,POR,ATL,1610612757,66,123,114,W,9
2020-21,1610612737,ATL,22000992,2021-05-05,PHX,ATL,1610612756,67,135,103,W,32
2020-21,1610612737,ATL,22001000,2021-05-06,ATL,IND,1610612754,68,126,133,L,-7
2020-21,1610612737,ATL,22001026,2021-05-10,WAS,ATL,1610612764,69,125,124,W,1
2020-21,1610612737,ATL,22001042,2021-05-12,WAS,ATL,1610612764,70,120,116,W,4
2020-21,1610612737,ATL,22001049,2021-05-13,ORL,ATL,1610612753,71,116,93,W,23
2020-21,1610612737,ATL,22001066,2021-05-16,HOU,ATL,1610612745,72,124,95,W,29
2020-21,1610612751,BKN,22000001,2020-12-22,GSW,BKN,1610612744,1,125,99,W,26
2020-21,1610612751,BKN,22000007,2020-12-25,BKN,BOS,1610612738,2,123,95,W,28
2020-21,1610612751,BKN,22000032,2020-12-27,BKN,CHA,1610612766,3,104,106,L,-2
2020-21,1610612751,BKN,22000042,2020-12-28,MEM,BKN,1610612763,4,111,116,L,-5
2020-21,1610612751,BKN,22000057,2020-12-30,ATL,BKN,1610612737,5,145,141,W,4
2020-21,1610612751,BKN,22000072,2021-01-01,ATL,BKN,1610612737,6,96,114,L,-18
2020-21,1610612751,BKN,22000086,2021-01-03,WAS,BKN,1610612764,7,122,123,L,-1
2020-21,1610612751,BKN,22000102,2021-01-05,UTA,BKN,1610612762,8,130,96,W,34
2020-21,1610612751,BKN,22000118,2021-01-07,PHI,BKN,1610612755,9,122,109,W,13
