GAME_ID,GAME_DATE,TEAM,OPPONENT,HOME/AWAY,GAME_WEEK
22000015,2020-12-23,ATL,CHI,AWAY,1
22000015,2020-12-23,ATL,CHI,AWAY,2
22000021,2020-12-26,ATL,MEM,AWAY,3
22000021,2020-12-26,ATL,MEM,AWAY,4
22000041,2020-12-28,ATL,DET,HOME,5
22000041,2020-12-28,ATL,DET,HOME,6
22000057,2020-12-30,ATL,BKN,AWAY,7
22000057,2020-12-30,ATL,BKN,AWAY,8
22000072,2021-01-01,ATL,BKN,AWAY,9
22000072,2021-01-01,ATL,BKN,AWAY,10
22000083,2021-01-02,ATL,CLE,HOME,11
22000083,2021-01-02,ATL,CLE,HOME,12
22000095,2021-01-04,ATL,NYK,HOME,13
22000095,2021-01-04,ATL,NYK,HOME,14
22000110,2021-01-06,ATL,CHA,HOME,15
22000110,2021-01-06,ATL,CHA,HOME,16
22000134,2021-01-09,ATL,CHA,AWAY,17
22000134,2021-01-09,ATL,CHA,AWAY,18
22000153,2021-01-11,ATL,PHI,HOME,19
22000153,2021-01-11,ATL,PHI,HOME,20
22000186,2021-01-15,ATL,UTA,AWAY,21
22000186,2021-01-15,ATL,UTA,AWAY,22
22000195,2021-01-16,ATL,POR,AWAY,23
22000195,2021-01-16,ATL,POR,AWAY,24
22000205,2021-01-18,ATL,MIN,HOME,25
22000205,2021-01-18,ATL,MIN,HOME,26
22000219,2021-01-20,ATL,DET,HOME,27
22000219,2021-01-20,ATL,DET,HOME,28
22000236,2021-01-22,ATL,MIN,AWAY,29
22000236,2021-01-22,ATL,MIN,AWAY,30
22000254,2021-01-24,ATL,MIL,AWAY,31
22000254,2021-01-24,ATL,MIL,AWAY,32
22000268,2021-01-26,ATL,LAC,HOME,33
22000268,2021-01-26,ATL,LAC,HOME,34
22000274,2021-01-27,ATL,BKN,HOME,35
22000274,2021-01-27,ATL,BKN,HOME,36
22000290,2021-01-29,ATL,WAS,AWAY,37
22000290,2021-01-29,ATL,WAS,AWAY,38
22000313,2021-02-01,ATL,LAL,HOME,39
22000313,2021-02-01,ATL,LAL,HOME,40
22000330,2021-02-03,ATL,DAL,HOME,41
22000330,2021-02-03,ATL,DAL,HOME,42
22000338,2021-02-04,ATL,UTA,HOME,43
22000338,2021-02-04,ATL,UTA,HOME,44
22000356,2021-02-06,ATL,TOR,HOME,45
22000356,2021-02-06,ATL,TOR,HOME,46
22000384,2021-02-10,ATL,DAL,AWAY,47
22000384,2021-02-10,ATL,DAL,AWAY,48
22000397,2021-02-12,ATL,SAS,HOME,49
22000397,2021-02-12,ATL,SAS,HOME,50
22000407,2021-02-13,ATL,IND,HOME,51
22000407,2021-02-13,ATL,IND,HOME,52
22000422,2021-02-15,ATL,NYK,AWAY,53
22000422,2021-02-15,ATL,NYK,AWAY,54
22000438,2021-02-17,ATL,BOS,AWAY,55
22000438,2021-02-17,ATL,BOS,AWAY,56
22000451,2021-02-19,ATL,BOS,AWAY,57
22000451,2021-02-19,ATL,BOS,AWAY,58
22000470,2021-02-21,ATL,DEN,HOME,59
22000470,2021-02-21,ATL,DEN,HOME,60
22000480,2021-02-23,ATL,CLE,AWAY,61
22000480,2021-02-23,ATL,CLE,AWAY,62
22000490,2021-02-24,ATL,BOS,HOME,63
22000490,2021-02-24,ATL,BOS,HOME,64
22000510,2021-02-26,ATL,OKC,AWAY,65
22000510,2021-02-26,ATL,OKC,AWAY,66
22000522,2021-02-28,ATL,MIA,AWAY,67
22000522,2021-02-28,ATL,MIA,AWAY,68
22000538,2021-03-02,ATL,MIA,AWAY,69
22000538,2021-03-02,ATL,MIA,AWAY,70
22000544,2021-03-03,ATL,ORL,AWAY,71
22000544,2021-03-03,ATL,ORL,AWAY,72
22000570,2021-03-11,ATL,TOR,AWAY,73
22000570,2021-03-11,ATL,TOR,AWAY,74
22000590,2021-03-13,ATL,SAC,HOME,75
22000590,2021-03-13,ATL,SAC,HOME,76
22000597,2021-03-14,ATL,CLE,HOME,77
22000597,2021-03-14,ATL,CLE,HOME,78
22000613,2021-03-16,ATL,HOU,AWAY,79
22000613,2021-03-16,ATL,HOU,AWAY,80
22000626,2021-03-18,ATL,OKC,HOME,81
22000626,2021-03-18,ATL,OKC,HOME,82
22000640,2021-03-20,ATL,LAL,AWAY,83
22000640,2021-03-20,ATL,LAL,AWAY,84
22000660,2021-03-22,ATL,LAC,AWAY,85
22000660,2021-03-22,ATL,LAC,AWAY,86
22000677,2021-03-24,ATL,SAC,AWAY,87
22000677,2021-03-24,ATL,SAC,AWAY,88
22000692,2021-03-26,ATL,GSW,AWAY,89
22000692,2021-03-26,ATL,GSW,AWAY,90
22000705,2021-03-28,ATL,DEN,AWAY,91
22000705,2021-03-28,ATL,DEN,AWAY,92
22000171,2021-03-30,ATL,PHX,AWAY,93
22000171,2021-03-30,ATL,PHX,AWAY,94
22000735,2021-04-01,ATL,SAS,AWAY,95
22000735,2021-04-01,ATL,SAS,AWAY,96
22000742,2021-04-02,ATL,NOP,AWAY,97
22000742,2021-04-02,ATL,NOP,AWAY,98
22000759,2021-04-04,ATL,GSW,HOME,99
22000759,2021-04-04,ATL,GSW,HOME,100
22000770,2021-04-06,ATL,NOP,HOME,101
22000770,2021-04-06,ATL,NOP,HOME,102
22000780,2021-04-07,ATL,MEM,HOME,103
22000780,2021-04-07,ATL,MEM,HOME,104
22000791,2021-04-09,ATL,CHI,HOME,105
22000791,2021-04-09,ATL,CHI,HOME,106
22000805,2021-04-11,ATL,CHA,AWAY,107
22000805,2021-04-11,ATL,CHA,AWAY,108
22000824,2021-04-13,ATL,TOR,AWAY,109
22000824,2021-04-13,ATL,TOR,AWAY,110
22000840,2021-04-15,ATL,MIL,HOME,111
22000840,2021-04-15,ATL,MIL,HOME,112
22000861,2021-04-18,ATL,IND,HOME,113
22000861,2021-04-18,ATL,IND,HOME,114
22000876,2021-04-20,ATL,ORL,HOME,115
22000876,2021-04-20,ATL,ORL,HOME,116
22000886,2021-04-21,ATL,NYK,AWAY,117
22000886,2021-04-21,ATL,NYK,AWAY,118
22000898,2021-04-23,ATL,MIA,HOME,119
22000898,2021-04-23,ATL,MIA,HOME,120
22000913,2021-04-25,ATL,MIL,HOME,121
22000913,2021-04-25,ATL,MIL,HOME,122
22000916,2021-04-26,ATL,DET,AWAY,123
22000916,2021-04-26,ATL,DET,AWAY,124
22000934,2021-04-28,ATL,PHI,AWAY,125
22000934,2021-04-28,ATL,PHI,AWAY,126
22000949,2021-04-30,ATL,PHI,AWAY,127
22000949,2021-04-30,ATL,PHI,AWAY,128
22000959,2021-05-01,ATL,CHI,HOME,129
22000959,2021-05-01,ATL,CHI,HOME,130
22000978,2021-05-03,ATL,POR,HOME,131
22000978,2021-05-03,ATL,POR,HOME,132
22000992,2021-05-05,ATL,PHX,HOME,133
22000992,2021-05-05,ATL,PHX,HOME,134
22001000,2021-05-06,ATL,IND,AWAY,135
22001000,2021-05-06,ATL,IND,AWAY,136
22001026,2021-05-10,ATL,WAS,HOME,137
22001026,2021-05-10,ATL,WAS,HOME,138
22001042,2021-05-12,ATL,WAS,HOME,139
22001042,2021-05-12,ATL,WAS,HOME,140
22001049,2021-05-13,ATL,ORL,HOME,141
22001049,2021-05-13,ATL,ORL,HOME,142
22001066,2021-05-16,ATL,HOU,HOME,143
22001066,2021-05-16,ATL,HOU,HOME,144
22000001,2020-12-22,BKN,GSW,HOME,1
22000001,2020-12-22,BKN,GSW,HOME,2
22000007,2020-12-25,BKN,BOS,AWAY,3
22000007,2020-12-25,BKN,BOS,AWAY,4
22000032,2020-12-27,BKN,CHA,AWAY,5
22000032,2020-12-27,BKN,CHA,AWAY,6
22000042,2020-12-28,BKN,MEM,HOME,7
22000042,2020-12-28,BKN,MEM,HOME,8
22000057,2020-12-30,BKN,ATL,HOME,9
22000057,2020-12-30,BKN,ATL,HOME,10
22000072,2021-01-01,BKN,ATL,HOME,11
22000072,2021-01-01,BKN,ATL,HOME,12
22000086,2021-01-03,BKN,WAS,HOME,13
22000086,2021-01-03,BKN,WAS,HOME,14
22000102,2021-01-05,BKN,UTA,HOME,15
22000102,2021-01-05,BKN,UTA,HOME,16
22000118,2021-01-07,BKN,PHI,HOME,17
22000118,2021-01-07,BKN,PHI,HOME,18
22000128,2021-01-08,BKN,MEM,AWAY,19
22000128,2021-01-08,BKN,MEM,AWAY,20
22000143,2021-01-10,BKN,OKC,HOME,21
22000143,2021-01-10,BKN,OKC,HOME,22
22000158,2021-01-12,BKN,DEN,HOME,23
22000158,2021-01-12,BKN,DEN,HOME,24
22000168,2021-01-13,BKN,NYK,AWAY,25
22000168,2021-01-13,BKN,NYK,AWAY,26
22000190,2021-01-16,BKN,ORL,HOME,27
22000190,2021-01-16,BKN,ORL,HOME,28
22000209,2021-01-18,BKN,MIL,HOME,29
22000209,2021-01-18,BKN,MIL,HOME,30
22000216,2021-01-20,BKN,CLE,AWAY,31
22000216,2021-01-20,BKN,CLE,AWAY,32
22000232,2021-01-22,BKN,CLE,AWAY,33
22000232,2021-01-22,BKN,CLE,AWAY,34
22000244,2021-01-23,BKN,MIA,HOME,35
22000244,2021-01-23,BKN,MIA,HOME,36
22000260,2021-01-25,BKN,MIA,HOME,37
22000260,2021-01-25,BKN,MIA,HOME,38
22000274,2021-01-27,BKN,ATL,AWAY,39
22000274,2021-01-27,BKN,ATL,AWAY,40
22000295,2021-01-29,BKN,OKC,AWAY,41
22000295,2021-01-29,BKN,OKC,AWAY,42
22000310,2021-01-31,BKN,WAS,AWAY,43
22000310,2021-01-31,BKN,WAS,AWAY,44
22000324,2021-02-02,BKN,LAC,HOME,45
22000324,2021-02-02,BKN,LAC,HOME,46
22000345,2021-02-05,BKN,TOR,HOME,47
22000345,2021-02-05,BKN,TOR,HOME,48
22000354,2021-02-06,BKN,PHI,AWAY,49
22000354,2021-02-06,BKN,PHI,AWAY,50
22000375,2021-02-09,BKN,DET,AWAY,51
22000375,2021-02-09,BKN,DET,AWAY,52
22000383,2021-02-10,BKN,IND,HOME,53
22000383,2021-02-10,BKN,IND,HOME,54
22000409,2021-02-13,BKN,GSW,AWAY,55
22000409,2021-02-13,BKN,GSW,AWAY,56
22000426,2021-02-15,BKN,SAC,AWAY,57
22000426,2021-02-15,BKN,SAC,AWAY,58
22000433,2021-02-16,BKN,PHX,AWAY,59
22000433,2021-02-16,BKN,PHX,AWAY,60
22000446,2021-02-18,BKN,LAL,AWAY,61
22000446,2021-02-18,BKN,LAL,AWAY,62
22000472,2021-02-21,BKN,LAC,AWAY,63
22000472,2021-02-21,BKN,LAC,AWAY,64
22000482,2021-02-23,BKN,SAC,HOME,65
22000482,2021-02-23,BKN,SAC,HOME,66
22000499,2021-02-25,BKN,ORL,HOME,67
