GAME_ID,GAME_DATE,TEAM,OPPONENT,HOME/AWAY,ROUND,GAME_NO_IN_SERIES
42000131,2021-05-23,ATL,NYK,AWAY,RND1,1
42000131,2021-05-23,ATL,NYK,AWAY,RND1,2
42000132,2021-05-26,ATL,NYK,AWAY,RND1,3
42000132,2021-05-26,ATL,NYK,AWAY,RND1,4
42000133,2021-05-28,ATL,NYK,HOME,RND1,5
42000133,2021-05-28,ATL,NYK,HOME,RND1,6
42000134,2021-05-30,ATL,NYK,HOME,RND1,7
42000134,2021-05-30,ATL,NYK,HOME,RND1,8
42000135,2021-06-02,ATL,NYK,AWAY,RND1,9
42000135,2021-06-02,ATL,NYK,AWAY,RND1,10
42000201,2021-06-06,ATL,PHI,AWAY,SF,1
42000201,2021-06-06,ATL,PHI,AWAY,SF,2
42000202,2021-06-08,ATL,PHI,AWAY,SF,3
42000202,2021-06-08,ATL,PHI,AWAY,SF,4
42000203,2021-06-11,ATL,PHI,HOME,SF,5
42000203,2021-06-11,ATL,PHI,HOME,SF,6
42000204,2021-06-14,ATL,PHI,HOME,SF,7
42000204,2021-06-14,ATL,PHI,HOME,SF,8
42000205,2021-06-16,ATL,PHI,AWAY,SF,9
42000205,2021-06-16,ATL,PHI,AWAY,SF,10
42000206,2021-06-18,ATL,PHI,HOME,SF,11
42000206,2021-06-18,ATL,PHI,HOME,SF,12
42000207,2021-06-20,ATL,PHI,AWAY,SF,13
42000207,2021-06-20,ATL,PHI,AWAY,SF,14
42000301,2021-06-23,ATL,MIL,AWAY,CONF,1
42000301,2021-06-23,ATL,MIL,AWAY,CONF,2
42000302,2021-06-25,ATL,MIL,AWAY,CONF,3
42000302,2021-06-25,ATL,MIL,AWAY,CONF,4
42000303,2021-06-27,ATL,MIL,HOME,CONF,5
42000303,2021-06-27,ATL,MIL,HOME,CONF,6
42000304,2021-06-29,ATL,MIL,HOME,CONF,7
42000304,2021-06-29,ATL,MIL,HOME,CONF,8
42000305,2021-07-01,ATL,MIL,AWAY,CONF,9
42000305,2021-07-01,ATL,MIL,AWAY,CONF,10
42000306,2021-07-03,ATL,MIL,HOME,CONF,11
42000306,2021-07-03,ATL,MIL,HOME,CONF,12
42000111,2021-05-22,BKN,BOS,HOME,RND1,1
42000111,2021-05-22,BKN,BOS,HOME,RND1,2
42000112,2021-05-25,BKN,BOS,HOME,RND1,3
42000112,2021-05-25,BKN,BOS,HOME,RND1,4
42000113,2021-05-28,BKN,BOS,AWAY,RND1,5
42000113,2021-05-28,BKN,BOS,AWAY,RND1,6
42000114,2021-05-30,BKN,BOS,AWAY,RND1,7
42000114,2021-05-30,BKN,BOS,AWAY,RND1,8
42000115,2021-06-01,BKN,BOS,HOME,RND1,9
42000115,2021-06-01,BKN,BOS,HOME,RND1,10
42000211,2021-06-05,BKN,MIL,HOME,SF,1
42000211,2021-06-05,BKN,MIL,HOME,SF,2
42000212,2021-06-07,BKN,MIL,HOME,SF,3
42000212,2021-06-07,BKN,MIL,HOME,SF,4
42000213,2021-06-10,BKN,MIL,AWAY,SF,5
42000213,2021-06-10,BKN,MIL,AWAY,SF,6
42000214,2021-06-13,BKN,MIL,AWAY,SF,7
42000214,2021-06-13,BKN,MIL,AWAY,SF,8
42000215,2021-06-15,BKN,MIL,HOME,SF,9
42000215,2021-06-15,BKN,MIL,HOME,SF,10
42000216,2021-06-17,BKN,MIL,AWAY,SF,11
42000216,2021-06-17,BKN,MIL,AWAY,SF,12
42000217,2021-06-19,BKN,MIL,HOME,SF,13
42000217,2021-06-19,BKN,MIL,HOME,SF,14
42000111,2021-05-22,BOS,BKN,AWAY,RND1,1
42000111,2021-05-22,BOS,BKN,AWAY,RND1,2
42000112,2021-05-25,BOS,BKN,AWAY,RND1,3
42000112,2021-05-25,BOS,BKN,AWAY,RND1,4
42000113,2021-05-28,BOS,BKN,HOME,RND1,5
42000113,2021-05-28,BOS,BKN,HOME,RND1,6
42000114,2021-05-30,BOS,BKN,HOME,RND1,7
42000114,2021-05-30,BOS,BKN,HOME,RND1,8
42000115,2021-06-01,BOS,BKN,AWAY,RND1,9
42000115,2021-06-01,BOS,BKN,AWAY,RND1,10
42000171,2021-05-22,DAL,LAC,AWAY,RND1,1
42000171,2021-05-22,DAL,LAC,AWAY,RND1,2
42000172,2021-05-25,DAL,LAC,AWAY,RND1,3
42000172,2021-05-25,DAL,LAC,AWAY,RND1,4
42000173,2021-05-28,DAL,LAC,HOME,RND1,5
42000173,2021-05-28,DAL,LAC,HOME,RND1,6
42000174,2021-05-30,DAL,LAC,HOME,RND1,7
42000174,2021-05-30,DAL,LAC,HOME,RND1,8
42000175,2021-06-02,DAL,LAC,AWAY,RND1,9
42000175,2021-06-02,DAL,LAC,AWAY,RND1,10
42000176,2021-06-04,DAL,LAC,HOME,RND1,11
42000176,2021-06-04,DAL,LAC,HOME,RND1,12
42000177,2021-06-06,DAL,LAC,AWAY,RND1,13
42000177,2021-06-06,DAL,LAC,AWAY,RND1,14
42000161,2021-05-22,DEN,POR,HOME,RND1,1
42000161,2021-05-22,DEN,POR,HOME,RND1,2
42000162,2021-05-24,DEN,POR,HOME,RND1,3
42000162,2021-05-24,DEN,POR,HOME,RND1,4
42000163,2021-05-27,DEN,POR,AWAY,RND1,5
42000163,2021-05-27,DEN,POR,AWAY,RND1,6
42000164,2021-05-29,DEN,POR,AWAY,RND1,7
42000164,2021-05-29,DEN,POR,AWAY,RND1,8
42000165,2021-06-01,DEN,POR,HOME,RND1,9
42000165,2021-06-01,DEN,POR,HOME,RND1,10
42000166,2021-06-03,DEN,POR,AWAY,RND1,11
42000166,2021-06-03,DEN,POR,AWAY,RND1,12
42000231,2021-06-07,DEN,PHX,AWAY,SF,1
42000231,2021-06-07,DEN,PHX,AWAY,SF,2
42000232,2021-06-09,DEN,PHX,AWAY,SF,3
42000232,2021-06-09,DEN,PHX,AWAY,SF,4
42000233,2021-06-11,DEN,PHX,HOME,SF,5
42000233,2021-06-11,DEN,PHX,HOME,SF,6
42000234,2021-06-13,DEN,PHX,HOME,SF,7
42000234,2021-06-13,DEN,PHX,HOME,SF,8
42000171,2021-05-22,LAC,DAL,HOME,RND1,1
42000171,2021-05-22,LAC,DAL,HOME,RND1,2
42000172,2021-05-25,LAC,DAL,HOME,RND1,3
42000172,2021-05-25,LAC,DAL,HOME,RND1,4
42000173,2021-05-28,LAC,DAL,AWAY,RND1,5
42000173,2021-05-28,LAC,DAL,AWAY,RND1,6
42000174,2021-05-30,LAC,DAL,AWAY,RND1,7
42000174,2021-05-30,LAC,DAL,AWAY,RND1,8
42000175,2021-06-02,LAC,DAL,HOME,RND1,9
42000175,2021-06-02,LAC,DAL,HOME,RND1,10
42000176,2021-06-04,LAC,DAL,AWAY,RND1,11
42000176,2021-06-04,LAC,DAL,AWAY,RND1,12
42000177,2021-06-06,LAC,DAL,HOME,RND1,13
42000177,2021-06-06,LAC,DAL,HOME,RND1,14
42000221,2021-06-08,LAC,UTA,AWAY,SF,1
42000221,2021-06-08,LAC,UTA,AWAY,SF,2
42000222,2021-06-10,LAC,UTA,AWAY,SF,3
42000222,2021-06-10,LAC,UTA,AWAY,SF,4
42000223,2021-06-12,LAC,UTA,HOME,SF,5
42000223,2021-06-12,LAC,UTA,HOME,SF,6
42000224,2021-06-14,LAC,UTA,HOME,SF,7
42000224,2021-06-14,LAC,UTA,HOME,SF,8
42000225,2021-06-16,LAC,UTA,AWAY,SF,9
42000225,2021-06-16,LAC,UTA,AWAY,SF,10
42000226,2021-06-18,LAC,UTA,HOME,SF,11
42000226,2021-06-18,LAC,UTA,HOME,SF,12
