player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1629634,Brandon Clarke,Brandon,1610612763,MEM,25.0,12,6,6,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,49,58,162,69,38,1,2,11,1,11,13,4,70,10,58,17,6,2,42,MEM
1629001,De'Anthony Melton,De'Anthony,1610612763,MEM,24.0,10,4,6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,74,87,162,108,15,1,2,11,1,11,13,4,70,10,34,17,6,2,42,MEM
1630217,Desmond Bane,Desmond,1610612763,MEM,24.0,12,6,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,49,58,162,69,55,1,2,11,1,11,13,4,38,10,58,17,6,2,42,MEM
1628415,Dillon Brooks,Dillon,1610612763,MEM,26.0,11,6,5,0.545,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,72,58,139,59,5,1,2,11,1,11,13,4,70,10,34,17,6,2,42,MEM
1629630,Ja Morant,Ja,1610612763,MEM,22.0,9,5,4,0.556,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,80,78,52,54,15,1,2,11,1,11,13,4,101,10,58,17,6,2,42,MEM
1628991,Jaren Jackson Jr.,Jaren,1610612763,MEM,22.0,12,6,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.1,0.0,0.0,0.2,49,58,162,69,55,1,2,11,1,11,13,4,12,10,15,8,6,2,9,MEM
1629633,Jarrett Culver,Jarrett,1610612763,MEM,23.0,3,2,1,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,188,102,4,16,55,1,2,11,1,11,13,4,38,10,58,17,6,2,42,MEM
1629723,John Konchar,John,1610612763,MEM,26.0,8,5,3,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,78,34,26,55,1,2,11,1,11,13,4,126,10,58,17,6,2,42,MEM
203937,Kyle Anderson,Kyle,1610612763,MEM,28.0,12,6,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.1,0.0,49,58,162,69,55,1,2,11,1,11,7,4,70,10,34,17,6,1,42,MEM
203500,Steven Adams,Steven,1610612763,MEM,28.0,7,2,5,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,102,139,151,55,1,2,11,1,11,13,4,126,10,58,17,6,2,42,MEM
1626145,Tyus Jones,Tyus,1610612763,MEM,26.0,12,6,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,49,58,162,69,55,1,2,11,1,11,13,4,101,10,58,17,6,2,42,MEM
1630214,Xavier Tillman,Xavier,1610612763,MEM,23.0,9,6,3,0.667,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.1,80,58,34,16,15,1,2,3,1,11,13,4,38,5,34,17,6,2,20,MEM
1630533,Ziaire Williams,Ziaire,1610612763,MEM,20.0,10,5,5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,74,78,139,69,55,1,2,11,1,11,13,4,101,10,58,17,6,2,42,MEM
