SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
22021,1610612743,DEN,Denver Nuggets,Postup,Offensive,1.0,82,0.08,1.083,0.583,0.146,0.136,0.121,0.04,0.537,0.583,719,779,317,544,227
22021,1610612755,PHI,Philadelphia 76ers,Postup,Offensive,0.862,82,0.084,1.018,0.492,0.229,0.113,0.196,0.041,0.516,0.492,734,747,251,510,259
22021,1610612749,MIL,Milwaukee Bucks,Postup,Offensive,0.517,82,0.069,0.953,0.508,0.129,0.137,0.11,0.03,0.479,0.508,637,607,247,486,239
22021,1610612747,LAL,Los Angeles Lakers,Postup,Offensive,0.724,82,0.065,0.987,0.5,0.152,0.109,0.122,0.037,0.497,0.5,598,590,232,464,232
22021,1610612739,CLE,Cleveland Cavaliers,Postup,Offensive,0.69,82,0.059,0.981,0.503,0.177,0.131,0.129,0.025,0.505,0.503,521,511,188,374,186
22021,1610612740,NOP,New Orleans Pelicans,Postup,Offensive,0.448,82,0.056,0.935,0.503,0.156,0.165,0.142,0.026,0.478,0.503,508,475,180,358,178
22021,1610612742,DAL,Dallas Mavericks,Postup,Offensive,0.586,82,0.053,0.956,0.478,0.168,0.116,0.14,0.033,0.489,0.478,458,438,164,343,179
22021,1610612741,CHI,Chicago Bulls,Postup,Offensive,0.552,82,0.049,0.954,0.488,0.122,0.117,0.113,0.03,0.476,0.488,435,415,168,344,176
22021,1610612748,MIA,Miami Heat,Postup,Offensive,0.655,82,0.049,0.96,0.471,0.175,0.103,0.163,0.042,0.483,0.471,429,412,154,327,173
22021,1610612746,LAC,LA Clippers,Postup,Offensive,0.793,82,0.046,0.998,0.516,0.13,0.123,0.11,0.027,0.502,0.516,408,407,163,316,153
22021,1610612738,BOS,Boston Celtics,Postup,Offensive,0.897,82,0.042,1.021,0.51,0.174,0.111,0.145,0.039,0.511,0.51,380,388,146,286,140
22021,1610612751,BKN,Brooklyn Nets,Postup,Offensive,0.931,82,0.04,1.022,0.505,0.169,0.123,0.142,0.041,0.501,0.505,367,375,139,275,136
22021,1610612764,WAS,Washington Wizards,Postup,Offensive,0.966,82,0.04,1.048,0.516,0.235,0.104,0.216,0.059,0.532,0.516,357,374,132,256,124
22021,1610612756,PHX,Phoenix Suns,Postup,Offensive,0.828,82,0.041,1.0,0.543,0.13,0.135,0.095,0.027,0.511,0.543,370,370,153,282,129
22021,1610612761,TOR,Toronto Raptors,Postup,Offensive,0.241,82,0.045,0.9,0.483,0.137,0.137,0.122,0.041,0.461,0.483,410,369,152,315,163
22021,1610612745,HOU,Houston Rockets,Postup,Offensive,0.621,82,0.04,0.957,0.516,0.201,0.149,0.149,0.035,0.511,0.516,368,352,130,252,122
22021,1610612765,DET,Detroit Pistons,Postup,Offensive,0.276,82,0.042,0.906,0.465,0.16,0.144,0.131,0.026,0.466,0.465,382,346,128,275,147
22021,1610612737,ATL,Atlanta Hawks,Postup,Offensive,0.414,82,0.039,0.929,0.467,0.136,0.116,0.116,0.017,0.473,0.467,353,328,126,270,144
22021,1610612750,MIN,Minnesota Timberwolves,Postup,Offensive,0.207,82,0.038,0.885,0.489,0.163,0.208,0.13,0.039,0.445,0.489,355,314,116,237,121
22021,1610612753,ORL,Orlando Magic,Postup,Offensive,0.103,82,0.038,0.823,0.456,0.116,0.159,0.101,0.009,0.438,0.456,345,284,115,252,137
22021,1610612757,POR,Portland Trail Blazers,Postup,Offensive,0.138,82,0.036,0.871,0.448,0.172,0.135,0.142,0.022,0.462,0.448,325,283,104,232,128
22021,1610612752,NYK,New York Knicks,Postup,Offensive,0.069,82,0.038,0.81,0.432,0.184,0.184,0.161,0.032,0.421,0.432,342,277,98,227,129
22021,1610612758,SAC,Sacramento Kings,Postup,Offensive,0.379,82,0.033,0.926,0.493,0.182,0.168,0.145,0.047,0.461,0.493,297,275,102,207,105
22021,1610612754,IND,Indiana Pacers,Postup,Offensive,0.483,82,0.03,0.946,0.508,0.211,0.161,0.164,0.046,0.489,0.508,280,265,96,189,93
22021,1610612763,MEM,Memphis Grizzlies,Postup,Offensive,0.345,82,0.03,0.913,0.472,0.19,0.138,0.163,0.017,0.481,0.472,289,264,94,199,105
22021,1610612762,UTA,Utah Jazz,Postup,Offensive,0.759,82,0.028,0.996,0.503,0.214,0.121,0.169,0.016,0.528,0.503,248,247,85,169,84
22021,1610612744,GSW,Golden State Warriors,Postup,Offensive,0.172,82,0.029,0.882,0.476,0.148,0.163,0.125,0.015,0.452,0.476,263,232,88,185,97
22021,1610612759,SAS,San Antonio Spurs,Postup,Offensive,0.31,82,0.025,0.906,0.509,0.145,0.149,0.111,0.021,0.481,0.509,235,213,87,171,84
22021,1610612766,CHA,Charlotte Hornets,Postup,Offensive,0.034,82,0.024,0.771,0.406,0.163,0.181,0.132,0.026,0.396,0.406,227,175,63,155,92
22021,1610612760,OKC,Oklahoma City Thunder,Postup,Offensive,0.0,82,0.009,0.741,0.387,0.047,0.082,0.047,0.012,0.365,0.387,85,63,29,75,46
