player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
201565,Derrick Rose,Derrick,1610612752,NYK,34.0,27,12,15,0.444,12.5,0.604,0.396,0.553,0.066,0.375,0.105,0.072,0.033,0.487,0.333,0.667,0.737,0.263,0.459,0.541,61,159,0.384,414,404,148,365,402,250,288,209,196,232,296,457,509,207,431,86,408,84,445,89,373,360,472,NYK
1630613,Duane Washington Jr.,Duane,1610612752,NYK,23.0,31,17,14,0.548,12.7,0.566,0.434,0.443,0.148,0.492,0.127,0.065,0.082,0.295,0.222,0.778,0.625,0.375,0.394,0.606,94,256,0.367,396,347,134,188,396,297,241,338,49,130,226,474,481,415,494,30,452,40,487,47,321,288,486,NYK
203095,Evan Fournier,Evan,1610612752,NYK,30.0,27,15,12,0.556,17.0,0.313,0.687,0.255,0.048,0.636,0.103,0.109,0.115,0.206,0.476,0.524,0.857,0.143,0.714,0.286,56,166,0.337,414,369,116,172,304,486,52,487,255,51,312,365,416,476,352,172,347,137,220,308,384,355,505,NYK
1630193,Immanuel Quickley,Immanuel,1610612752,NYK,24.0,81,47,34,0.58,28.9,0.515,0.485,0.415,0.066,0.417,0.133,0.168,0.156,0.349,0.263,0.737,0.72,0.28,0.446,0.554,419,936,0.448,11,22,403,143,124,344,194,368,194,190,209,165,226,356,473,51,417,75,453,81,73,62,295,NYK
1628392,Isaiah Hartenstein,Isaiah,1610612752,NYK,25.0,82,47,35,0.573,19.9,0.887,0.113,0.823,0.01,0.059,0.012,0.118,0.108,0.813,0.611,0.389,1.0,0.0,0.629,0.371,175,327,0.535,2,22,420,148,252,69,469,41,411,462,490,332,443,29,228,296,1,326,331,203,243,256,98,NYK
1629676,Isaiah Roby,Isaiah,1610612752,NYK,25.0,42,9,33,0.214,11.3,0.613,0.387,0.57,0.035,0.314,0.209,0.116,0.174,0.535,0.612,0.388,1.0,0.0,0.716,0.284,67,155,0.432,335,426,385,501,426,239,299,196,307,297,60,340,137,166,224,300,1,326,218,316,362,362,352,NYK
1628973,Jalen Brunson,Jalen,1610612752,NYK,26.0,68,40,28,0.588,35.0,0.731,0.269,0.555,0.122,0.246,0.075,0.199,0.117,0.432,0.166,0.834,0.575,0.425,0.259,0.741,587,1195,0.491,133,74,312,129,29,140,398,207,78,358,400,95,406,256,506,18,470,22,519,15,22,25,174,NYK
1630579,Jericho Sims,Jericho,1610612752,NYK,24.0,52,31,21,0.596,15.6,0.991,0.009,0.933,0.0,0.0,0.022,0.067,0.124,0.933,0.711,0.289,0.0,0.0,0.711,0.289,83,107,0.776,283,191,200,120,327,28,510,9,446,492,484,467,380,8,123,401,491,326,229,305,339,397,5,NYK
1628404,Josh Hart,Josh,1610612752,NYK,28.0,76,42,34,0.553,32.3,0.685,0.315,0.576,0.019,0.246,0.281,0.178,0.151,0.557,0.444,0.556,1.0,0.0,0.567,0.433,275,520,0.529,55,60,403,179,71,175,363,190,371,357,18,143,248,146,374,150,1,326,382,152,145,169,103,NYK
203944,Julius Randle,Julius,1610612752,NYK,28.0,77,44,33,0.571,35.5,0.556,0.444,0.455,0.085,0.338,0.073,0.207,0.123,0.37,0.382,0.618,0.752,0.248,0.505,0.495,658,1432,0.459,46,40,385,149,19,310,228,321,145,271,407,84,383,317,406,118,401,91,413,121,11,4,253,NYK
1630540,Miles McBride,Miles,1610612752,NYK,22.0,64,36,28,0.563,11.9,0.377,0.623,0.333,0.054,0.541,0.135,0.126,0.207,0.279,0.541,0.459,0.875,0.125,0.714,0.286,77,215,0.358,181,126,312,164,415,463,75,443,237,95,202,294,69,432,296,228,329,159,220,308,347,322,495,NYK
