player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
1630162,Anthony Edwards,Anthony,1610612750,MIN,20.0,72,39,33,0.542,34.2,112.6,114.6,114.6,109.6,110.6,110.6,3.1,4.0,4.0,0.173,1.45,15.0,0.023,0.113,0.067,10.4,10.4,0.527,0.56,0.262,0.265,102.54,101.18,84.31,101.18,0.111,5189,549,1245,7.6,17.3,0.441,78,103,473,260,39,103,62,62,297,341,341,171,139,139,161,349,311,380,346,367,372,371,272,263,51,54,132,244,244,128,19,11,30,29,306,MIN
1626156,D'Angelo Russell,D'Angelo,1610612750,MIN,26.0,65,39,26,0.6,31.9,112.4,114.5,114.5,109.2,109.8,109.8,3.2,4.7,4.7,0.32,2.79,27.0,0.011,0.089,0.05,9.7,9.7,0.502,0.544,0.246,0.25,103.59,102.39,85.32,102.39,0.114,4431,401,975,6.2,15.0,0.411,160,103,362,175,75,112,66,66,284,298,298,164,124,124,27,69,81,525,490,521,315,317,357,324,68,72,73,147,147,114,69,50,73,49,388,MIN
202328,Greg Monroe,Greg,1610612750,MIN,32.0,14,7,7,0.5,13.9,111.7,109.8,109.8,110.6,108.9,108.9,1.0,0.9,0.9,0.162,1.83,21.8,0.141,0.176,0.158,11.9,11.9,0.561,0.566,0.164,0.171,101.22,102.88,85.73,102.88,0.11,418,32,57,2.3,4.1,0.561,468,463,133,306,400,143,234,234,356,240,240,234,234,234,181,249,148,16,124,55,461,464,155,243,326,319,253,115,115,133,434,451,338,389,68,MIN
1630183,Jaden McDaniels,Jaden,1610612750,MIN,21.0,70,40,30,0.571,25.8,108.0,109.9,109.9,108.4,109.3,109.3,-0.5,0.6,0.6,0.063,1.05,10.8,0.038,0.115,0.075,10.2,10.1,0.532,0.553,0.149,0.153,103.82,102.49,85.41,102.49,0.061,3840,255,554,3.6,7.9,0.46,101,90,436,223,167,309,233,233,231,265,265,275,248,248,487,445,468,255,333,313,361,353,252,288,398,415,63,141,141,467,152,150,186,185,240,MIN
1627774,Jake Layman,Jake,1610612750,MIN,28.0,34,20,14,0.588,6.8,107.6,105.3,105.3,109.8,108.7,108.7,-2.2,-3.4,-3.4,0.055,0.9,9.0,0.025,0.123,0.074,10.0,10.0,0.466,0.5,0.16,0.166,103.73,105.34,87.78,105.34,0.064,509,30,73,0.9,2.1,0.411,384,295,200,195,527,325,415,415,309,234,234,323,362,362,514,487,518,358,286,322,336,341,458,449,343,343,67,56,56,456,441,434,517,507,390,MIN
1629020,Jarred Vanderbilt,Jarred,1610612750,MIN,23.0,74,41,33,0.554,25.4,113.4,115.5,115.5,109.3,110.5,110.5,4.2,5.0,5.0,0.066,1.29,16.0,0.107,0.212,0.158,12.5,12.5,0.59,0.612,0.108,0.109,102.49,101.0,84.17,101.0,0.103,3941,212,361,2.9,4.9,0.587,57,76,473,241,174,78,47,47,286,333,333,135,118,118,474,392,284,53,62,52,487,487,90,101,560,565,137,261,261,172,195,240,269,345,53,MIN
1629669,Jaylen Nowell,Jaylen,1610612750,MIN,22.0,62,37,25,0.597,15.7,114.5,114.5,114.5,111.4,111.7,111.7,3.1,2.8,2.8,0.197,3.61,21.1,0.022,0.1,0.061,5.8,5.8,0.551,0.581,0.205,0.211,103.63,103.5,86.25,103.5,0.108,2107,196,413,3.2,6.7,0.475,192,120,347,186,367,54,64,64,402,402,402,169,176,176,133,31,161,394,415,424,85,85,183,186,155,158,72,88,88,144,220,216,230,245,193,MIN
1629162,Jordan McLaughlin,Jordan,1610612750,MIN,26.0,62,36,26,0.581,14.5,111.7,111.4,111.4,108.6,109.0,109.0,3.0,2.4,2.4,0.258,4.74,41.4,0.023,0.075,0.049,8.7,8.7,0.507,0.535,0.115,0.119,105.48,105.44,87.87,105.44,0.088,1976,88,200,1.4,3.2,0.44,192,131,362,211,386,140,179,179,241,251,251,174,187,187,69,10,10,386,530,524,243,242,333,363,539,540,39,54,54,275,340,336,434,455,308,MIN
1629006,Josh Okogie,Josh,1610612750,MIN,23.0,49,23,26,0.469,10.5,105.8,104.1,104.1,101.8,101.6,101.6,4.0,2.5,2.5,0.066,1.09,14.5,0.049,0.077,0.062,13.3,13.2,0.471,0.526,0.115,0.12,103.94,104.93,87.44,104.93,0.048,1133,42,104,0.9,2.1,0.404,296,260,362,350,467,391,444,444,50,53,53,140,185,185,471,440,327,205,525,413,515,512,449,385,541,536,57,58,58,512,414,408,521,509,415,MIN
1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,26.0,74,44,30,0.595,33.5,114.3,116.9,116.9,110.5,111.6,111.6,3.8,5.3,5.3,0.177,1.19,14.2,0.074,0.21,0.141,11.9,11.8,0.591,0.64,0.272,0.277,103.16,101.48,84.57,101.48,0.159,5232,642,1214,8.7,16.4,0.529,57,51,436,189,52,60,28,28,350,392,392,147,109,109,156,421,345,119,64,75,464,461,88,54,38,41,89,223,223,22,8,19,19,36,96,MIN
