GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,101161,Amir Johnson,Amir,1610612738,BOS,29.0,32,15,17,0.469,45.4,2.6,2.0,1.3,9.2,12.4,17.6,9.2,41.8,2.6,0.0,7.8,4.6,39.5,94,109,341,243,273,143,180,132,107,202,344,276,108,52,1,328,181,166
Players,202340,Avery Bradley,Avery,1610612738,BOS,25.0,41,22,19,0.537,43.2,1.6,4.8,1.0,4.5,11.2,13.7,7.7,37.7,1.0,0.6,5.8,1.0,34.7,22,25,379,165,334,189,64,155,220,178,243,219,176,134,268,241,317,216
Players,202323,Evan Turner,Evan,1610612738,BOS,27.0,37,20,17,0.541,41.5,3.9,1.7,2.6,11.4,9.6,9.6,6.1,35.8,1.3,1.7,3.1,4.8,39.1,51,45,341,158,353,84,190,84,76,151,117,168,204,108,363,103,167,170
Players,202738,Isaiah Thomas,Isaiah,1610612738,BOS,27.0,46,25,21,0.543,43.6,6.1,4.6,7.5,15.6,9.5,13.0,7.8,35.8,0.3,2.6,5.2,11.8,59.1,9,11,402,156,327,40,68,10,31,148,216,226,203,193,401,200,26,45
Players,203109,Jae Crowder,Jae,1610612738,BOS,25.0,39,20,19,0.513,43.8,4.6,2.9,4.2,5.9,12.1,13.4,7.8,38.4,0.7,0.0,7.8,2.9,43.1,32,45,379,185,316,66,132,39,182,195,233,228,163,162,1,327,255,139
Players,203923,James Young,James,1610612738,BOS,20.0,2,0,2,0.0,30.6,0.0,0.0,0.0,0.0,28.6,0.0,0.0,57.1,0.0,0.0,0.0,0.0,0.0,374,408,75,408,408,234,237,175,303,407,1,1,30,200,1,1,326,400
Players,203096,Jared Sullinger,Jared,1610612738,BOS,24.0,34,19,15,0.559,42.9,3.1,3.1,0.0,5.1,13.8,13.3,5.1,37.9,1.5,0.5,8.7,3.6,47.4,76,64,313,140,338,123,125,175,197,231,231,148,173,92,251,351,219,104
Players,201973,Jonas Jerebko,Jonas,1610612738,BOS,29.0,20,12,8,0.6,39.8,0.0,0.0,0.0,0.0,9.1,20.0,0.0,32.7,0.0,0.0,5.5,1.8,17.5,196,144,204,103,374,234,237,175,303,133,371,1,272,200,1,214,288,348
Players,203482,Kelly Olynyk,Kelly,1610612738,BOS,25.0,19,8,11,0.421,39.1,0.0,0.0,0.0,7.4,2.5,12.3,9.9,14.8,0.0,2.5,3.7,3.7,35.9,203,195,251,278,380,234,237,175,136,75,190,301,393,200,394,126,210,203
Players,203935,Marcus Smart,Marcus,1610612738,BOS,22.0,32,17,15,0.531,41.3,1.5,2.3,2.3,3.0,9.8,19.5,10.5,36.1,1.5,1.5,9.0,7.5,33.0,94,88,313,169,355,197,165,96,257,153,365,319,198,99,348,357,83,232
Players,1626179,Terry Rozier,Terry,1610612738,BOS,22.0,2,1,1,0.5,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,374,362,31,188,397,234,237,175,303,1,1,1,399,200,1,1,326,39
Players,203092,Tyler Zeller,Tyler,1610612738,BOS,26.0,2,2,0,1.0,46.6,0.0,66.7,0.0,66.7,0.0,133.3,0.0,133.3,0.0,0.0,33.3,0.0,106.7,374,326,1,1,221,234,1,175,1,1,436,1,4,200,1,426,326,4
