TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,6,2,4,0.333,47.4,43.4,95.1,0.457,13.8,36.8,0.375,13.7,16.8,0.814,12.0,31.3,43.3,24.2,12.7,7.6,4.8,7.1,16.1,16.3,114.3,-5.3,10,10,1,10,13,3,1,9,4,7,3,16,16,4,5,14,9,9,5,2,7,15,1,16,5,11
1610612738,Boston Celtics,20,11,9,0.55,50.0,42.4,88.6,0.478,14.6,40.1,0.364,16.8,20.7,0.81,9.8,34.8,44.6,25.0,12.9,6.2,6.6,4.8,17.8,18.4,116.1,3.5,2,3,15,4,8,4,10,3,2,2,5,10,9,6,11,5,8,4,7,15,1,8,4,13,4,2
1610612751,Brooklyn Nets,4,0,4,0.0,53.2,37.7,85.6,0.44,12.5,38.2,0.326,14.7,20.2,0.726,6.4,32.4,38.8,24.7,13.6,5.8,4.2,4.4,17.2,20.8,102.5,-12.5,16,16,1,16,1,15,15,12,7,4,13,13,12,15,16,11,16,8,10,16,12,6,2,8,15,16
1610612739,Cleveland Cavaliers,5,1,4,0.2,51.9,38.1,84.8,0.449,10.8,33.1,0.327,14.9,20.1,0.742,10.0,30.3,40.3,23.8,17.1,7.4,4.3,5.0,22.1,18.8,101.9,-5.8,12,12,1,12,3,13,16,10,13,13,12,12,13,14,9,15,14,10,16,5,10,11,12,12,16,12
1610612743,Denver Nuggets,20,16,4,0.8,50.3,44.0,89.6,0.492,11.7,31.3,0.375,18.4,23.0,0.801,10.5,36.2,46.6,26.8,12.1,7.1,4.4,4.8,20.1,21.9,118.2,8.7,2,1,1,1,7,1,7,2,10,14,3,7,7,8,8,1,2,2,2,7,9,9,6,3,1,1
1610612744,Golden State Warriors,13,6,7,0.462,47.1,41.1,91.8,0.448,14.2,41.7,0.34,14.5,19.3,0.75,12.3,33.9,46.2,27.6,14.1,7.1,4.5,4.5,22.5,19.2,110.9,-0.2,5,6,13,8,15,8,4,11,3,1,10,15,14,12,4,6,4,1,14,8,8,7,15,11,9,6
1610612746,LA Clippers,5,1,4,0.2,48.3,41.0,89.1,0.46,12.3,34.0,0.361,21.9,26.6,0.826,11.9,28.4,40.2,21.7,14.1,6.6,4.2,6.2,23.1,21.3,116.3,-6.4,12,12,1,12,11,9,8,6,8,11,7,1,2,3,6,16,15,13,13,11,11,14,16,5,2,13
1610612747,Los Angeles Lakers,16,8,8,0.5,48.5,41.2,87.4,0.471,10.2,30.3,0.335,20.1,24.9,0.809,9.1,35.7,44.8,25.0,12.0,6.8,6.4,3.8,17.5,21.3,112.7,2.4,4,4,14,7,10,7,13,5,15,15,11,3,4,7,14,2,7,5,1,10,2,3,3,6,8,3
1610612763,Memphis Grizzlies,6,2,4,0.333,48.0,37.6,93.6,0.402,11.8,37.8,0.312,15.7,18.8,0.835,12.9,32.7,45.7,22.9,12.8,6.5,3.4,9.0,20.1,17.2,102.8,-7.4,10,10,1,10,12,16,2,16,9,6,14,11,15,2,3,8,6,12,6,12,16,16,8,15,14,14
1610612748,Miami Heat,23,13,10,0.565,50.7,41.8,91.2,0.458,13.4,35.4,0.38,16.9,20.8,0.813,9.7,32.6,42.3,24.8,12.3,7.4,3.7,4.9,21.1,19.6,113.8,1.6,1,2,16,3,6,6,5,7,5,9,1,9,8,5,12,9,11,7,3,6,14,10,10,10,7,4
1610612749,Milwaukee Bucks,5,1,4,0.2,47.1,42.3,89.0,0.475,15.0,39.6,0.379,14.6,20.6,0.71,9.8,32.9,42.7,25.8,13.8,6.3,3.5,3.3,18.1,19.6,114.2,-5.0,12,12,1,12,14,5,9,4,1,3,2,14,10,16,10,7,10,3,12,14,15,1,5,9,6,10
1610612750,Minnesota Timberwolves,5,1,4,0.2,50.9,39.3,85.9,0.458,11.6,33.5,0.348,19.3,25.2,0.769,8.7,32.0,40.7,23.5,13.3,6.9,5.0,3.5,22.5,23.9,109.6,-9.1,12,12,1,12,5,12,14,8,12,12,9,4,3,10,15,12,12,11,9,9,5,2,14,1,11,15
