TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,6,2,4,0.333,47.4,15.5,17.3,10.2,46.4,13.7,11.8,15.0,53.9,10,10,1,10,11,10,2,16,10,2,4,11,16
1610612738,Boston Celtics,20,11,9,0.55,50.0,16.2,13.6,14.8,49.1,16.2,14.3,11.5,43.6,2,3,15,4,2,5,9,5,5,8,11,4,3
1610612751,Brooklyn Nets,4,0,4,0.0,53.2,18.6,6.1,13.0,39.3,19.4,22.2,10.8,49.9,16,16,1,16,16,2,16,8,16,14,16,3,11
1610612739,Cleveland Cavaliers,5,1,4,0.2,51.9,16.5,11.9,11.9,46.8,24.0,19.7,16.9,50.2,12,12,1,12,14,4,13,11,8,16,15,13,12
1610612743,Denver Nuggets,20,16,4,0.8,50.3,14.5,12.8,16.6,54.0,13.8,10.8,14.4,48.3,2,1,1,1,2,14,10,2,1,3,3,8,9
1610612744,Golden State Warriors,13,6,7,0.462,47.1,14.3,15.0,10.7,43.6,15.0,14.1,13.1,47.1,5,6,13,8,5,16,6,15,14,6,10,6,8
1610612746,LA Clippers,5,1,4,0.2,48.3,14.5,18.5,13.3,50.3,18.3,14.1,17.1,47.1,12,12,1,12,14,15,1,6,4,12,9,15,7
1610612747,Los Angeles Lakers,16,8,8,0.5,48.5,15.9,14.0,16.0,51.0,13.9,13.7,14.7,46.5,4,4,14,7,4,8,7,3,2,4,8,10,5
1610612763,Memphis Grizzlies,6,2,4,0.333,48.0,15.1,13.7,15.2,48.1,16.9,17.0,18.8,52.0,10,10,1,10,10,11,8,4,6,10,14,16,13
1610612748,Miami Heat,23,13,10,0.565,50.7,18.7,12.2,11.2,45.2,16.5,13.6,12.7,48.9,1,2,16,3,1,1,12,13,13,9,7,5,10
1610612749,Milwaukee Bucks,5,1,4,0.2,47.1,18.3,12.7,11.7,45.4,19.8,9.8,13.8,46.9,12,12,1,12,12,3,11,12,12,15,1,7,6
1610612750,Minnesota Timberwolves,5,1,4,0.2,50.9,15.6,9.8,11.2,50.7,17.5,12.9,17.0,53.6,12,12,1,12,12,9,15,14,3,11,5,14,14
1610612752,New York Knicks,11,6,5,0.545,51.7,16.0,15.5,13.1,46.4,19.3,13.0,10.5,45.8,6,6,11,5,7,7,5,7,11,13,6,2,4
1610612755,Philadelphia 76ers,11,7,4,0.636,52.1,16.2,16.2,12.0,43.2,15.3,10.0,14.5,42.4,6,5,1,2,6,6,4,10,15,7,2,9,1
1610612756,Phoenix Suns,11,6,5,0.545,48.8,14.6,11.4,18.6,47.1,14.4,15.9,15.2,53.8,6,6,11,5,7,13,14,1,7,5,13,12,15
1610612758,Sacramento Kings,7,3,4,0.429,46.2,14.8,16.6,12.9,46.4,13.5,15.5,9.5,42.9,9,9,1,9,9,12,3,9,9,1,12,1,2
