GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
21900005,2019-10-23,CLE,ORL,1
21900030,2019-10-26,IND,CLE,2
21900046,2019-10-28,CLE,MIL,3
21900055,2019-10-30,CHI,CLE,4
21900070,2019-11-01,CLE,IND,5
21900089,2019-11-03,DAL,CLE,6
21900098,2019-11-05,BOS,CLE,7
21900118,2019-11-08,CLE,WAS,8
21900136,2019-11-10,CLE,NYK,9
21900147,2019-11-12,CLE,PHI,10
21900161,2019-11-14,MIA,CLE,11
21900183,2019-11-17,PHI,CLE,12
21900189,2019-11-18,CLE,NYK,13
21900206,2019-11-20,CLE,MIA,14
21900221,2019-11-22,CLE,DAL,15
21900231,2019-11-23,POR,CLE,16
21900240,2019-11-25,BKN,CLE,17
21900255,2019-11-27,ORL,CLE,18
21900270,2019-11-29,MIL,CLE,19
21900299,2019-12-03,DET,CLE,20
21900321,2019-12-06,ORL,CLE,21
21900332,2019-12-07,CLE,PHI,22
21900344,2019-12-09,CLE,BOS,23
21900356,2019-12-11,HOU,CLE,24
21900368,2019-12-12,CLE,SAS,25
21900385,2019-12-14,CLE,MIL,26
21900395,2019-12-16,CLE,TOR,27
21900407,2019-12-18,CHA,CLE,28
21900420,2019-12-20,MEM,CLE,29
21900444,2019-12-23,ATL,CLE,30
21900466,2019-12-27,CLE,BOS,31
21900479,2019-12-28,CLE,MIN,32
21900500,2019-12-31,CLE,TOR,33
21900508,2020-01-02,CHA,CLE,34
21900527,2020-01-04,OKC,CLE,35
21900536,2020-01-05,MIN,CLE,36
21900548,2020-01-07,DET,CLE,37
21900563,2020-01-09,CLE,DET,38
21900582,2020-01-11,CLE,DEN,39
21900597,2020-01-13,CLE,LAL,40
21900603,2020-01-14,CLE,LAC,41
21900622,2020-01-17,CLE,MEM,42
21900631,2020-01-18,CLE,CHI,43
21900643,2020-01-20,NYK,CLE,44
21900666,2020-01-23,WAS,CLE,45
21900682,2020-01-25,CHI,CLE,46
21900693,2020-01-27,CLE,DET,47
21900700,2020-01-28,NOP,CLE,48
21900714,2020-01-30,TOR,CLE,49
21900730,2020-02-01,GSW,CLE,50
21900742,2020-02-03,NYK,CLE,51
21900760,2020-02-05,CLE,OKC,52
21900791,2020-02-09,LAC,CLE,53
21900807,2020-02-12,ATL,CLE,54
21900827,2020-02-21,CLE,WAS,55
21900838,2020-02-22,CLE,MIA,56
21900849,2020-02-24,MIA,CLE,57
21900865,2020-02-26,PHI,CLE,58
21900883,2020-02-28,CLE,NOP,59
21900890,2020-02-29,IND,CLE,60
21900902,2020-03-02,UTA,CLE,61
21900917,2020-03-04,BOS,CLE,62
21900942,2020-03-07,DEN,CLE,63
21900954,2020-03-08,SAS,CLE,64
21900962,2020-03-10,CLE,CHI,65
