season,team_id,game_id,game_date,away_team,home_team,opponent_id,pf,opp_pf,wl,round,game_no_in_series
2016-17,1610612746,41600171,2017-04-15,UTA,LAC,1610612762,95,97,L,rnd1,1
2016-17,1610612746,41600172,2017-04-18,UTA,LAC,1610612762,99,91,W,rnd1,2
2016-17,1610612746,41600173,2017-04-21,LAC,UTA,1610612762,111,106,W,rnd1,3
2016-17,1610612746,41600174,2017-04-23,LAC,UTA,1610612762,98,105,L,rnd1,4
2016-17,1610612746,41600175,2017-04-25,UTA,LAC,1610612762,92,96,L,rnd1,5
2016-17,1610612746,41600176,2017-04-28,LAC,UTA,1610612762,98,93,W,rnd1,6
2016-17,1610612746,41600177,2017-04-30,UTA,LAC,1610612762,91,104,L,rnd1,7
