season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2024-25,1610612740,NOP,New Orleans Pelicans,22401196,2025-04-13,NOP vs. OKC,L,48.0,9.0,11.0,9.0,52.0,17.0,21.0,13.0,60.0,0,0,0,0,121,2197,1610,1994,856,1181,2136,846,2051,1,2024,2025,True,NOP,OKC,APR
2024-25,1610612740,NOP,New Orleans Pelicans,22401177,2025-04-11,NOP vs. MIA,L,48.0,10.0,13.0,19.0,46.0,20.0,24.0,29.0,70.0,0,0,0,0,121,2113,1250,628,1390,1593,2306,2374,2391,1,2024,2025,True,NOP,MIA,APR
2024-25,1610612740,NOP,New Orleans Pelicans,22401161,2025-04-10,NOP @ MIL,L,48.0,16.0,17.0,16.0,46.0,21.0,15.0,21.0,44.0,0,0,0,0,121,1281,645,1001,1390,1739,1365,1933,713,1,2024,2025,False,MIL,NOP,APR
2024-25,1610612740,NOP,New Orleans Pelicans,22401150,2025-04-08,NOP @ BKN,L,48.0,14.0,8.0,19.0,52.0,20.0,9.0,21.0,48.0,0,0,0,0,121,1591,2061,628,856,1593,401,1933,1072,1,2024,2025,False,BKN,NOP,APR
2024-25,1610612740,NOP,New Orleans Pelicans,22400617,2025-04-06,NOP vs. MIL,L,48.0,6.0,16.0,13.0,54.0,18.0,7.0,24.0,54.0,0,0,0,0,121,2371,786,1473,690,1310,198,2180,1606,1,2024,2025,True,NOP,MIL,APR
2024-25,1610612740,NOP,New Orleans Pelicans,22401126,2025-04-04,NOP @ LAL,L,48.0,14.0,11.0,15.0,46.0,23.0,14.0,8.0,42.0,0,0,0,0,121,1591,1610,1155,1390,1938,1212,247,560,1,2024,2025,False,LAL,NOP,APR
2024-25,1610612740,NOP,New Orleans Pelicans,22401111,2025-04-02,NOP @ LAC,L,48.0,8.0,17.0,10.0,74.0,25.0,3.0,13.0,46.0,0,0,0,0,121,2266,645,1863,28,2100,21,846,886,1,2024,2025,False,LAC,NOP,APR
2024-25,1610612740,NOP,New Orleans Pelicans,22401085,2025-03-30,NOP vs. CHA,W,48.0,19.0,18.0,18.0,54.0,17.0,20.0,16.0,48.0,0,0,0,0,121,869,514,729,690,1181,2050,1307,1072,1,2024,2025,True,NOP,CHA,MAR
2024-25,1610612740,NOP,New Orleans Pelicans,22401072,2025-03-28,NOP vs. GSW,L,48.0,10.0,16.0,16.0,46.0,23.0,36.0,17.0,46.0,0,0,0,0,121,2113,786,1001,1390,1938,2459,1461,886,1,2024,2025,True,NOP,GSW,MAR
2024-25,1610612740,NOP,New Orleans Pelicans,22401041,2025-03-24,NOP vs. PHI,W,48.0,15.0,22.0,20.0,56.0,15.0,13.0,18.0,34.0,0,0,0,0,121,1425,201,529,553,871,1027,1605,129,1,2024,2025,True,NOP,PHI,MAR
