season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away,MON
2018-19,1610612743,DEN,Denver Nuggets,21801228,2019-04-10,DEN vs. MIN,W,48.0,39,87,0.448,10,33,0.303,11,17,0.647,12,41,53,23,13.0,6,4,0,12,22,99,4.0,1,1,1,1,135,1496,1438,1448,1372,972,1785,2083,1894,2154,649,288,267,1394,890,1543,1329,1,23,823,2012,977,1,2018,2019,True,DEN,MIN,APR
2018-19,1610612743,DEN,Denver Nuggets,21801217,2019-04-09,DEN @ UTA,L,48.0,41,88,0.466,12,25,0.48,14,22,0.636,3,28,31,24,7.0,9,3,5,28,21,108,-10.0,1,1231,1231,1231,135,1130,1301,1120,864,1990,193,1662,1235,2194,2426,2150,2417,1208,35,615,1731,1133,2291,1044,1439,1865,1,2018,2019,False,UTA,DEN,APR
2018-19,1610612743,DEN,Denver Nuggets,21801206,2019-04-07,DEN @ POR,L,48.0,42,95,0.442,13,33,0.394,11,20,0.55,12,30,42,24,11.0,9,4,5,26,16,108,-7.0,1,1231,1231,1231,135,929,432,1558,646,972,762,2083,1526,2408,649,1905,1591,1208,444,615,1329,1133,2099,2086,1439,1631,1,2018,2019,False,POR,DEN,APR
2018-19,1610612743,DEN,Denver Nuggets,21801190,2019-04-05,DEN vs. POR,W,48.0,43,84,0.512,7,27,0.259,26,29,0.897,12,27,39,27,10.0,10,4,2,19,23,119,9.0,1,1,1,1,135,760,1858,418,2102,1753,2130,195,465,239,649,2244,1966,696,290,409,1329,146,737,640,617,597,1,2018,2019,True,DEN,POR,APR
2018-19,1610612743,DEN,Denver Nuggets,21801173,2019-04-03,DEN vs. SAS,W,48.0,47,87,0.54,12,33,0.364,7,12,0.583,8,39,47,41,15.0,6,3,7,20,14,113,28.0,1,1,1,1,135,279,1438,188,864,972,1076,2377,2287,2355,1623,482,893,2,1390,1543,1731,1859,940,2311,1031,65,1,2018,2019,True,DEN,SAS,APR
2018-19,1610612743,DEN,Denver Nuggets,21801164,2019-04-02,DEN @ GSW,L,48.0,36,96,0.375,7,30,0.233,23,29,0.793,12,28,40,23,16.0,19,4,11,15,21,102,-14.0,1,1231,1231,1231,135,2005,356,2339,2102,1381,2270,421,465,1005,649,2150,1847,1394,1614,2,1329,2409,151,1044,1857,2044,1,2018,2019,False,GSW,DEN,APR
2018-19,1610612743,DEN,Denver Nuggets,21801148,2019-03-31,DEN vs. WAS,L,48.0,35,93,0.376,7,36,0.194,13,20,0.65,12,45,57,18,11.0,6,5,6,18,21,90,-5.0,1,1231,1231,1231,135,2135,626,2336,2102,626,2383,1821,1526,2137,649,75,83,2185,444,1543,917,1545,534,1044,2333,1485,1,2018,2019,True,DEN,WAS,MAR
2018-19,1610612743,DEN,Denver Nuggets,21801133,2019-03-29,DEN @ OKC,W,48.0,48,85,0.565,14,33,0.424,5,6,0.833,7,32,39,30,13.0,6,1,5,21,17,115,10.0,1,1,1,1,135,201,1733,75,462,972,487,2433,2450,633,1881,1616,1966,308,890,1543,2316,1133,1167,1928,881,533,1,2018,2019,False,OKC,DEN,MAR
2018-19,1610612743,DEN,Denver Nuggets,21801126,2019-03-28,DEN @ HOU,L,48.0,31,84,0.369,4,24,0.167,19,20,0.95,7,31,38,22,15.0,7,3,3,17,19,85,-27.0,1,1231,1231,1231,135,2380,1858,2368,2419,2090,2437,903,1526,61,1881,1769,2076,1558,1390,1203,1731,393,376,1522,2425,2365,1,2018,2019,False,HOU,DEN,MAR
2018-19,1610612743,DEN,Denver Nuggets,21801115,2019-03-26,DEN vs. DET,W,48.0,37,87,0.425,7,27,0.259,14,20,0.7,11,45,56,22,14.0,3,2,2,19,21,95,3.0,1,1,1,1,135,1858,1438,1851,2102,1753,2130,1662,1526,1842,868,75,119,1558,1135,2301,2069,146,737,1044,2191,1039,1,2018,2019,True,DEN,DET,MAR
2018-19,1610612743,DEN,Denver Nuggets,21801097,2019-03-24,DEN @ IND,L,48.0,33,93,0.355,7,29,0.241,15,16,0.938,15,26,41,21,17.0,5,7,5,17,17,88,-36.0,1,1231,1231,1231,135,2292,626,2415,2102,1510,2240,1513,1994,93,239,2331,1720,1752,1809,1855,371,1133,376,1928,2378,2437,1,2018,2019,False,IND,DEN,MAR
2018-19,1610612743,DEN,Denver Nuggets,21801082,2019-03-22,DEN @ NYK,W,48.0,40,96,0.417,15,38,0.395,16,19,0.842,17,45,62,24,9.0,5,5,5,15,15,111,18.0,1,1,1,1,135,1319,356,1972,336,448,751,1367,1661,586,92,75,18,1208,176,1855,917,1133,151,2218,1214,251,1,2018,2019,False,NYK,DEN,MAR
2018-19,1610612743,DEN,Denver Nuggets,21801075,2019-03-21,DEN @ WAS,W,48.0,46,87,0.529,14,30,0.467,7,11,0.636,9,31,40,30,8.0,9,4,2,20,15,113,5.0,1,1,1,1,135,360,1438,273,462,1381,248,2377,2343,2194,1362,1769,1847,308,96,615,1329,146,940,2218,1031,896,1,2018,2019,False,WAS,DEN,MAR
2018-19,1610612743,DEN,Denver Nuggets,21801052,2019-03-18,DEN @ BOS,W,48.0,46,94,0.489,14,39,0.359,8,10,0.8,11,40,51,29,19.0,6,5,5,19,16,114,9.0,1,1,1,1,135,360,515,684,462,368,1160,2329,2367,916,868,366,426,410,2147,1543,917,1133,737,2086,959,597,1,2018,2019,False,BOS,DEN,MAR
2018-19,1610612743,DEN,Denver Nuggets,21801040,2019-03-16,DEN vs. IND,W,48.0,39,82,0.476,11,38,0.289,13,20,0.65,9,30,39,27,11.0,6,5,2,22,19,102,2.0,1,1,1,1,135,1496,2042,924,1110,448,1923,1821,1526,2137,1362,1905,1966,696,444,1543,917,146,1418,1522,1857,1103,1,2018,2019,True,DEN,IND,MAR
2018-19,1610612743,DEN,Denver Nuggets,21801025,2019-03-14,DEN vs. DAL,W,48.0,39,81,0.481,8,29,0.276,14,17,0.824,8,36,44,27,11.0,6,7,1,16,17,100,1.0,1,1,1,1,135,1496,2127,837,1907,1510,2022,1662,1894,741,1623,921,1283,696,444,1543,371,42,244,1928,1961,1176,1,2018,2019,True,DEN,DAL,MAR
2018-19,1610612743,DEN,Denver Nuggets,21801012,2019-03-12,DEN vs. MIN,W,48.0,51,85,0.6,18,30,0.6,13,15,0.867,7,29,36,40,14.0,6,6,6,16,20,133,26.0,1,1,1,1,135,65,1733,15,106,1381,14,1821,2083,379,1881,2035,2231,5,1135,1543,603,1545,244,1295,93,97,1,2018,2019,True,DEN,MIN,MAR
2018-19,1610612743,DEN,Denver Nuggets,21800984,2019-03-08,DEN @ GSW,L,48.0,33,87,0.379,12,33,0.364,27,35,0.771,14,32,46,21,19.0,9,3,10,22,28,105,-17.0,1,1231,1231,1231,135,2292,1438,2320,864,972,1076,146,135,1230,356,1616,1019,1752,2147,615,1731,2350,1418,115,1659,2159,1,2018,2019,False,GSW,DEN,MAR
2018-19,1610612743,DEN,Denver Nuggets,21800974,2019-03-06,DEN @ LAL,W,48.0,45,98,0.459,13,42,0.31,12,17,0.706,18,37,55,33,8.0,6,3,4,17,22,115,16.0,1,1,1,1,135,478,232,1247,646,189,1729,1967,1894,1796,57,752,155,126,96,1543,1731,731,376,823,881,303,1,2018,2019,False,LAL,DEN,MAR
2018-19,1610612743,DEN,Denver Nuggets,21800954,2019-03-04,DEN @ SAS,L,48.0,41,95,0.432,17,40,0.425,4,4,1.0,8,35,43,27,13.0,5,3,7,17,13,103,-1.0,1,1231,1231,1231,135,1130,432,1748,166,297,483,2447,2460,1,1623,1101,1431,696,890,1855,1731,1859,376,2382,1796,1231,1,2018,2019,False,SAS,DEN,MAR
2018-19,1610612743,DEN,Denver Nuggets,21800941,2019-03-02,DEN vs. NOP,L,48.0,39,92,0.424,9,32,0.281,25,29,0.862,10,34,44,25,16.0,13,7,4,22,25,112,-8.0,1,1231,1231,1231,135,1496,755,1863,1643,1124,1975,261,465,433,1108,1276,1283,1018,1614,76,371,731,1418,363,1123,1711,1,2018,2019,True,DEN,NOP,MAR
2018-19,1610612743,DEN,Denver Nuggets,21800926,2019-02-28,DEN vs. UTA,L,48.0,40,99,0.404,7,25,0.28,17,24,0.708,16,39,55,25,13.0,6,5,6,23,22,104,-7.0,1,1231,1231,1231,135,1319,189,2119,2102,1990,1994,1201,975,1772,159,482,155,1018,890,1543,917,1545,1639,823,1729,1631,1,2018,2019,True,DEN,UTA,FEB
2018-19,1610612743,DEN,Denver Nuggets,21800910,2019-02-26,DEN vs. OKC,W,48.0,41,88,0.466,13,28,0.464,26,35,0.743,11,36,47,28,18.0,9,4,5,28,34,121,9.0,1,1,1,1,135,1130,1301,1120,646,1645,261,195,135,1492,868,921,893,535,2005,615,1329,1133,2291,5,495,597,1,2018,2019,True,DEN,OKC,FEB
2018-19,1610612743,DEN,Denver Nuggets,21800895,2019-02-24,DEN vs. LAC,W,48.0,44,85,0.518,12,34,0.353,23,35,0.657,12,44,56,30,23.0,11,6,7,28,27,123,27.0,1,1,1,1,135,610,1733,364,864,839,1212,421,135,2106,649,110,119,308,2399,246,603,1859,2291,171,398,79,1,2018,2019,True,DEN,LAC,FEB
2018-19,1610612743,DEN,Denver Nuggets,21800880,2019-02-22,DEN @ DAL,W,48.0,42,103,0.408,14,37,0.378,16,25,0.64,21,42,63,32,13.0,11,2,2,26,21,114,10.0,1,1,1,1,135,929,75,2079,462,534,938,1367,868,2188,11,201,16,175,890,246,2069,146,2099,1044,959,533,1,2018,2019,False,DAL,DEN,FEB
2018-19,1610612743,DEN,Denver Nuggets,21800860,2019-02-13,DEN vs. SAC,W,48.0,45,99,0.455,8,31,0.258,22,25,0.88,14,39,53,26,14.0,7,1,1,19,23,120,2.0,1,1,1,1,135,478,189,1324,1907,1256,2144,510,868,311,356,482,267,858,1135,1203,2316,42,737,640,554,1103,1,2018,2019,True,DEN,SAC,FEB
2018-19,1610612743,DEN,Denver Nuggets,21800847,2019-02-11,DEN vs. MIA,W,48.0,38,89,0.427,16,37,0.432,11,13,0.846,10,35,45,27,15.0,7,6,5,17,16,103,16.0,1,1,1,1,135,1678,1163,1819,225,534,436,2083,2234,548,1108,1101,1165,696,1390,1203,603,1133,376,2086,1796,303,1,2018,2019,True,DEN,MIA,FEB
