player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
1629346,Alen Smailagic,Alen,1610612744,GSW,20.0,15,10,5,0.667,5.6,112.8,0.7,0.111,0.179,0.2,0.214,0.3,0.556,3.8,2.5,2.2,7.2,0.013,458,411,50,79,497,413,498,333,285,468,196,238,28,114,88,87,69,514,GSW
203952,Andrew Wiggins,Andrew,1610612744,GSW,26.0,71,38,33,0.535,33.3,109.1,3.7,0.106,0.153,0.9,0.169,1.0,0.314,12.2,9.7,9.6,31.9,0.112,12,65,454,217,43,230,141,359,355,102,324,57,121,525,520,522,480,40,GSW
1627814,Damion Lee,Damion,1610612744,GSW,28.0,57,28,29,0.491,18.9,108.2,2.8,0.142,0.208,0.7,0.225,0.1,0.079,5.8,5.2,4.1,18.1,0.069,172,177,399,273,292,182,246,225,216,218,163,408,401,208,252,191,250,206,GSW
203110,Draymond Green,Draymond,1610612744,GSW,31.0,63,35,28,0.556,31.5,109.3,6.2,0.184,0.268,1.7,0.311,0.8,0.26,11.6,9.4,9.0,29.8,0.105,99,94,379,193,73,245,29,95,95,6,34,77,161,507,508,501,447,54,GSW
1629672,Eric Paschall,Eric,1610612744,GSW,24.0,40,20,20,0.5,17.4,110.5,2.5,0.138,0.208,0.3,0.101,0.2,0.121,6.3,4.9,4.2,17.8,0.051,320,279,236,251,318,296,275,236,215,417,478,376,333,242,228,206,239,312,GSW
1627780,Gary Payton II,Gary,1610612744,GSW,28.0,10,7,3,0.7,4.0,101.1,0.9,0.176,0.25,0.6,0.6,0.1,0.167,2.1,1.9,1.2,3.6,0.025,485,445,27,54,516,42,471,107,121,259,1,435,249,46,57,28,19,482,GSW
1630164,James Wiseman,James,1610612744,GSW,20.0,39,18,21,0.462,21.4,110.6,4.4,0.19,0.276,0.3,0.083,0.9,0.364,8.7,6.7,7.3,22.6,0.065,326,312,258,311,238,302,86,85,80,426,492,63,87,367,366,416,331,226,GSW
1628395,Jordan Bell,Jordan,1610612744,GSW,26.0,6,3,3,0.5,13.6,112.3,2.8,0.189,0.309,0.5,0.25,0.8,0.714,4.0,5.3,4.3,13.3,0.032,506,482,27,251,389,389,235,86,49,312,110,75,8,118,267,214,148,448,GSW
1629673,Jordan Poole,Jordan,1610612744,GSW,22.0,51,28,23,0.549,19.4,106.9,1.5,0.074,0.108,0.5,0.158,0.2,0.098,6.9,5.8,4.8,20.7,0.076,226,177,297,203,275,132,397,493,491,307,363,371,373,281,308,247,296,156,GSW
1629308,Juan Toscano-Anderson,Juan,1610612744,GSW,28.0,53,28,25,0.528,20.9,105.6,3.9,0.172,0.248,0.8,0.207,0.5,0.243,7.3,5.6,5.7,21.0,0.092,208,177,326,227,251,99,128,121,123,168,215,156,175,311,288,319,302,91,GSW
1626162,Kelly Oubre Jr.,Kelly,1610612744,GSW,25.0,55,27,28,0.491,30.7,109.8,4.5,0.135,0.2,1.0,0.202,0.8,0.228,11.6,9.5,9.1,30.1,0.099,189,189,379,275,89,264,81,246,232,76,228,87,188,508,511,505,452,71,GSW
203145,Kent Bazemore,Kent,1610612744,GSW,31.0,67,35,32,0.522,19.9,104.6,3.0,0.14,0.208,1.0,0.289,0.5,0.262,6.8,5.3,5.3,18.6,0.094,58,94,437,234,264,75,202,230,219,80,60,155,160,277,266,293,254,85,GSW
1626172,Kevon Looney,Kevon,1610612744,GSW,25.0,61,34,27,0.557,19.0,106.1,3.4,0.165,0.244,0.3,0.107,0.4,0.208,7.1,5.8,4.9,17.7,0.081,124,100,361,192,289,109,168,137,130,394,475,225,206,294,304,250,238,134,GSW
1627737,Marquese Chriss,Marquese,1610612744,GSW,23.0,2,0,2,0.0,13.4,119.4,5.0,0.385,0.455,0.0,0.0,1.0,0.667,6.0,4.0,8.0,13.0,0.005,532,531,15,531,392,527,59,1,4,511,511,47,14,221,176,454,140,527,GSW
1628539,Mychal Mulder,Mychal,1610612744,GSW,27.0,60,33,27,0.55,12.8,108.4,0.9,0.062,0.094,0.2,0.09,0.2,0.138,4.3,4.1,3.1,13.2,0.046,140,107,361,202,402,194,476,521,516,468,489,342,296,134,179,138,146,354,GSW
1630185,Nico Mannion,Nico,1610612744,GSW,20.0,30,17,13,0.567,12.1,111.9,1.3,0.107,0.163,0.5,0.246,0.0,0.029,5.3,4.4,3.5,14.7,0.031,385,325,137,182,412,373,421,352,333,299,120,486,483,173,198,153,170,455,GSW
201939,Stephen Curry,Stephen,1610612744,GSW,33.0,63,37,26,0.587,34.2,109.6,5.0,0.135,0.199,1.2,0.209,0.1,0.038,13.0,10.2,10.1,32.5,0.112,99,73,341,158,25,252,58,243,237,36,214,417,473,536,526,530,492,41,GSW
