close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1626157,Karl-Anthony Towns,1610612750,MIN,C-F,24.0,35,35,0.756,7.69,14.89,0.516,0.54,-0.023
1629675,Naz Reid,1610612750,MIN,C-F,20.0,28,27,0.752,4.68,8.75,0.535,0.533,0.002
1626156,D'Angelo Russell,1610612750,MIN,G,24.0,45,45,0.617,4.13,7.44,0.555,0.522,0.033
1629006,Josh Okogie,1610612750,MIN,G,21.0,62,61,0.657,3.44,6.18,0.556,0.517,0.039
1629162,Jordan McLaughlin,1610612750,MIN,G,24.0,30,29,0.801,3.07,5.9,0.52,0.503,0.017
1629016,Omari Spellman,1610612750,MIN,F,22.0,48,48,0.654,2.85,5.56,0.513,0.532,-0.019
1627823,Juancho Hernangomez,1610612750,MIN,F,24.0,45,45,0.606,3.31,5.44,0.608,0.527,0.081
201949,James Johnson,1610612750,MIN,F,33.0,32,30,0.568,2.88,5.34,0.538,0.516,0.022
1627774,Jake Layman,1610612750,MIN,F,26.0,23,23,0.684,2.78,5.26,0.529,0.511,0.018
1629633,Jarrett Culver,1610612750,MIN,G-F,21.0,63,62,0.667,2.62,5.19,0.505,0.522,-0.017
1628980,Jacob Evans,1610612750,MIN,G-F,23.0,29,28,0.69,2.31,4.38,0.528,0.524,0.004
1627736,Malik Beasley,1610612750,MIN,G,23.0,54,53,0.644,2.54,4.35,0.583,0.511,0.072
1629103,Kelan Martin,1610612750,MIN,F,24.0,30,30,0.705,2.07,4.13,0.5,0.525,-0.025
202323,Evan Turner,1610612750,MIN,G-F,31.0,19,19,0.637,1.74,3.79,0.458,0.515,-0.057
203459,Allen Crabbe,1610612750,MIN,G-F,28.0,33,32,0.654,1.94,3.15,0.615,0.53,0.086
1629669,Jaylen Nowell,1610612750,MIN,G,20.0,12,10,0.8,1.42,3.0,0.472,0.511,-0.039
1629020,Jarred Vanderbilt,1610612750,MIN,F,21.0,9,8,0.737,0.78,1.56,0.5,0.561,-0.061
