player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
201568,Danilo Gallinari,Danilo,1610612746,LAC,30.0,6,2,4,0.333,33.6,106.8,110.3,110.3,119.6,121.2,121.2,-12.9,-10.9,-10.9,0.126,1.45,10.6,0.042,0.147,0.092,7.3,7.2,0.41,0.474,0.271,0.279,106.3,103.92,86.6,103.92,0.083,438,39,111,6.5,18.5,0.351,99,106,69,117,32,84,54,54,191,193,193,155,146,146,92,98,141,76,80,88,85,85,158,141,26,28,36,64,64,114,54,41,25,14,151,LAC
202066,Garrett Temple,Garrett,1610612746,LAC,33.0,6,2,4,0.333,10.5,113.5,107.7,107.7,110.2,110.4,110.4,3.4,-2.7,-2.7,0.043,1.0,10.0,0.016,0.077,0.05,10.0,10.3,0.318,0.455,0.113,0.118,106.95,109.64,91.37,109.64,0.019,143,3,11,0.5,1.8,0.273,99,106,69,117,146,36,79,79,142,141,141,76,114,114,169,117,146,138,168,164,127,133,184,153,190,188,30,29,29,190,165,159,178,175,182,LAC
1627826,Ivica Zubac,Ivica,1610612746,LAC,22.0,4,1,3,0.25,9.7,93.8,95.2,95.2,96.5,96.4,96.4,-2.7,-1.2,-1.2,0.059,0.25,4.2,0.193,0.297,0.234,16.7,16.4,0.5,0.518,0.221,0.228,104.54,103.79,86.49,103.79,0.154,83,9,18,2.3,4.5,0.5,151,123,38,132,149,164,152,152,37,43,43,114,103,103,154,168,178,2,7,2,197,197,91,115,52,53,56,66,66,24,135,141,111,123,38,LAC
203210,JaMychal Green,JaMychal,1610612746,LAC,29.0,6,2,4,0.333,23.5,113.7,119.0,119.0,122.6,121.8,121.8,-8.9,-2.8,-2.8,0.048,0.45,7.8,0.043,0.197,0.117,17.2,17.4,0.674,0.696,0.174,0.173,105.74,103.69,86.41,103.69,0.075,300,23,43,3.8,7.2,0.535,99,106,69,117,91,34,13,13,199,196,196,144,115,115,168,161,164,73,39,51,200,200,12,12,100,113,43,67,67,130,88,97,71,89,28,LAC
1629010,Jerome Robinson,Jerome,1610612746,LAC,22.0,5,1,4,0.2,9.2,118.7,119.6,119.6,119.5,115.3,115.3,-0.8,4.3,4.3,0.184,7.0,29.2,0.034,0.114,0.065,4.2,4.1,0.464,0.556,0.142,0.146,99.88,101.28,84.4,101.28,0.086,97,5,14,1.0,2.8,0.357,111,123,69,139,154,14,12,12,189,174,174,97,73,73,60,3,19,94,126,128,42,41,128,83,154,154,125,105,105,110,153,150,151,155,148,LAC
1629013,Landry Shamet,Landry,1610612746,LAC,22.0,6,2,4,0.333,29.0,109.6,112.8,112.8,111.5,112.7,112.7,-1.9,0.1,0.1,0.075,1.43,16.9,0.006,0.064,0.034,11.9,11.8,0.474,0.542,0.114,0.118,104.82,102.79,85.66,102.79,0.037,375,13,38,2.2,6.3,0.342,99,106,69,117,64,55,36,36,152,162,162,105,93,93,137,100,79,166,181,191,154,154,120,91,187,187,54,78,78,171,117,110,116,101,155,LAC
101150,Lou Williams,Lou,1610612746,LAC,32.0,6,2,4,0.333,29.4,105.2,108.5,108.5,126.7,127.5,127.5,-21.5,-19.0,-19.0,0.438,2.56,24.7,0.031,0.066,0.047,9.7,9.7,0.462,0.533,0.314,0.322,107.6,105.61,88.01,105.61,0.124,390,45,104,7.5,17.3,0.433,99,106,69,117,59,102,72,72,207,205,205,181,174,174,3,44,33,104,180,168,122,122,129,101,10,11,25,46,46,50,45,47,18,17,97,LAC
1626149,Montrezl Harrell,Montrezl,1610612746,LAC,25.0,6,2,4,0.333,26.3,105.1,106.7,106.7,129.0,129.4,129.4,-23.9,-22.7,-22.7,0.159,1.63,13.7,0.072,0.135,0.102,8.4,8.4,0.73,0.739,0.212,0.22,105.4,104.4,87.0,104.4,0.145,343,46,63,7.7,10.5,0.73,99,106,69,117,80,103,86,86,208,209,209,187,182,182,74,86,102,36,94,67,103,102,9,9,61,59,47,59,59,30,42,74,15,50,5,LAC
201976,Patrick Beverley,Patrick,1610612746,LAC,30.0,6,2,4,0.333,32.4,103.9,107.7,107.7,121.9,121.6,121.6,-18.0,-13.9,-13.9,0.2,2.8,31.8,0.037,0.233,0.123,11.4,11.3,0.564,0.584,0.123,0.126,106.98,105.11,87.59,105.11,0.093,427,20,47,3.3,7.8,0.426,99,106,69,117,40,108,78,78,197,195,195,172,157,157,51,37,15,86,19,43,149,149,46,51,174,173,29,50,50,90,97,89,79,80,103,LAC
1628983,Shai Gilgeous-Alexander,Shai,1610612746,LAC,20.0,6,2,4,0.333,28.8,104.9,107.0,107.0,119.9,119.9,119.9,-15.0,-13.0,-13.0,0.186,3.8,20.2,0.022,0.075,0.047,5.3,5.4,0.542,0.596,0.181,0.182,105.15,104.06,86.72,104.06,0.088,372,28,60,4.7,10.0,0.467,99,106,69,117,67,104,82,82,193,189,189,165,154,154,59,17,57,122,171,169,55,55,61,48,93,98,49,62,62,105,71,79,54,54,67,LAC
