season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
22015,1626156,D'Angelo Russell,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.62,80,0.155,0.995,0.359,0.021,0.037,0.016,0.005,0.356,0.511,2.4,2.4,0.8,2.3,1.4
22015,203903,Jordan Clarkson,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.745,79,0.136,1.05,0.391,0.039,0.033,0.039,0.011,0.394,0.533,2.3,2.4,0.8,2.1,1.3
22015,977,Kobe Bryant,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.592,66,0.127,0.982,0.361,0.053,0.029,0.041,0.012,0.376,0.481,2.6,2.5,0.9,2.4,1.5
22015,101150,Lou Williams,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.921,67,0.103,1.17,0.396,0.09,0.01,0.09,0.01,0.43,0.549,1.5,1.7,0.5,1.4,0.8
22015,201156,Nick Young,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.503,54,0.289,0.944,0.316,0.056,0.032,0.056,0.008,0.339,0.447,2.3,2.2,0.7,2.1,1.4
22015,203944,Julius Randle,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.126,81,0.112,0.699,0.327,0.073,0.081,0.073,0.0,0.341,0.351,1.5,1.1,0.4,1.3,0.9
22015,1897,Metta World Peace,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.741,35,0.283,1.048,0.355,0.016,0.0,0.016,0.016,0.355,0.516,1.8,1.9,0.6,1.8,1.1
22015,201579,Roy Hibbert,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.434,81,0.121,0.91,0.446,0.03,0.015,0.03,0.015,0.448,0.446,0.8,0.8,0.4,0.8,0.4
22015,1626204,Larry Nance Jr.,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.214,63,0.215,0.779,0.403,0.013,0.052,0.013,0.0,0.39,0.41,1.2,1.0,0.5,1.1,0.7
22015,1626148,Anthony Brown,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.337,29,0.423,0.857,0.3,0.048,0.016,0.048,0.016,0.317,0.417,2.2,1.9,0.6,2.1,1.4
22015,203527,Ryan Kelly,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.131,36,0.316,0.705,0.333,0.049,0.066,0.049,0.0,0.344,0.361,1.7,1.2,0.5,1.5,1.0
22015,1626273,Marcelo Huertas,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.273,53,0.119,0.816,0.371,0.0,0.079,0.0,0.0,0.342,0.443,0.7,0.6,0.2,0.7,0.4
22015,101138,Brandon Bass,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.065,66,0.049,0.619,0.316,0.048,0.048,0.048,0.0,0.333,0.316,0.3,0.2,0.1,0.3,0.2
22015,203135,Robert Sacre,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.28,25,0.104,0.818,0.4,0.091,0.0,0.091,0.0,0.455,0.4,0.4,0.4,0.2,0.4,0.2
