group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1626209,Mario Hezonja,Mario,1610612757,POR,25.0,10,7,3,0.7,17.0,0.021,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.077,0.063,0.143,0.0,0.667,0.0,1.0,0.333,0.0,0.0,259,198,117,58,279,402,340,393,224,312,297,301,273,321,348,182,1,19,181,441,384,319,365,POR
Players,1628403,Caleb Swanigan,Caleb,1610612757,POR,23.0,1,0,1,0.0,5.0,0.3,0.25,0.3,0.0,0.2,0.0,0.0,1.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,414,415,28,415,370,42,84,55,224,154,297,301,1,346,56,285,1,235,181,1,1,18,135,POR
Players,203918,Rodney Hood,Rodney,1610612757,POR,27.0,8,4,4,0.5,26.0,0.075,0.19,0.085,0.333,0.111,0.053,0.042,0.143,0.158,0.154,0.125,0.25,1.0,0.0,0.0,0.143,0.118,0.164,285,261,148,177,248,364,159,340,61,249,274,290,188,227,240,197,352,1,181,1,176,236,187,POR
Players,203081,Damian Lillard,Damian,1610612757,POR,29.0,35,21,14,0.6,128.0,0.372,0.324,0.381,0.35,0.434,0.514,0.512,0.13,0.205,0.189,0.58,0.333,0.118,0.048,0.714,0.117,0.426,0.367,15,15,367,118,19,14,45,17,56,21,26,21,209,161,188,14,402,203,180,440,143,30,26,POR
Players,202355,Hassan Whiteside,Hassan,1610612757,POR,31.0,25,17,8,0.68,74.0,0.158,0.27,0.165,0.0,0.0,0.204,0.19,0.588,0.4,0.448,0.074,0.182,0.0,0.765,0.0,0.333,0.233,0.228,105,40,254,73,120,185,65,196,224,312,136,153,32,28,29,247,311,235,15,1,384,136,113,POR
Players,203468,CJ McCollum,CJ,1610612757,POR,28.0,34,20,14,0.588,123.0,0.177,0.207,0.192,0.211,0.12,0.156,0.169,0.087,0.165,0.147,0.24,0.111,0.1,0.0,0.0,0.207,0.136,0.198,24,22,367,138,25,151,137,156,129,247,173,160,242,221,256,110,248,213,181,1,271,218,140,POR
Players,1629014,Anfernee Simons,Anfernee,1610612757,POR,21.0,12,4,8,0.333,34.0,0.187,0.136,0.182,0.333,0.345,0.077,0.133,0.333,0.167,0.19,0.0,1.0,0.0,0.143,0.111,0.222,0.182,0.143,232,261,254,331,215,135,227,170,61,50,253,207,81,215,183,285,450,235,139,267,288,177,224,POR
Players,1628380,Zach Collins,Zach,1610612757,POR,22.0,6,3,3,0.5,11.0,0.071,0.077,0.087,0.0,0.0,0.0,0.0,0.0,0.222,0.167,0.2,0.0,0.0,0.0,1.0,0.125,0.0,0.063,316,284,117,177,311,366,309,336,224,312,297,301,273,140,219,127,1,235,181,441,156,319,343,POR
Players,2546,Carmelo Anthony,Carmelo,1610612757,POR,36.0,23,15,8,0.652,86.0,0.129,0.125,0.146,0.179,0.185,0.114,0.105,0.0,0.23,0.192,0.0,0.0,0.188,0.25,0.111,0.179,0.067,0.13,122,62,254,92,87,240,239,225,141,175,215,225,273,135,182,285,1,149,103,267,236,295,256,POR
Players,203994,Jusuf Nurkić,Jusuf,1610612757,POR,25.0,8,6,2,0.75,29.0,0.284,0.296,0.269,0.0,0.0,0.429,0.45,0.8,0.421,0.5,0.231,0.25,0.5,0.667,0.0,0.333,0.5,0.278,285,210,82,38,233,55,52,74,224,312,39,34,15,27,12,113,352,28,18,1,384,18,75,POR
Players,2772,Trevor Ariza,Trevor,1610612757,POR,35.0,18,10,8,0.556,51.0,0.054,0.0,0.062,0.0,0.125,0.053,0.043,0.0,0.189,0.152,0.125,0.0,0.167,0.0,0.0,0.08,0.174,0.009,178,139,254,150,168,389,340,375,224,239,274,289,273,192,247,197,1,158,181,1,109,181,364,POR
Players,1629642,Nassir Little,Nassir,1610612757,POR,20.0,2,1,1,0.5,6.0,0.059,0.25,0.083,0.0,0.0,0.0,0.0,0.5,0.2,0.286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.133,383,358,28,177,357,381,84,342,224,312,297,301,42,168,88,285,1,235,181,1,449,319,244,POR
Players,1629018,Gary Trent Jr.,Gary,1610612757,POR,21.0,17,12,5,0.706,60.0,0.104,0.111,0.119,0.217,0.24,0.1,0.08,0.125,0.0,0.019,0.042,0.0,0.231,0.0,0.0,0.222,0.105,0.123,187,102,180,53,147,300,261,281,128,121,232,256,210,346,364,273,1,127,181,1,288,253,267,POR
