TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,6,2,4,0.333,288.0,29.5,65.0,0.454,6.3,19.9,0.314,14.8,18.1,0.814,7.3,23.8,31.0,15.9,9.8,6.9,5.6,2.5,18.6,16.0,80.0,0.9,10,10,2,10,11,11,12,3,2,7,2,11,9,15,9,8,10,7,9,16,15,13,16,7,10,8
1610612738,Boston Celtics,18,9,9,0.5,869.0,29.6,62.5,0.473,7.3,20.6,0.353,14.2,17.8,0.797,8.5,24.7,33.2,16.8,10.6,5.5,3.9,3.1,14.2,15.5,80.6,2.2,1,3,16,5,1,12,9,11,8,8,8,8,8,10,15,11,13,12,4,5,12,11,5,12,12,9
1610612741,Chicago Bulls,6,2,4,0.333,288.0,28.9,63.0,0.458,9.5,28.0,0.339,10.3,13.5,0.759,7.0,22.3,29.3,20.5,9.3,6.1,2.8,3.9,12.9,13.8,77.5,5.1,10,10,2,10,11,10,11,7,15,16,4,1,1,6,7,2,2,16,13,13,3,4,1,16,6,13
1610612739,Cleveland Cavaliers,18,13,5,0.722,864.0,30.2,66.0,0.457,8.4,23.2,0.363,12.5,15.5,0.802,7.8,22.4,30.2,19.0,9.9,5.6,2.8,3.5,16.7,14.1,81.2,-6.0,1,2,10,2,2,14,14,6,11,11,9,3,2,12,12,4,7,14,8,8,5,7,13,14,13,2
1610612744,Golden State Warriors,17,16,1,0.941,816.0,28.7,66.9,0.429,7.7,22.5,0.341,14.2,18.5,0.767,8.3,24.1,32.4,15.1,10.5,6.3,2.9,4.6,16.2,16.3,79.3,-10.1,3,1,1,1,3,9,16,1,9,9,5,9,11,7,14,9,12,5,5,15,6,3,12,5,9,1
1610612745,Houston Rockets,11,6,5,0.545,533.0,30.3,66.5,0.455,6.2,19.7,0.316,12.4,17.8,0.7,9.7,25.1,34.8,16.7,9.3,5.9,5.2,3.4,14.5,15.5,79.2,-0.9,6,6,10,3,6,15,15,4,1,6,3,2,7,1,16,13,15,11,12,11,14,9,6,11,8,3
1610612754,Indiana Pacers,4,0,4,0.0,192.0,30.0,62.1,0.483,10.1,25.1,0.403,14.4,20.1,0.72,7.5,22.3,29.8,14.8,9.6,5.3,4.7,2.8,13.7,17.1,84.6,3.0,15,15,2,15,15,13,7,15,16,14,13,10,14,2,11,3,5,4,10,4,13,12,2,2,14,10
1610612746,LA Clippers,7,3,4,0.429,336.0,27.1,56.8,0.477,7.3,18.8,0.389,12.6,17.5,0.724,4.9,23.3,28.2,15.1,9.1,5.6,2.4,1.8,15.6,15.2,74.1,0.9,9,9,2,7,9,2,2,13,7,3,12,4,5,3,1,7,1,6,14,7,1,16,9,13,2,7
1610612763,Memphis Grizzlies,6,2,4,0.333,293.0,27.4,56.9,0.482,7.2,17.7,0.41,15.1,18.3,0.826,7.2,22.2,29.5,12.0,8.4,3.8,2.8,1.8,14.1,16.3,77.2,6.1,10,10,2,10,10,3,3,14,6,1,15,12,10,16,8,1,4,1,16,1,4,15,4,4,5,14
1610612749,Milwaukee Bucks,6,2,4,0.333,288.0,24.3,55.5,0.437,6.4,18.1,0.352,15.5,19.3,0.805,5.4,26.0,31.4,13.5,10.8,5.6,3.5,3.8,15.9,16.0,70.4,0.5,10,10,2,10,11,1,1,2,3,2,7,14,12,13,2,14,11,3,3,9,9,5,11,7,1,6
