team_id,team_name,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,team
1610612737,Atlanta Hawks,6,1,5,0.167,4.4,0.667,0.333,0.55,0.0,0.225,0.2,0.225,0.25,0.55,0.545,0.455,0.667,0.333,0.571,0.429,6,10,14,13,5,7,10,5,13,9,3,9,3,3,4,13,8,6,5,11,ATLANTA HAWKS
1610612738,Boston Celtics,3,2,1,0.667,5.9,0.533,0.467,0.343,0.114,0.429,0.086,0.229,0.143,0.229,0.333,0.667,0.6,0.4,0.455,0.545,9,6,2,3,1,14,3,16,9,3,10,8,11,14,8,9,9,4,10,7,BOSTON CELTICS
1610612766,Charlotte Hornets,3,2,1,0.667,3.7,0.611,0.389,0.381,0.19,0.429,0.095,0.19,0.143,0.19,0.25,0.75,1.0,0.0,0.571,0.429,9,6,2,3,9,10,7,13,3,3,9,11,11,15,11,6,1,8,5,11,CHARLOTTE HORNETS
1610612739,Cleveland Cavaliers,8,7,1,0.875,3.7,0.528,0.472,0.37,0.074,0.5,0.037,0.13,0.148,0.296,0.5,0.5,0.556,0.444,0.526,0.474,4,1,2,2,10,15,2,14,11,1,12,13,10,11,5,10,11,3,8,9,CLEVELAND CAVALIERS
1610612742,Dallas Mavericks,2,1,1,0.5,2.8,0.8,0.2,1.0,0.4,0.0,0.4,0.0,0.2,0.6,0.2,0.8,0.0,0.0,0.2,0.8,13,10,2,7,14,3,14,1,2,14,1,15,5,2,13,4,14,8,14,3,DALLAS MAVERICKS
1610612765,Detroit Pistons,3,0,3,0.0,3.6,0.6,0.4,0.364,0.0,0.273,0.182,0.364,0.273,0.364,0.5,0.5,1.0,0.0,0.667,0.333,9,14,9,14,12,11,6,15,13,7,4,2,2,8,5,10,1,8,3,13,DETROIT PISTONS
1610612744,Golden State Warriors,9,6,3,0.667,4.0,0.551,0.449,0.419,0.047,0.453,0.209,0.128,0.198,0.372,0.611,0.389,0.462,0.538,0.548,0.452,2,2,9,3,7,12,5,10,12,2,2,14,6,7,3,14,12,2,7,10,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,1,1,0,1.0,3.8,0.833,0.167,0.444,0.0,0.333,0.0,0.222,0.333,0.444,0.5,0.5,1.0,0.0,0.667,0.333,15,10,1,1,8,1,16,9,13,5,14,10,1,5,5,10,1,8,3,13,HOUSTON ROCKETS
1610612754,Indiana Pacers,3,1,2,0.333,2.6,0.5,0.5,0.545,0.182,0.273,0.182,0.182,0.0,0.364,0.667,0.333,1.0,0.0,0.75,0.25,9,10,7,12,15,16,1,6,4,7,4,12,15,8,2,15,1,8,1,15,INDIANA PACERS
1610612746,LA Clippers,2,0,2,0.0,4.2,0.538,0.462,0.667,0.5,0.0,0.0,0.333,0.167,0.167,0.75,0.25,0.0,0.0,0.75,0.25,13,14,7,14,6,13,4,3,1,14,14,4,7,16,1,16,14,8,1,15,LA CLIPPERS
1610612763,Memphis Grizzlies,1,0,1,0.0,1.9,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,15,14,2,14,16,5,12,1,13,14,14,15,15,1,16,1,14,8,16,1,MEMPHIS GRIZZLIES
1610612748,Miami Heat,8,3,5,0.375,5.5,0.738,0.262,0.524,0.143,0.179,0.071,0.298,0.167,0.381,0.091,0.909,0.6,0.4,0.185,0.815,4,5,14,11,2,6,11,7,6,10,11,7,7,6,15,2,9,4,15,2,MIAMI HEAT
1610612760,Oklahoma City Thunder,10,5,5,0.5,3.2,0.76,0.24,0.571,0.107,0.107,0.179,0.321,0.071,0.464,0.313,0.688,1.0,0.0,0.389,0.611,1,4,14,7,13,4,13,4,10,13,6,5,14,4,9,8,1,8,11,6,OKLAHOMA CITY THUNDER
1610612757,Portland Trail Blazers,5,2,3,0.4,5.0,0.659,0.341,0.392,0.118,0.294,0.118,0.314,0.137,0.275,0.3,0.7,0.8,0.2,0.467,0.533,7,6,9,9,4,8,9,12,8,6,8,6,13,12,10,7,7,7,9,8,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,5,2,3,0.4,3.6,0.656,0.344,0.409,0.136,0.136,0.136,0.455,0.205,0.273,0.111,0.889,1.0,0.0,0.273,0.727,7,6,9,9,11,9,8,11,7,12,7,1,4,13,14,3,1,8,12,5,SAN ANTONIO SPURS
1610612761,Toronto Raptors,9,6,3,0.667,5.1,0.824,0.176,0.478,0.152,0.163,0.011,0.359,0.152,0.326,0.227,0.773,0.4,0.6,0.259,0.741,2,2,9,3,3,2,15,8,5,11,13,3,9,10,12,5,13,1,13,4,TORONTO RAPTORS
