season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2023-24,1610612752,42300111,2024-04-20,PHI,NYK,PHI,1610612755,111,104,W,7,rnd1,1
2023-24,1610612752,42300112,2024-04-22,PHI,NYK,PHI,1610612755,104,101,W,3,rnd1,2
2023-24,1610612752,42300113,2024-04-25,NYK,PHI,PHI,1610612755,114,125,L,-11,rnd1,3
2023-24,1610612752,42300114,2024-04-28,NYK,PHI,PHI,1610612755,97,92,W,5,rnd1,4
2023-24,1610612752,42300115,2024-04-30,PHI,NYK,PHI,1610612755,106,112,L,-6,rnd1,5
2023-24,1610612752,42300116,2024-05-02,NYK,PHI,PHI,1610612755,118,115,W,3,rnd1,6
2023-24,1610612752,42300211,2024-05-06,IND,NYK,IND,1610612754,121,117,W,4,sf,1
2023-24,1610612752,42300212,2024-05-08,IND,NYK,IND,1610612754,130,121,W,9,sf,2
2023-24,1610612752,42300213,2024-05-10,NYK,IND,IND,1610612754,106,111,L,-5,sf,3
2023-24,1610612752,42300214,2024-05-12,NYK,IND,IND,1610612754,89,121,L,-32,sf,4
2023-24,1610612752,42300215,2024-05-14,IND,NYK,IND,1610612754,121,91,W,30,sf,5
2023-24,1610612752,42300216,2024-05-17,NYK,IND,IND,1610612754,103,116,L,-13,sf,6
2023-24,1610612752,42300217,2024-05-19,IND,NYK,IND,1610612754,109,130,L,-21,sf,7
