close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
202684,Tristan Thompson,1610612739,CLE,C-F,25.0,81,81,0.564,291,572,0.509,0.543,-0.034
201567,Kevin Love,1610612739,CLE,F,27.0,77,77,0.555,329,571,0.576,0.549,0.028
202389,Timofey Mozgov,1610612739,CLE,C,29.0,76,76,0.613,213,432,0.493,0.55,-0.057
101112,Channing Frye,1610612739,CLE,F,33.0,68,63,0.491,128,237,0.54,0.553,-0.013
203521,Matthew Dellavedova,1610612739,CLE,G,25.0,76,69,0.334,124,222,0.559,0.529,0.029
2544,LeBron James,1610612739,CLE,F,31.0,76,72,0.348,107,221,0.484,0.546,-0.062
202681,Kyrie Irving,1610612739,CLE,G,24.0,53,49,0.378,99,172,0.576,0.534,0.042
2747,JR Smith,1610612739,CLE,G-F,30.0,77,68,0.292,96,168,0.571,0.544,0.027
202697,Iman Shumpert,1610612739,CLE,G,26.0,54,48,0.313,69,121,0.57,0.552,0.019
2210,Richard Jefferson,1610612739,CLE,F,36.0,73,54,0.292,73,121,0.603,0.54,0.063
2590,Mo Williams,1610612739,CLE,G,33.0,36,26,0.283,33,60,0.55,0.526,0.024
2592,James Jones,1610612739,CLE,G-F,35.0,39,31,0.45,33,54,0.611,0.539,0.072
203099,Jared Cunningham,1610612739,CLE,G,25.0,30,20,0.381,26,45,0.578,0.519,0.059
201619,Sasha Kaun,1610612739,CLE,C,31.0,15,9,0.581,7,18,0.389,0.49,-0.101
203895,Jordan McRae,1610612739,CLE,G,25.0,16,8,0.268,6,15,0.4,0.492,-0.092
203925,Joe Harris,1610612739,CLE,G,24.0,3,3,0.833,4,5,0.8,0.482,0.318
2563,Dahntay Jones,1610612739,CLE,G-F,35.0,1,1,0.222,1,4,0.25,0.391,-0.141
