TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,82,36,46,0.439,47.6,43.9,88.7,0.495,13.8,35.8,0.384,17.0,21.5,0.792,10.4,33.1,43.5,27.7,13.9,7.7,5.5,4.4,19.1,18.3,118.5,2.1,1,21,21,21,25,26,14,28,26,18,28,14,15,23,11,14,16,25,10,19,22,26,21,23,27,21
1610612738,Boston Celtics,82,64,18,0.78,49.0,42.1,92.9,0.453,13.1,37.2,0.352,13.5,17.6,0.768,11.2,32.7,43.9,25.2,12.2,6.3,3.8,6.7,17.5,16.4,110.7,-11.5,1,1,1,1,10,15,30,2,16,27,4,1,1,3,27,13,17,5,28,2,1,1,3,29,2,1
1610612751,Brooklyn Nets,82,32,50,0.39,49.2,42.4,90.1,0.47,13.2,35.6,0.372,17.4,21.6,0.807,10.5,34.6,45.1,25.9,12.9,7.0,5.1,5.3,18.6,18.8,115.4,2.9,1,22,22,22,6,17,22,13,21,15,22,19,16,30,12,27,27,7,24,9,17,13,12,15,20,22
1610612766,Charlotte Hornets,82,21,61,0.256,49.0,44.2,89.4,0.494,13.9,36.8,0.377,16.8,21.1,0.796,10.8,35.5,46.2,29.3,13.9,7.2,4.9,4.6,17.8,18.3,119.1,10.4,1,27,27,27,9,28,17,27,27,24,26,12,9,26,19,29,29,29,11,13,12,23,5,22,28,30
1610612741,Chicago Bulls,82,39,43,0.476,49.5,41.7,88.3,0.473,14.8,40.0,0.37,17.2,22.1,0.776,10.3,33.8,44.0,28.3,14.2,6.9,5.0,4.9,19.0,19.1,115.4,1.5,1,20,20,20,3,12,10,16,30,30,20,17,18,9,9,20,20,27,8,6,15,18,18,12,21,20
1610612739,Cleveland Cavaliers,82,48,34,0.585,49.2,41.3,89.1,0.463,12.8,34.4,0.371,16.9,21.4,0.791,10.2,33.2,43.4,25.7,13.8,7.8,5.1,4.7,19.1,17.8,112.2,-2.5,1,11,11,11,7,7,15,6,12,11,21,13,13,21,7,16,14,6,13,22,18,19,20,26,7,13
1610612742,Dallas Mavericks,82,50,32,0.61,47.7,42.6,89.7,0.475,13.0,35.4,0.368,16.5,21.4,0.77,10.8,33.9,44.7,27.3,13.6,7.3,4.0,4.9,20.2,18.2,114.8,-2.2,1,6,6,6,24,19,18,20,13,14,18,10,14,4,21,22,24,22,17,15,2,16,29,24,17,14
1610612743,Denver Nuggets,82,57,25,0.695,49.3,41.7,90.2,0.462,11.5,32.4,0.355,17.6,22.7,0.772,11.2,32.2,43.4,26.4,12.7,7.2,4.9,5.7,18.3,18.6,112.4,-5.4,1,2,2,2,5,11,23,4,2,2,8,21,23,6,26,9,13,9,26,12,14,9,11,16,8,4
1610612765,Detroit Pistons,82,14,68,0.171,47.8,43.3,88.3,0.49,12.0,32.4,0.37,19.5,24.3,0.8,9.6,33.2,42.8,26.8,12.3,8.8,5.9,4.6,17.6,20.4,118.0,9.0,1,30,30,30,22,22,11,24,7,3,19,29,28,28,4,15,9,15,27,29,26,22,4,4,25,28
1610612744,Golden State Warriors,82,46,36,0.561,48.0,41.8,89.8,0.466,13.2,36.7,0.359,17.5,22.3,0.788,10.8,31.8,42.6,26.5,12.9,7.7,4.9,4.6,17.8,19.3,114.3,-2.6,1,16,16,16,20,13,19,9,19,23,11,20,20,18,20,8,8,11,23,20,13,24,6,9,14,12
1610612745,Houston Rockets,82,41,41,0.5,48.1,40.5,87.6,0.463,12.3,35.2,0.348,19.2,25.0,0.767,10.6,34.0,44.6,24.2,13.7,7.2,5.8,4.5,19.5,20.6,112.5,-1.1,1,19,19,19,18,3,3,5,9,13,1,28,29,2,14,25,23,2,16,14,24,25,25,2,9,18
1610612754,Indiana Pacers,82,47,35,0.573,47.0,43.5,87.7,0.496,10.5,28.7,0.365,20.0,25.4,0.787,10.7,31.6,42.4,24.1,13.6,6.5,5.2,5.7,17.9,20.9,117.5,-3.0,1,12,12,12,29,24,7,30,1,1,16,30,30,17,17,6,6,1,19,3,20,8,7,1,24,10
