season,team_id,team,team_name,game_id,game_date,matchup,wl,min,efg_pct,fta_rate,tm_tov_pct,oreb_pct,opp_efg_pct,opp_fta_rate,opp_tov_pct,opp_oreb_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,efg_pct_rank,fta_rate_rank,tm_tov_pct_rank,oreb_pct_rank,opp_efg_pct_rank,opp_fta_rate_rank,opp_tov_pct_rank,opp_oreb_pct_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10,BKN vs. MIA,W,48.0,0.469,0.061,0.111,0.306,0.429,0.153,0.139,0.188,0,0,0,0,135,2011,2454,556,728,138,278,1162,281,1,2018,2019,True,BKN,MIA
2018-19,1610612746,LAC,LA Clippers,21801229,2019-04-10,LAC vs. UTA,W,53.0,0.566,0.283,0.1,0.25,0.509,0.311,0.143,0.339,0,0,0,0,21,621,923,348,1446,1005,1802,1055,2061,1,2018,2019,True,LAC,UTA
2018-19,1610612743,DEN,Denver Nuggets,21801228,2019-04-10,DEN vs. MIN,W,48.0,0.506,0.195,0.135,0.255,0.5,0.066,0.104,0.167,0,0,0,0,135,1488,1878,1182,1402,840,9,2021,148,1,2018,2019,True,DEN,MIN
2018-19,1610612766,CHA,Charlotte Hornets,21801222,2019-04-10,CHA vs. ORL,L,48.0,0.577,0.346,0.086,0.184,0.608,0.227,0.065,0.286,0,0,0,0,135,493,422,177,2194,2209,921,2424,1456,1,2018,2019,True,CHA,ORL
2018-19,1610612749,MIL,Milwaukee Bucks,21801226,2019-04-10,MIL vs. OKC,L,48.0,0.505,0.21,0.136,0.25,0.601,0.131,0.117,0.167,0,0,0,0,135,1534,1727,1214,1446,2165,152,1765,148,1,2018,2019,True,MIL,OKC
2018-19,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10,SAS vs. DAL,W,48.0,0.511,0.205,0.113,0.229,0.467,0.132,0.071,0.161,0,0,0,0,135,1400,1781,594,1726,421,155,2385,125,1,2018,2019,True,SAS,DAL
2018-19,1610612752,NYK,New York Knicks,21801223,2019-04-10,NYK vs. DET,L,48.0,0.461,0.325,0.116,0.078,0.565,0.235,0.144,0.311,0,0,0,0,135,2101,572,659,2458,1818,1013,1012,1795,1,2018,2019,True,NYK,DET
2018-19,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10,ATL vs. IND,L,48.0,0.5,0.369,0.156,0.469,0.52,0.398,0.074,0.286,0,0,0,0,135,1541,300,1688,9,1174,2289,2369,1456,1,2018,2019,True,ATL,IND
2018-19,1610612762,UTA,Utah Jazz,21801229,2019-04-10,UTA @ LAC,L,53.0,0.509,0.311,0.143,0.339,0.566,0.283,0.1,0.25,0,0,0,0,21,1456,659,1365,397,1840,1537,2092,952,1,2018,2019,False,LAC,UTA
2018-19,1610612741,CHI,Chicago Bulls,21801224,2019-04-10,CHI @ PHI,L,48.0,0.521,0.158,0.083,0.278,0.624,0.161,0.073,0.267,0,0,0,0,135,1278,2154,158,1080,2308,320,2375,1196,1,2018,2019,False,PHI,CHI
2018-19,1610612744,GSW,Golden State Warriors,21801225,2019-04-10,GSW @ MEM,L,48.0,0.571,0.152,0.139,0.255,0.597,0.184,0.109,0.346,0,0,0,0,135,562,2187,1271,1387,2137,484,1928,2126,1,2018,2019,False,MEM,GSW
2018-19,1610612750,MIN,Minnesota Timberwolves,21801228,2019-04-10,MIN @ DEN,L,48.0,0.5,0.066,0.104,0.167,0.506,0.195,0.135,0.255,0,0,0,0,135,1541,2451,427,2295,970,577,1271,1042,1,2018,2019,False,DEN,MIN
2018-19,1610612758,SAC,Sacramento Kings,21801230,2019-04-10,SAC @ POR,L,48.0,0.615,0.167,0.1,0.34,0.659,0.242,0.131,0.39,0,0,0,0,135,209,2095,348,372,2410,1090,1376,2348,1,2018,2019,False,POR,SAC
2018-19,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10,PHI vs. CHI,W,48.0,0.624,0.161,0.073,0.267,0.521,0.158,0.083,0.278,0,0,0,0,135,153,2136,82,1246,1182,306,2300,1361,1,2018,2019,True,PHI,CHI
2018-19,1610612760,OKC,Oklahoma City Thunder,21801226,2019-04-10,OKC @ MIL,W,48.0,0.601,0.131,0.117,0.167,0.505,0.21,0.136,0.25,0,0,0,0,135,293,2307,695,2295,925,731,1238,952,1,2018,2019,False,MIL,OKC
2018-19,1610612748,MIA,Miami Heat,21801221,2019-04-10,MIA @ BKN,L,48.0,0.429,0.153,0.139,0.188,0.469,0.061,0.111,0.306,0,0,0,0,135,2321,2181,1292,2162,450,7,1890,1732,1,2018,2019,False,BKN,MIA
2018-19,1610612754,IND,Indiana Pacers,21801220,2019-04-10,IND @ ATL,W,48.0,0.52,0.398,0.074,0.286,0.5,0.369,0.156,0.469,0,0,0,0,135,1286,172,91,973,840,2161,770,2452,1,2018,2019,False,ATL,IND
2018-19,1610612753,ORL,Orlando Magic,21801222,2019-04-10,ORL @ CHA,W,48.0,0.608,0.227,0.065,0.286,0.577,0.346,0.086,0.184,0,0,0,0,135,251,1531,37,973,1965,2036,2277,263,1,2018,2019,False,CHA,ORL
2018-19,1610612763,MEM,Memphis Grizzlies,21801225,2019-04-10,MEM vs. GSW,W,48.0,0.597,0.184,0.109,0.346,0.571,0.152,0.139,0.255,0,0,0,0,135,324,1976,520,330,1895,270,1170,1060,1,2018,2019,True,MEM,GSW
2018-19,1610612765,DET,Detroit Pistons,21801223,2019-04-10,DET @ NYK,W,48.0,0.565,0.235,0.144,0.311,0.461,0.325,0.116,0.078,0,0,0,0,135,637,1442,1432,659,359,1886,1793,3,1,2018,2019,False,NYK,DET
2018-19,1610612757,POR,Portland Trail Blazers,21801230,2019-04-10,POR vs. SAC,W,48.0,0.659,0.242,0.131,0.39,0.615,0.167,0.1,0.34,0,0,0,0,135,50,1364,1065,109,2252,349,2092,2084,1,2018,2019,True,POR,SAC
2018-19,1610612742,DAL,Dallas Mavericks,21801227,2019-04-10,DAL @ SAS,L,48.0,0.467,0.132,0.071,0.161,0.511,0.205,0.113,0.229,0,0,0,0,135,2036,2303,67,2335,1057,674,1850,724,1,2018,2019,False,SAS,DAL
2018-19,1610612765,DET,Detroit Pistons,21801210,2019-04-09,DET vs. MEM,W,48.0,0.455,0.318,0.098,0.328,0.551,0.304,0.239,0.297,0,0,0,0,135,2151,608,319,459,1654,1734,14,1610,1,2018,2019,True,DET,MEM
2018-19,1610612752,NYK,New York Knicks,21801213,2019-04-09,NYK @ CHI,W,48.0,0.473,0.14,0.093,0.22,0.404,0.349,0.073,0.15,0,0,0,0,135,1954,2263,257,1831,63,2055,2375,79,1,2018,2019,False,CHI,NYK
2018-19,1610612766,CHA,Charlotte Hornets,21801209,2019-04-09,CHA @ CLE,W,48.0,0.718,0.218,0.109,0.194,0.511,0.09,0.152,0.306,0,0,0,0,135,6,1643,514,2116,1049,34,854,1734,1,2018,2019,False,CLE,CHA
2018-19,1610612739,CLE,Cleveland Cavaliers,21801209,2019-04-09,CLE vs. CHA,L,48.0,0.511,0.09,0.152,0.306,0.718,0.218,0.109,0.194,0,0,0,0,135,1405,2427,1602,714,2455,817,1942,344,1,2018,2019,True,CLE,CHA
2018-19,1610612763,MEM,Memphis Grizzlies,21801210,2019-04-09,MEM @ DET,L,48.0,0.551,0.304,0.239,0.297,0.455,0.318,0.098,0.328,0,0,0,0,135,807,720,2447,848,307,1851,2138,1998,1,2018,2019,False,DET,MEM
2018-19,1610612738,BOS,Boston Celtics,21801211,2019-04-09,BOS @ WAS,W,48.0,0.53,0.232,0.058,0.22,0.495,0.186,0.143,0.316,0,0,0,0,135,1131,1475,22,1831,828,501,1055,1838,1,2018,2019,False,WAS,BOS
2018-19,1610612756,PHX,Phoenix Suns,21801216,2019-04-09,PHX @ DAL,L,48.0,0.506,0.318,0.132,0.158,0.538,0.297,0.208,0.364,0,0,0,0,135,1492,608,1093,2344,1456,1663,97,2233,1,2018,2019,False,DAL,PHX
2018-19,1610612740,NOP,New Orleans Pelicans,21801215,2019-04-09,NOP vs. GSW,L,48.0,0.49,0.101,0.096,0.172,0.551,0.236,0.146,0.224,0,0,0,0,135,1711,2403,299,2276,1646,1020,987,663,1,2018,2019,True,NOP,GSW
