player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
1626150,Andrew Harrison,Andrew,1610612763,MEM,22.0,72,38,34,0.528,20.5,0.567,0.433,0.348,0.075,0.304,0.096,0.348,0.188,0.273,0.149,0.851,0.628,0.372,0.325,0.675,117,360,0.325,158,120,315,175,223,340,146,422,319,215,300,11,100,372,452,27,359,42,432,49,288,245,452
201148,Brandan Wright,Brandan,1610612763,MEM,29.0,28,14,14,0.5,16.0,0.993,0.007,0.878,0.021,0.0,0.127,0.122,0.196,0.857,0.892,0.108,0.0,0.0,0.892,0.108,83,135,0.615,390,371,102,214,309,60,426,20,428,401,212,346,87,11,14,465,395,300,20,461,327,358,18
202718,Chandler Parsons,Chandler,1610612763,MEM,28.0,34,18,16,0.529,19.8,0.581,0.419,0.476,0.105,0.357,0.133,0.167,0.233,0.371,0.66,0.34,0.8,0.2,0.707,0.293,75,222,0.338,369,327,119,171,236,329,157,322,262,163,196,201,34,275,151,328,295,101,175,306,338,310,448
1627738,Deyonta Davis,Deyonta,1610612763,MEM,20.0,36,23,13,0.639,6.6,1.0,0.0,0.828,0.034,0.0,0.017,0.172,0.224,0.793,0.667,0.333,0.0,0.0,0.667,0.333,24,47,0.511,359,287,94,83,455,1,451,46,408,401,445,188,43,24,137,334,395,300,214,257,412,419,91
203210,JaMychal Green,JaMychal,1610612763,MEM,27.0,77,40,37,0.519,27.3,0.71,0.29,0.566,0.136,0.239,0.083,0.195,0.179,0.43,0.6,0.4,0.982,0.018,0.684,0.316,250,500,0.5,85,92,352,188,119,209,277,229,219,269,323,137,130,215,206,266,115,284,196,285,150,174,102
203516,James Ennis III,James,1610612763,MEM,26.0,64,32,32,0.5,23.4,0.573,0.427,0.443,0.037,0.357,0.191,0.2,0.233,0.406,0.621,0.379,0.941,0.059,0.733,0.267,146,321,0.455,231,188,295,214,183,337,149,357,406,166,70,123,35,243,187,292,189,208,154,327,265,269,197
1626185,Jarell Martin,Jarell,1610612763,MEM,23.0,42,23,19,0.548,13.3,0.834,0.166,0.594,0.158,0.164,0.133,0.242,0.097,0.436,0.633,0.367,1.0,0.0,0.69,0.31,58,151,0.384,334,287,149,155,357,127,359,204,177,322,196,66,437,210,176,303,1,300,191,290,357,347,396
201188,Marc Gasol,Marc,1610612763,MEM,32.0,74,40,34,0.541,34.2,0.769,0.231,0.592,0.223,0.216,0.039,0.192,0.124,0.369,0.57,0.43,0.981,0.019,0.65,0.35,532,1160,0.459,126,92,315,162,26,159,327,208,85,289,422,140,350,280,233,246,120,281,237,244,31,27,184
201144,Mike Conley,Mike,1610612763,MEM,29.0,69,35,34,0.507,33.2,0.585,0.415,0.414,0.13,0.363,0.112,0.223,0.151,0.284,0.266,0.734,0.561,0.439,0.375,0.625,464,1009,0.46,183,151,315,206,43,324,162,383,230,158,256,79,231,358,399,80,371,30,414,66,40,37,181
201962,Toney Douglas,Toney,1610612763,MEM,31.0,24,15,9,0.625,16.4,0.641,0.359,0.615,0.239,0.179,0.162,0.206,0.231,0.376,0.361,0.639,0.429,0.571,0.372,0.628,43,117,0.368,399,357,61,96,298,274,212,186,62,317,128,113,37,268,355,124,388,13,416,65,380,367,421
