player,team,number,position,height,weight,last_attended,country,profile_url,is_active,is_free_agent,is_retired,headshot_url,birthdate,experience,legacy,draft_year,draft_round,draft_pick,draft_status,player_id
Saddiq Bey,WAS,14,Guard-Forward,79.0,215.0,Villanova,USA,https://www.nba.com/player/1630180/saddiq-bey,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,4.0,False,2020.0,1.0,19.0,Drafted,beysa0100
Malcolm Brogdon,WAS,15,Guard,76.0,229.0,Virginia,USA,https://www.nba.com/player/1627763/malcolm-brogdon,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,8.0,False,2016.0,2.0,36.0,Drafted,brogdma01
Bub Carrington,WAS,8,Guard,76.0,190.0,Pittsburgh,USA,https://www.nba.com/player/1642267/carlton-carrington,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,1.0,14.0,Drafted,carribu01
Justin Champagnie,WAS,9,Guard-Forward,78.0,206.0,Pittsburgh,USA,https://www.nba.com/player/1630551/justin-champagnie,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,0.0,0.0,0.0,UDF,champju01
Bilal Coulibaly,WAS,0,Guard,80.0,195.0,Metropolitans 92,France,https://www.nba.com/player/1641731/bilal-coulibaly,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,1.0,False,2023.0,1.0,7.0,Drafted,coulibi01
Kyshawn George,WAS,18,Forward,80.0,200.0,Miami,Switzerland,https://www.nba.com/player/1642273/kyshawn-george,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,2024.0,1.0,24.0,Drafted,georgky01
Anthony Gill,WAS,16,Forward,80.0,230.0,Virginia,USA,https://www.nba.com/player/1630264/anthony-gill,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,1980-01-01,4.0,False,0.0,0.0,0.0,UDF,gillan010
Richaun Holmes,WAS,22,Forward,81.0,235.0,Bowling Green,USA,https://www.nba.com/player/1626158/richaun-holmes,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,9.0,False,2015.0,2.0,37.0,Drafted,holmeri01
AJ Johnson,WAS,5,Guard,77.0,160.0,Illawarra,USA,https://www.nba.com/player/1642358/aj-johnson,True,False,False,https://cdn.nba.com/headshots/nba/latest/260x190/1641731.png,1980-01-01,,False,2024.0,1.0,23.0,Drafted,johnsaj01
Colby Jones,WAS,1,Guard,78.0,207.0,Xavier,USA,https://www.nba.com/player/1641732/colby-jones,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,1.0,False,2023.0,2.0,34.0,Drafted,jonesco01
Corey Kispert,WAS,24,Forward,78.0,224.0,Gonzaga,USA,https://www.nba.com/player/1630557/corey-kispert,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,3.0,False,2021.0,1.0,15.0,Drafted,kispeco01
Jaylen Martin,WAS,4,Guard,78.0,216.0,Overtime Elite,USA,https://www.nba.com/player/1641798/jaylen-martin,True,False,False,"data:image/svg+xml;utf8,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 512 512'><circle cx='256' cy='160' r='112' fill='%23A0A0A0'/><path d='M256 304c-106 0-192 78-192 176 0 18 14 32 32 32h320c18 0 32-14 32-32 0-98-86-176-192-176z' fill='%23A0A0A0'/></svg>",1980-01-01,,False,0.0,0.0,0.0,UDF,martija01
