close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1627783,Pascal Siakam,1610612761,TOR,F,26.0,11,11,1.0,6.27,15.36,0.408,0.45,-0.042
1627832,Fred VanVleet,1610612761,TOR,G,26.0,11,11,1.0,6.18,14.73,0.42,0.437,-0.017
200768,Kyle Lowry,1610612761,TOR,G,34.0,11,11,1.0,6.18,13.45,0.459,0.449,0.01
1628384,OG Anunoby,1610612761,TOR,F,22.0,11,11,1.0,5.45,12.82,0.426,0.457,-0.032
201586,Serge Ibaka,1610612761,TOR,F,30.0,11,11,1.0,5.55,12.45,0.445,0.467,-0.022
201188,Marc Gasol,1610612761,TOR,C,35.0,11,11,1.0,4.36,9.27,0.471,0.468,0.002
1626181,Norman Powell,1610612761,TOR,G,27.0,11,11,1.0,2.91,7.73,0.376,0.435,-0.058
1629056,Terence Davis,1610612761,TOR,G,23.0,6,6,1.0,2.17,6.17,0.351,0.43,-0.079
1626178,Rondae Hollis-Jefferson,1610612761,TOR,F,25.0,4,4,1.0,2.0,4.0,0.5,0.418,0.083
1629744,Matt Thomas,1610612761,TOR,G,25.0,9,9,1.0,1.33,3.44,0.387,0.438,-0.051
1626169,Stanley Johnson,1610612761,TOR,F-G,24.0,3,3,1.0,1.33,2.67,0.5,0.41,0.09
1628449,Chris Boucher,1610612761,TOR,F-C,27.0,6,6,1.0,0.67,2.33,0.286,0.457,-0.171
1628778,Paul Watson,1610612761,TOR,G,25.0,2,2,1.0,0.5,1.0,0.5,0.359,0.141
1626259,Malcolm Miller,1610612761,TOR,G-F,27.0,1,1,1.0,0.0,1.0,0.0,0.418,-0.418
