team_id,team_name,gp,w,l,w_pct,min,opp_fgm,opp_fga,opp_fg_pct,opp_fg3m,opp_fg3a,opp_fg3_pct,opp_ftm,opp_fta,opp_ft_pct,opp_oreb,opp_dreb,opp_reb,opp_ast,opp_tov,opp_stl,opp_blk,opp_blka,opp_pf,opp_pfd,opp_pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,opp_fgm_rank,opp_fga_rank,opp_fg_pct_rank,opp_fg3m_rank,opp_fg3a_rank,opp_fg3_pct_rank,opp_ftm_rank,opp_fta_rank,opp_ft_pct_rank,opp_oreb_rank,opp_dreb_rank,opp_reb_rank,opp_ast_rank,opp_tov_rank,opp_stl_rank,opp_blk_rank,opp_blka_rank,opp_pf_rank,opp_pfd_rank,opp_pts_rank,plus_minus_rank,team
1610612737,Atlanta Hawks,18,10,8,0.556,49.1,40.8,89.1,0.458,11.2,31.9,0.351,17.6,24.3,0.722,11.4,35.4,46.7,23.5,13.1,7.8,4.4,4.5,20.8,21.7,110.3,1.5,4,3,14,5,12,7,9,6,3,3,5,7,10,2,13,10,15,9,6,14,6,7,9,7,7,8,ATLANTA HAWKS
1610612738,Boston Celtics,5,1,4,0.2,49.6,43.4,87.4,0.496,14.9,34.9,0.426,25.8,28.3,0.912,10.7,32.2,43.0,24.8,11.8,7.4,6.8,7.2,24.2,21.7,127.5,11.6,12,12,1,12,9,12,6,15,12,6,16,16,15,16,11,2,4,12,11,11,14,1,16,8,16,14,BOSTON CELTICS
1610612751,Brooklyn Nets,12,7,5,0.583,49.9,40.2,91.6,0.439,11.6,36.0,0.322,17.4,23.2,0.752,11.8,34.7,46.4,19.8,13.3,6.7,6.4,5.0,19.1,21.8,109.4,-6.5,5,5,9,3,6,5,14,1,4,9,2,6,8,4,14,9,13,1,4,7,13,4,1,6,4,2,BROOKLYN NETS
1610612742,Dallas Mavericks,7,3,4,0.429,51.7,42.0,86.2,0.488,14.5,38.8,0.373,21.2,25.2,0.841,9.5,35.7,45.2,24.3,11.8,7.4,5.4,2.3,22.2,21.8,119.7,5.5,9,9,1,8,1,8,2,12,11,14,9,14,12,13,7,13,9,11,10,10,11,16,12,5,10,9,DALLAS MAVERICKS
1610612743,Denver Nuggets,10,4,6,0.4,49.8,43.7,89.0,0.491,15.1,36.1,0.417,19.8,22.8,0.871,8.3,35.6,43.9,24.2,11.7,5.9,5.0,4.4,20.7,20.8,122.4,5.6,8,8,12,9,8,13,8,14,13,10,15,10,6,15,2,11,6,10,12,4,9,8,8,12,13,10,DENVER NUGGETS
1610612746,LA Clippers,19,10,9,0.526,51.3,42.0,91.2,0.461,15.1,38.5,0.391,15.8,20.7,0.764,10.4,34.3,44.7,21.9,12.5,5.6,2.9,4.6,22.8,20.8,114.9,-4.3,3,3,16,7,2,9,13,8,14,13,12,2,3,6,10,8,8,6,7,3,1,6,13,11,8,5,LA CLIPPERS
1610612747,Los Angeles Lakers,6,2,4,0.333,50.5,39.5,86.1,0.458,12.3,34.2,0.359,18.2,21.8,0.839,8.4,35.6,44.0,25.6,13.2,7.5,5.3,4.2,22.1,21.6,109.5,6.8,10,10,1,10,4,2,1,7,7,4,7,8,5,12,3,12,7,13,5,13,10,11,11,9,5,11,LOS ANGELES LAKERS
1610612763,Memphis Grizzlies,5,1,4,0.2,48.0,42.2,86.4,0.488,16.8,41.4,0.406,22.2,26.2,0.847,9.8,35.8,45.6,23.0,13.6,5.2,6.2,4.0,19.2,20.6,123.4,8.4,12,12,1,12,13,10,3,13,16,16,13,15,13,14,8,14,12,8,2,2,12,13,2,13,14,13,MEMPHIS GRIZZLIES
1610612748,Miami Heat,4,0,4,0.0,47.9,43.1,92.0,0.468,12.9,39.4,0.327,16.3,21.7,0.753,14.8,42.6,57.4,26.0,14.6,7.3,2.9,3.4,19.5,20.0,115.3,20.0,16,16,1,16,14,11,15,9,8,15,3,3,4,5,16,16,16,15,1,9,2,14,4,15,9,16,MIAMI HEAT
1610612749,Milwaukee Bucks,23,16,7,0.696,49.2,40.3,88.7,0.454,12.2,34.7,0.352,14.1,17.5,0.808,8.3,33.8,42.1,21.3,13.4,7.5,3.8,4.3,20.4,18.3,106.9,-5.2,1,1,13,1,11,6,7,5,6,5,6,1,1,8,1,5,2,3,3,12,5,10,6,16,1,3,MILWAUKEE BUCKS
1610612752,New York Knicks,5,1,4,0.2,50.5,39.6,89.3,0.443,13.5,37.5,0.36,16.8,20.2,0.833,8.4,38.1,46.5,21.7,11.4,5.1,7.2,2.9,20.0,20.8,109.5,7.4,12,12,1,12,4,3,10,3,9,11,8,4,2,11,3,15,14,5,15,1,16,15,5,10,5,12,NEW YORK KNICKS
1610612755,Philadelphia 76ers,12,7,5,0.583,47.7,39.3,87.2,0.45,9.1,28.6,0.319,20.5,26.6,0.769,9.5,33.0,42.5,20.6,12.4,6.0,3.7,6.1,23.7,22.9,108.1,-7.5,5,5,9,3,15,1,5,4,1,1,1,13,14,7,6,3,3,2,8,5,3,2,15,3,2,1,PHILADELPHIA 76ERS
1610612756,Phoenix Suns,22,14,8,0.636,49.9,39.6,90.0,0.44,11.9,35.9,0.333,17.4,23.3,0.747,11.3,33.9,45.3,21.7,12.2,6.9,3.8,4.3,19.3,20.5,108.6,-4.6,2,2,14,2,7,4,11,2,5,8,4,5,9,3,12,6,10,4,9,8,4,9,3,14,3,4,PHOENIX SUNS
