close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
202324,Derrick Favors,1610612762,UTA,F-C,24.0,62,62,1.0,6.21,13.79,0.45,0.472,-0.022
203497,Rudy Gobert,1610612762,UTA,C,24.0,61,61,1.0,5.34,12.16,0.439,0.474,-0.035
203918,Rodney Hood,1610612762,UTA,G,23.0,79,79,1.0,3.91,8.8,0.445,0.444,0.001
202714,Shelvin Mack,1610612762,UTA,G,26.0,48,48,1.0,3.73,8.58,0.434,0.433,0.002
202330,Gordon Hayward,1610612762,UTA,F,26.0,80,80,1.0,3.48,7.73,0.45,0.447,0.003
202344,Trevor Booker,1610612762,UTA,F,28.0,77,77,1.0,3.08,7.17,0.429,0.455,-0.025
203481,Jeff Withey,1610612762,UTA,C,26.0,48,48,1.0,2.96,6.94,0.426,0.47,-0.044
1626168,Trey Lyles,1610612762,UTA,F,20.0,76,76,1.0,3.22,6.91,0.467,0.453,0.014
202692,Alec Burks,1610612762,UTA,G,24.0,31,31,1.0,3.35,6.84,0.491,0.448,0.042
203526,Raul Neto,1610612762,UTA,G,24.0,81,81,1.0,3.19,6.81,0.467,0.436,0.032
203504,Trey Burke,1610612762,UTA,G,23.0,63,63,1.0,2.81,6.11,0.46,0.436,0.024
202353,Tibor Pleiss,1610612762,UTA,C,26.0,6,6,1.0,2.67,5.33,0.5,0.483,0.017
203187,Chris Johnson,1610612762,UTA,F,26.0,61,61,1.0,1.98,4.87,0.407,0.441,-0.034
204060,Joe Ingles,1610612762,UTA,F,28.0,76,76,1.0,1.84,4.22,0.436,0.442,-0.006
202407,Elijah Millsap,1610612762,UTA,G-F,28.0,16,16,1.0,1.63,4.06,0.4,0.445,-0.045
1626266,JJ O'Brien,1610612762,UTA,F,24.0,1,1,1.0,1.0,2.0,0.5,0.339,0.161
