group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1627759,Jaylen Brown,Jaylen,1610612738,BOS,25.0,27,10,17,0.37,127.0,0.279,0.345,0.318,0.381,0.284,0.156,0.184,0.045,0.228,0.193,0.341,0.226,0.333,0.118,0.522,0.236,0.22,0.3,93,156,454,360,26,56,30,51,58,105,182,166,282,162,216,65,383,73,179,472,336,141,48,BOS
Players,1628436,Luke Kornet,Luke,1610612738,BOS,26.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,438,448,38,448,473,431,364,419,252,333,305,316,290,380,406,307,1,247,199,1,490,344,382,BOS
Players,201143,Al Horford,Al,1610612738,BOS,36.0,22,8,14,0.364,69.0,0.103,0.13,0.142,0.375,0.2,0.0,0.0,0.167,0.387,0.351,0.2,0.0,0.0,0.375,0.0,0.238,0.0,0.111,152,200,401,364,143,334,264,271,62,183,305,316,188,43,48,145,1,247,77,1,339,344,311,BOS
Players,1630271,Brodric Thomas,Brodric,1610612738,BOS,25.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,375,1,1,493,431,364,419,252,333,305,316,290,380,406,307,1,247,199,1,1,344,382,BOS
Players,203935,Marcus Smart,Marcus,1610612738,BOS,28.0,28,11,17,0.393,128.0,0.164,0.11,0.151,0.238,0.213,0.213,0.218,0.15,0.148,0.148,0.255,0.226,0.389,0.0,0.167,0.171,0.246,0.147,79,136,454,344,21,202,290,244,134,168,131,131,206,270,268,113,383,61,199,345,228,126,234,BOS
Players,1629057,Robert Williams III,Robert,1610612738,BOS,24.0,21,9,12,0.429,87.0,0.1,0.153,0.089,0.0,0.0,0.203,0.185,0.45,0.27,0.313,0.032,0.095,0.143,0.667,0.091,0.317,0.13,0.157,164,173,365,305,104,343,233,369,252,333,139,165,57,104,76,300,265,196,27,309,414,235,209,BOS
Players,202683,Enes Freedom,Enes,1610612738,BOS,30.0,3,0,3,0.0,6.0,0.091,0.333,0.1,0.0,0.0,0.25,0.333,0.5,0.25,0.333,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.273,383,448,139,448,386,352,35,347,252,333,99,57,30,119,56,307,1,247,199,1,261,155,67,BOS
Players,1630202,Payton Pritchard,Payton,1610612738,BOS,24.0,9,1,8,0.111,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.083,0.4,0.0,0.5,0.0,0.0,0.231,0.0,0.0,279,375,282,443,304,431,364,419,252,333,305,316,30,380,381,41,1,25,199,1,326,344,382,BOS
Players,1629684,Grant Williams,Grant,1610612738,BOS,23.0,15,6,9,0.4,37.0,0.121,0.043,0.111,0.167,0.238,0.125,0.138,0.222,0.107,0.135,0.0,0.222,0.0,0.0,0.091,0.316,0.115,0.079,214,231,298,332,217,289,357,320,171,142,210,212,145,331,291,307,379,247,199,309,411,257,353,BOS
Players,1630573,Sam Hauser,Sam,1610612738,BOS,24.0,3,1,2,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,375,100,378,456,431,364,419,252,333,305,316,290,380,406,307,1,247,199,1,1,344,382,BOS
Players,1628369,Jayson Tatum,Jayson,1610612738,BOS,24.0,30,12,18,0.4,142.0,0.326,0.299,0.326,0.1,0.321,0.425,0.398,0.333,0.269,0.282,0.149,0.382,0.182,0.118,0.227,0.133,0.347,0.322,63,113,467,332,13,29,58,47,217,75,34,39,80,107,102,190,447,172,179,384,161,54,38,BOS
Players,1628401,Derrick White,Derrick,1610612738,BOS,27.0,25,9,16,0.36,88.0,0.185,0.161,0.191,0.167,0.3,0.276,0.229,0.125,0.082,0.091,0.219,0.19,0.214,0.3,0.154,0.231,0.311,0.182,111,173,438,370,100,154,216,166,171,87,90,124,223,360,372,135,352,145,98,341,326,75,170,BOS
Players,1628464,Daniel Theis,Daniel,1610612738,BOS,30.0,6,2,4,0.333,27.0,0.129,0.267,0.14,0.2,0.059,0.067,0.111,0.167,0.222,0.208,0.0,0.125,0.0,0.0,0.1,0.077,0.133,0.2,326,339,177,378,254,263,78,275,147,315,270,237,188,166,187,307,285,247,199,313,121,230,142,BOS
Players,1630174,Aaron Nesmith,Aaron,1610612738,BOS,22.0,3,1,2,0.333,9.0,0.048,0.25,0.071,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.2,383,375,100,378,348,418,88,385,1,183,305,316,290,380,406,307,1,1,199,1,464,344,142,BOS
Players,1629103,Kelan Martin,Kelan,1610612738,BOS,26.0,8,1,7,0.125,14.0,0.214,0.2,0.286,0.0,0.333,0.0,0.0,1.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.143,293,375,255,442,313,105,149,65,252,60,305,316,1,380,276,307,1,247,199,1,383,344,240,BOS
