close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
201143,Al Horford,1610612755,PHI,C-F,34.0,67,67,1.0,492,1040,0.473,0.475,-0.002
203954,Joel Embiid,1610612755,PHI,C-F,26.0,51,51,1.0,412,911,0.452,0.491,-0.039
202699,Tobias Harris,1610612755,PHI,F,27.0,72,72,1.0,382,785,0.487,0.464,0.023
1627732,Ben Simmons,1610612755,PHI,G-F,23.0,57,57,1.0,326,739,0.441,0.464,-0.023
203922,Glenn Robinson III,1610612755,PHI,F,26.0,62,62,1.0,347,677,0.513,0.466,0.046
1626196,Josh Richardson,1610612755,PHI,G,26.0,54,54,1.0,264,589,0.448,0.45,-0.002
202692,Alec Burks,1610612755,PHI,G,28.0,66,66,1.0,275,586,0.469,0.456,0.013
1627788,Furkan Korkmaz,1610612755,PHI,G-F,22.0,71,71,1.0,239,511,0.468,0.449,0.019
1629680,Matisse Thybulle,1610612755,PHI,G-F,23.0,64,64,1.0,199,477,0.417,0.448,-0.031
203118,Mike Scott,1610612755,PHI,F,31.0,64,64,1.0,129,294,0.439,0.46,-0.022
203526,Raul Neto,1610612755,PHI,G,28.0,49,49,1.0,131,287,0.456,0.44,0.017
1629003,Shake Milton,1610612755,PHI,G-F,23.0,36,36,1.0,105,225,0.467,0.449,0.017
203124,Kyle O'Quinn,1610612755,PHI,C-F,30.0,26,26,1.0,89,187,0.476,0.468,0.008
203658,Norvel Pelle,1610612755,PHI,F,27.0,20,20,1.0,76,140,0.543,0.49,0.052
1629151,Ryan Broekhoff,1610612755,PHI,G-F,29.0,11,11,1.0,26,64,0.406,0.46,-0.053
1629015,Zhaire Smith,1610612755,PHI,G,21.0,4,4,1.0,8,12,0.667,0.462,0.205
1629621,Marial Shayok,1610612755,PHI,G-F,24.0,3,3,1.0,2,8,0.25,0.476,-0.226
