group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank,team
Players,1628988,Aaron Holiday,Aaron,1610612756,PHX,25.0,8,5,3,0.625,1.0,126.7,123.8,123.8,133.0,95.2,95.2,-6.3,28.6,28.6,0.286,2.0,40.0,0.0,0.182,0.1,20.0,20.0,0.75,0.75,0.125,0.139,111.71,131.94,109.95,131.94,0.038,21,1,2,0.1,0.3,0.5,293,247,139,98,435,78,61,61,424,117,117,278,66,66,48,74,22,290,93,152,451,452,62,72,272,265,63,40,40,317,299,335,329,386,116,PHX
Players,201580,JaVale McGee,JaVale,1610612756,PHX,34.0,5,4,1,0.8,1.6,109.5,106.3,106.3,149.1,140.0,140.0,-39.6,-33.8,-33.8,0.333,0.0,14.3,0.125,0.0,0.083,0.0,0.0,0.75,0.806,0.316,0.354,87.88,92.04,76.7,92.04,0.25,16,3,4,0.6,0.8,0.75,343,275,38,45,377,228,222,222,456,459,459,421,413,413,26,233,173,40,380,200,1,1,62,57,35,25,456,455,455,18,228,290,79,183,44,PHX
Players,1630688,Ish Wainright,Ish,1610612756,PHX,27.0,5,3,2,0.6,1.3,115.1,105.9,105.9,96.8,90.0,90.0,18.3,15.9,15.9,0.2,1.0,20.0,0.167,0.0,0.063,20.0,20.0,0.333,0.333,0.222,0.24,121.95,131.78,109.82,131.78,-0.027,17,1,3,0.2,0.6,0.333,343,304,100,125,406,163,228,228,103,88,88,97,100,100,85,149,104,16,380,273,451,452,304,344,92,92,32,41,41,433,299,311,276,263,267,PHX
Players,1630994,Gabriel Lundberg,Gabriel,1610612756,PHX,27.0,2,0,2,0.0,0.4,66.7,66.7,66.7,186.0,128.6,128.6,-119.3,-61.9,-61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,292.09,243.41,292.09,-0.5,3,0,0,0.0,0.0,0.0,408,448,100,448,460,442,430,430,478,428,428,473,454,454,307,233,307,290,380,406,1,1,364,382,431,431,13,13,13,491,364,419,364,419,364,PHX
Players,203109,Jae Crowder,Jae,1610612756,PHX,31.0,30,24,6,0.8,3.1,135.7,132.5,132.5,92.0,92.7,92.7,43.7,39.8,39.8,0.085,3.5,20.0,0.027,0.18,0.122,5.7,5.8,0.625,0.672,0.121,0.125,105.44,106.26,88.55,106.26,0.124,212,9,20,0.3,0.7,0.45,63,4,239,45,157,41,39,39,78,101,101,48,46,46,212,34,104,224,98,94,271,273,104,104,288,299,110,163,163,131,119,128,214,231,172,PHX
Players,1627846,Abdel Nader,Abdel,1610612756,PHX,28.0,1,1,0,1.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,-200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.69,1107.69,923.08,1107.73,0.0,0,0,0,0.0,0.0,0.0,438,375,1,1,489,465,465,465,479,482,482,481,482,482,307,233,307,290,380,406,1,1,364,382,431,431,1,4,4,356,364,419,364,419,364,PHX
Players,202687,Bismack Biyombo,Bismack,1610612756,PHX,29.0,10,7,3,0.7,1.4,127.1,135.5,135.5,99.4,90.3,90.3,27.7,45.2,45.2,0.2,2.0,20.0,0.182,0.0,0.074,10.0,9.9,1.0,0.847,0.222,0.224,107.37,108.77,90.64,108.77,0.209,31,4,4,0.4,0.4,1.0,269,211,139,67,402,70,29,29,117,90,90,73,40,40,85,74,104,14,380,235,361,360,9,45,92,114,92,130,130,36,204,290,155,332,1,PHX
Players,1628470,Torrey Craig,Torrey,1610612756,PHX,31.0,23,9,14,0.391,3.1,105.0,98.7,98.7,124.5,123.4,123.4,-19.5,-24.7,-24.7,0.024,0.5,4.8,0.088,0.13,0.108,9.5,9.6,0.294,0.336,0.113,0.121,104.65,108.19,90.16,108.19,0.018,150,5,17,0.2,0.7,0.294,137,173,401,346,172,282,313,313,381,411,411,356,383,383,293,205,295,73,188,132,357,356,326,343,308,309,121,138,138,337,175,136,266,210,303,PHX
Players,1626163,Frank Kaminsky,Frank,1610612756,PHX,29.0,2,2,0,1.0,3.7,118.7,130.8,130.8,33.3,30.8,30.8,85.4,100.0,100.0,0.167,1.0,25.0,0.0,0.167,0.111,25.0,25.0,0.5,0.5,0.214,0.209,85.85,84.8,70.67,84.8,0.167,13,1,2,0.5,1.0,0.5,408,339,1,1,75,126,42,42,22,23,23,22,12,12,109,149,59,290,113,113,463,463,177,246,105,133,462,475,475,63,299,335,107,126,116,PHX
Players,1629661,Cameron Johnson,Cameron,1610612756,PHX,26.0,25,22,3,0.88,1.7,145.5,127.6,127.6,94.0,93.0,93.0,51.5,34.6,34.6,0.083,0.0,17.6,0.0,0.119,0.077,0.0,0.0,0.875,0.863,0.122,0.132,108.54,116.45,97.04,116.45,0.148,105,7,12,0.3,0.5,0.583,111,10,139,38,371,27,49,49,82,105,105,41,54,54,213,233,132,290,214,221,1,1,41,42,287,285,83,74,74,92,146,176,229,313,86,PHX
Players,1629028,Deandre Ayton,Deandre,1610612756,PHX,23.0,28,22,6,0.786,3.2,135.8,136.1,136.1,103.0,102.8,102.8,32.8,33.4,33.4,0.014,0.2,3.3,0.059,0.202,0.145,16.7,16.6,0.818,0.826,0.137,0.142,98.29,98.28,81.9,98.28,0.121,191,18,22,0.6,0.8,0.818,79,10,239,52,137,40,26,26,158,209,209,57,57,57,304,231,302,122,66,63,436,436,53,50,245,260,265,353,353,136,56,120,69,192,39,PHX
Players,203901,Elfrid Payton,Elfrid,1610612756,PHX,28.0,2,2,0,1.0,0.3,0.0,0.0,0.0,173.6,166.7,166.7,-173.6,-166.7,-166.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.98,178.33,148.61,178.33,0.0,1,0,0,0.0,0.0,0.0,408,339,1,1,477,465,465,465,473,480,480,478,480,480,307,233,307,290,380,406,1,1,364,382,431,431,17,20,20,356,364,419,364,419,364,PHX
Players,1629013,Landry Shamet,Landry,1610612756,PHX,25.0,12,9,3,0.75,2.1,114.9,116.1,116.1,111.1,103.6,103.6,3.8,12.5,12.5,0.053,0.5,7.7,0.0,0.0,0.0,15.4,15.2,0.313,0.441,0.188,0.201,105.36,108.5,90.42,108.5,0.0,56,2,8,0.2,0.7,0.25,244,173,139,54,326,164,107,107,263,218,218,198,123,123,255,205,258,290,380,406,430,430,319,302,150,145,113,133,133,356,256,227,302,231,325,PHX
Players,1628382,Justin Jackson,Justin,1610612756,PHX,27.0,1,1,0,1.0,0.4,0.0,0.0,0.0,200.0,200.0,200.0,-200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,116.13,116.13,96.77,116.13,-0.5,1,0,1,0.0,1.0,0.0,438,375,1,1,459,465,465,465,479,482,482,481,482,482,307,233,307,290,380,406,1,1,364,382,1,1,44,76,76,492,364,364,364,126,364,PHX
Players,1628969,Mikal Bridges,Mikal,1610612756,PHX,25.0,39,32,7,0.821,3.0,136.5,132.6,132.6,96.8,97.6,97.6,39.7,35.0,35.0,0.074,3.5,15.2,0.064,0.085,0.076,4.3,4.4,0.688,0.706,0.131,0.139,103.86,105.01,87.51,105.01,0.108,264,21,32,0.5,0.8,0.656,5,1,255,43,188,38,38,38,104,134,134,50,52,52,226,34,159,111,290,226,245,244,80,90,257,267,131,187,187,158,40,86,101,181,70,PHX
Players,101108,Chris Paul,Chris,1610612756,PHX,37.0,29,25,4,0.862,3.1,143.8,138.4,138.4,84.5,86.4,86.4,59.2,52.0,52.0,0.507,5.67,34.0,0.015,0.145,0.098,6.0,6.1,0.614,0.689,0.303,0.312,101.14,102.03,85.02,102.03,0.3,198,25,44,0.9,1.5,0.568,70,3,177,39,170,28,23,23,60,73,73,33,35,35,3,6,32,268,154,165,279,282,112,96,40,44,188,239,239,12,26,48,38,61,94,PHX
Players,1626164,Devin Booker,Devin,1610612756,PHX,25.0,32,26,6,0.813,3.0,139.7,135.4,135.4,94.9,95.5,95.5,44.8,39.9,39.9,0.2,3.25,15.5,0.04,0.098,0.075,4.8,4.8,0.657,0.708,0.295,0.311,101.47,102.82,85.69,102.82,0.211,212,29,51,0.9,1.6,0.569,51,2,239,44,189,33,30,30,89,119,119,46,45,45,85,43,154,167,254,232,252,254,89,88,46,45,174,225,225,33,13,32,33,54,93,PHX
Players,1626166,Cameron Payne,Cameron,1610612756,PHX,27.0,9,5,4,0.556,3.5,122.7,119.7,119.7,117.9,109.9,109.9,4.9,9.8,9.8,0.261,2.0,25.0,0.0,0.111,0.065,12.5,12.1,0.5,0.6,0.254,0.276,98.28,103.16,85.97,103.16,0.107,66,5,11,0.6,1.2,0.455,279,247,177,178,95,100,83,83,342,290,290,188,147,147,56,74,59,290,219,268,401,397,177,157,71,64,266,217,217,161,175,194,91,93,167,PHX
