player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank
101187,Alan Anderson,Alan,1610612746,LAC,34.0,30,20,10,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,307,69,56,237,4,2,36,1,9,9,4,1,70,171,56,2,1,141
203085,Austin Rivers,Austin,1610612746,LAC,24.0,74,43,31,0.581,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,126,76,278,138,49,4,2,36,1,9,9,4,1,70,26,56,2,1,141
201933,Blake Griffin,Blake,1610612746,LAC,28.0,61,40,21,0.656,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,253,92,172,68,49,4,2,36,1,9,9,4,1,3,26,56,2,1,141
101138,Brandon Bass,Brandon,1610612746,LAC,32.0,52,29,23,0.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,215,190,148,237,4,2,36,1,9,9,4,1,70,171,56,2,1,141
1627744,Brice Johnson,Brice,1610612746,LAC,23.0,3,1,2,0.333,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471,464,13,392,2,4,2,36,1,9,9,4,1,70,171,56,2,1,141
101108,Chris Paul,Chris,1610612746,LAC,32.0,61,43,18,0.705,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,253,76,136,38,49,4,2,36,1,9,9,4,1,70,171,56,2,1,12
201599,DeAndre Jordan,DeAndre,1610612746,LAC,28.0,81,51,30,0.63,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,18,21,266,93,237,4,2,4,1,9,9,4,1,3,171,12,2,1,12
1627754,Diamond Stone,Diamond,1610612746,LAC,20.0,7,6,1,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453,426,1,2,237,4,2,36,1,9,9,4,1,70,171,56,2,1,141
200755,JJ Redick,JJ,1610612746,LAC,33.0,78,50,28,0.641,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,35,234,79,49,4,2,36,1,9,9,4,1,70,171,56,2,1,141
2037,Jamal Crawford,Jamal,1610612746,LAC,37.0,82,51,31,0.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,278,100,237,4,2,36,1,9,9,4,1,70,171,56,2,1,141
201601,Luc Mbah a Moute,Luc,1610612746,LAC,30.0,80,49,31,0.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,43,278,111,237,4,2,36,1,9,9,4,1,70,171,56,2,1,141
201578,Marreese Speights,Marreese,1610612746,LAC,29.0,82,51,31,0.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,278,100,237,4,2,36,1,9,9,4,1,70,171,56,2,1,141
1718,Paul Pierce,Paul,1610612746,LAC,39.0,25,16,9,0.64,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,395,345,61,82,10,4,2,36,1,9,9,4,1,70,171,56,2,1,12
101109,Raymond Felton,Raymond,1610612746,LAC,33.0,80,50,30,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,35,266,96,237,4,2,36,1,9,9,4,1,70,171,56,2,1,141
202325,Wesley Johnson,Wesley,1610612746,LAC,29.0,68,40,28,0.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,92,234,131,237,4,2,36,1,9,9,4,1,70,171,56,2,1,141
