season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612761,TOR,Toronto Raptors,22201221,2023-04-09,TOR vs. MIL,W,48.0,0.653,0.347,0.612,0.083,0.273,0.174,0.116,0.19,0.529,0.622,0.378,0.545,0.455,0.604,0.396,0,0,0,0,159,753,1703,347,967,1695,422,2016,511,384,364,2093,2390,62,1252,1200,1,2022,2023,True,TOR,MIL,APR
2022-23,1610612761,TOR,Toronto Raptors,22201206,2023-04-07,TOR @ BOS,L,48.0,0.667,0.333,0.608,0.059,0.265,0.147,0.127,0.206,0.549,0.452,0.548,0.778,0.222,0.525,0.475,0,0,0,0,159,566,1857,380,1464,1781,768,1818,349,263,1701,744,1665,727,1952,497,1,2022,2023,False,BOS,TOR,APR
2022-23,1610612761,TOR,Toronto Raptors,22201192,2023-04-05,TOR @ BOS,L,48.0,0.633,0.367,0.667,0.108,0.194,0.215,0.14,0.226,0.559,0.484,0.516,0.833,0.167,0.541,0.459,0,0,0,0,159,1015,1440,104,552,2266,138,1606,188,219,1431,1011,1259,1078,1836,617,1,2022,2023,False,BOS,TOR,APR
2022-23,1610612761,TOR,Toronto Raptors,22201176,2023-04-04,TOR @ CHA,W,48.0,0.625,0.375,0.45,0.033,0.375,0.167,0.175,0.183,0.417,0.556,0.444,0.8,0.2,0.643,0.357,0,0,0,0,159,1126,1320,1913,2058,653,484,908,598,1482,828,1602,1512,843,823,1619,1,2022,2023,False,CHA,TOR,APR
2022-23,1610612761,TOR,Toronto Raptors,22201163,2023-04-02,TOR @ CHA,W,48.0,0.731,0.269,0.75,0.047,0.188,0.172,0.063,0.219,0.703,0.667,0.333,0.75,0.25,0.679,0.321,0,0,0,0,159,123,2336,4,1773,2291,437,2425,237,3,180,2243,1794,544,538,1923,1,2022,2023,False,CHA,TOR,APR
2022-23,1610612761,TOR,Toronto Raptors,22201150,2023-03-31,TOR @ PHI,L,48.0,0.69,0.31,0.618,0.127,0.218,0.164,0.164,0.2,0.491,0.559,0.441,0.875,0.125,0.619,0.381,0,0,0,0,159,377,2076,308,329,2145,526,1152,398,698,811,1635,993,1403,1076,1367,1,2022,2023,False,PHI,TOR,MAR
2022-23,1610612761,TOR,Toronto Raptors,22201132,2023-03-28,TOR vs. MIA,W,48.0,0.613,0.387,0.698,0.113,0.226,0.217,0.075,0.189,0.585,0.649,0.351,1.0,0.0,0.711,0.289,0,0,0,0,159,1262,1191,51,478,2090,125,2388,531,113,249,2207,1,2049,292,2163,1,2022,2023,True,TOR,MIA,MAR
2022-23,1610612761,TOR,Toronto Raptors,22201119,2023-03-26,TOR vs. WAS,W,48.0,0.684,0.316,0.596,0.123,0.289,0.246,0.114,0.219,0.474,0.441,0.559,0.636,0.364,0.489,0.511,0,0,0,0,159,432,2028,461,375,1517,42,2043,233,879,1794,655,2260,182,2165,289,1,2022,2023,True,TOR,WAS,MAR
2022-23,1610612761,TOR,Toronto Raptors,22201099,2023-03-24,TOR vs. DET,W,48.0,0.598,0.402,0.475,0.102,0.331,0.203,0.195,0.22,0.373,0.5,0.5,0.846,0.154,0.61,0.39,0,0,0,0,159,1436,1021,1689,644,1072,192,575,221,1922,1223,1079,1186,1214,1176,1258,1,2022,2023,True,TOR,DET,MAR
2022-23,1610612761,TOR,Toronto Raptors,22201085,2023-03-22,TOR vs. IND,L,48.0,0.618,0.382,0.561,0.088,0.184,0.096,0.254,0.184,0.474,0.469,0.531,0.857,0.143,0.538,0.462,0,0,0,0,159,1211,1243,784,862,2311,1616,87,580,879,1573,869,1098,1281,1849,593,1,2022,2023,True,TOR,IND,MAR
2022-23,1610612761,TOR,Toronto Raptors,22201068,2023-03-19,TOR @ MIL,L,48.0,0.657,0.343,0.541,0.144,0.378,0.135,0.081,0.153,0.396,0.433,0.567,0.857,0.143,0.568,0.432,0,0,0,0,159,687,1771,996,214,629,950,2359,1097,1697,1857,591,1098,1281,1589,858,1,2022,2023,False,MIL,TOR,MAR
2022-23,1610612761,TOR,Toronto Raptors,22201058,2023-03-18,TOR vs. MIN,W,48.0,0.7,0.3,0.639,0.115,0.221,0.148,0.139,0.139,0.525,0.385,0.615,0.889,0.111,0.479,0.521,0,0,0,0,159,299,2152,201,464,2121,761,1612,1329,414,2126,326,882,1493,2223,236,1,2022,2023,True,TOR,MIN,MAR
2022-23,1610612761,TOR,Toronto Raptors,22201044,2023-03-16,TOR vs. OKC,W,48.0,0.67,0.33,0.516,0.125,0.328,0.18,0.156,0.148,0.391,0.545,0.455,0.786,0.214,0.617,0.383,0,0,0,0,159,559,1900,1250,346,1097,364,1284,1172,1742,902,1533,1631,800,1108,1345,1,2022,2023,True,TOR,OKC,MAR
2022-23,1610612761,TOR,Toronto Raptors,22201029,2023-03-14,TOR vs. DEN,W,48.0,0.677,0.323,0.592,0.08,0.288,0.2,0.12,0.2,0.512,0.432,0.568,0.75,0.25,0.51,0.49,0,0,0,0,159,491,1965,499,1014,1541,208,1939,398,517,1871,581,1794,544,2074,383,1,2022,2023,True,TOR,DEN,MAR
2022-23,1610612761,TOR,Toronto Raptors,22201003,2023-03-10,TOR @ LAL,L,48.0,0.696,0.304,0.643,0.054,0.268,0.179,0.089,0.232,0.589,0.556,0.444,0.9,0.1,0.63,0.37,0,0,0,0,159,334,2123,186,1583,1740,372,2306,160,98,828,1602,783,1591,959,1493,1,2022,2023,False,LAL,TOR,MAR
2022-23,1610612761,TOR,Toronto Raptors,22200991,2023-03-08,TOR @ LAC,L,48.0,0.667,0.333,0.48,0.06,0.39,0.1,0.13,0.19,0.42,0.417,0.583,0.846,0.154,0.568,0.432,0,0,0,0,159,566,1857,1637,1444,553,1529,1789,513,1442,1965,483,1186,1214,1604,851,1,2022,2023,False,LAC,TOR,MAR
2022-23,1610612761,TOR,Toronto Raptors,22200975,2023-03-06,TOR @ DEN,L,48.0,0.686,0.314,0.584,0.159,0.265,0.088,0.15,0.159,0.425,0.606,0.394,0.9,0.1,0.674,0.326,0,0,0,0,159,415,2044,563,136,1768,1765,1401,980,1384,476,1975,783,1591,566,1881,1,2022,2023,False,DEN,TOR,MAR
2022-23,1610612761,TOR,Toronto Raptors,22200956,2023-03-04,TOR @ WAS,W,53.0,0.667,0.333,0.603,0.19,0.31,0.164,0.086,0.293,0.414,0.543,0.457,0.917,0.083,0.638,0.362,0,0,0,0,21,566,1857,408,60,1285,519,2331,18,1503,929,1521,623,1766,880,1573,1,2022,2023,False,WAS,TOR,MAR
2022-23,1610612761,TOR,Toronto Raptors,22200942,2023-03-02,TOR @ WAS,L,48.0,0.641,0.359,0.593,0.074,0.25,0.037,0.157,0.194,0.519,0.625,0.375,0.889,0.111,0.683,0.317,0,0,0,0,159,919,1535,493,1147,1897,2360,1256,460,458,343,2098,882,1493,502,1947,1,2022,2023,False,WAS,TOR,MAR
2022-23,1610612761,TOR,Toronto Raptors,22200925,2023-02-28,TOR vs. CHI,W,48.0,0.553,0.447,0.442,0.038,0.433,0.058,0.125,0.202,0.404,0.565,0.435,0.867,0.133,0.684,0.316,0,0,0,0,159,1916,544,1975,1886,291,2187,1855,382,1607,759,1691,1060,1369,484,1960,1,2022,2023,True,TOR,CHI,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200914,2023-02-26,TOR @ CLE,L,48.0,0.731,0.269,0.581,0.129,0.29,0.065,0.129,0.14,0.452,0.444,0.556,0.778,0.222,0.528,0.472,0,0,0,0,159,120,2339,590,320,1506,2100,1797,1322,1104,1756,669,1665,727,1930,521,1,2022,2023,False,CLE,TOR,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200903,2023-02-25,TOR @ DET,W,48.0,0.705,0.295,0.547,0.042,0.221,0.126,0.232,0.116,0.505,0.615,0.385,0.857,0.143,0.667,0.333,0,0,0,0,159,267,2190,925,1827,2123,1084,194,1752,563,398,2050,1098,1281,603,1793,1,2022,2023,False,DET,TOR,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200890,2023-02-23,TOR vs. NOP,W,48.0,0.663,0.337,0.591,0.052,0.235,0.217,0.174,0.183,0.539,0.324,0.676,0.667,0.333,0.395,0.605,0,0,0,0,159,610,1848,502,1645,2032,122,928,607,326,2339,120,2161,217,2424,37,1,2022,2023,True,TOR,NOP,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200868,2023-02-14,TOR vs. ORL,W,48.0,0.711,0.289,0.683,0.081,0.195,0.179,0.122,0.236,0.602,0.595,0.405,0.75,0.25,0.62,0.38,0,0,0,0,159,225,2232,77,992,2263,368,1905,142,73,536,1924,1794,544,1070,1386,1,2022,2023,True,TOR,ORL,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200856,2023-02-12,TOR vs. DET,W,48.0,0.655,0.345,0.521,0.101,0.277,0.151,0.202,0.118,0.42,0.387,0.613,0.818,0.182,0.5,0.5,0,0,0,0,159,712,1742,1197,654,1662,686,466,1713,1433,2113,336,1414,981,2083,311,1,2022,2023,True,TOR,DET,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200839,2023-02-10,TOR vs. UTA,L,48.0,0.626,0.374,0.5,0.086,0.31,0.19,0.19,0.181,0.414,0.586,0.414,0.917,0.083,0.683,0.317,0,0,0,0,159,1113,1342,1401,886,1285,276,658,623,1503,611,1835,623,1766,502,1947,1,2022,2023,True,TOR,UTA,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200826,2023-02-08,TOR vs. SAS,W,48.0,0.682,0.318,0.589,0.143,0.268,0.241,0.143,0.196,0.446,0.364,0.636,0.9,0.1,0.488,0.512,0,0,0,0,159,450,2003,518,223,1740,48,1530,433,1156,2213,240,783,1591,2173,280,1,2022,2023,True,TOR,SAS,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200805,2023-02-05,TOR @ MEM,W,48.0,0.644,0.356,0.623,0.038,0.311,0.142,0.066,0.274,0.585,0.455,0.545,0.818,0.182,0.545,0.455,0,0,0,0,159,896,1564,279,1908,1276,863,2417,36,113,1673,763,1414,981,1789,648,1,2022,2023,False,MEM,TOR,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200789,2023-02-03,TOR @ HOU,W,48.0,0.567,0.433,0.444,0.12,0.385,0.171,0.171,0.12,0.325,0.308,0.692,0.867,0.133,0.512,0.488,0,0,0,0,159,1795,660,1950,411,587,447,992,1669,2260,2374,81,1060,1369,2044,408,1,2022,2023,False,HOU,TOR,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200776,2023-02-01,TOR @ UTA,L,48.0,0.791,0.209,0.625,0.094,0.234,0.219,0.141,0.148,0.531,0.5,0.5,0.7,0.3,0.54,0.46,0,0,0,0,159,9,2452,265,759,2038,112,1583,1172,367,1223,1079,2081,346,1845,613,1,2022,2023,False,UTA,TOR,FEB
2022-23,1610612761,TOR,Toronto Raptors,22200762,2023-01-30,TOR @ PHX,L,48.0,0.629,0.371,0.585,0.075,0.255,0.17,0.16,0.179,0.509,0.387,0.613,0.778,0.222,0.475,0.525,0,0,0,0,159,1070,1384,554,1106,1865,455,1204,654,529,2113,336,1665,727,2242,210,1,2022,2023,False,PHX,TOR,JAN
