close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1630530,Trey Murphy III,1610612740,NOP,F,24.0,4,4,1.0,7.0,16.75,0.418,0.515,-0.097
203468,CJ McCollum,1610612740,NOP,G,32.0,4,4,1.0,8.5,15.75,0.54,0.5,0.039
1627742,Brandon Ingram,1610612740,NOP,F,26.0,4,4,1.0,5.75,13.25,0.434,0.501,-0.067
202685,Jonas Valančiūnas,1610612740,NOP,C,32.0,4,4,1.0,5.75,12.5,0.46,0.508,-0.048
1630529,Herbert Jones,1610612740,NOP,F,25.0,4,4,1.0,3.75,9.5,0.395,0.509,-0.114
1630230,Naji Marshall,1610612740,NOP,F,26.0,4,4,1.0,4.75,8.25,0.576,0.51,0.066
1626204,Larry Nance Jr.,1610612740,NOP,F-C,31.0,4,4,1.0,5.5,7.5,0.733,0.507,0.226
1630631,Jose Alvarado,1610612740,NOP,G,26.0,4,4,1.0,2.0,4.25,0.471,0.503,-0.033
1630700,Dyson Daniels,1610612740,NOP,G,21.0,3,3,1.0,1.67,2.33,0.714,0.512,0.202
1630526,Jeremiah Robinson-Earl,1610612740,NOP,F,23.0,1,1,1.0,1.0,2.0,0.5,0.499,0.002
1630346,Matt Ryan,1610612740,NOP,F,27.0,1,1,1.0,1.0,1.0,1.0,0.554,0.446
1641722,Jordan Hawkins,1610612740,NOP,G,22.0,3,3,1.0,0.33,1.0,0.333,0.515,-0.182
