close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1629647,Darius Bazley,1610612760,OKC,F,22.0,69,69,0.601,342,593,0.577,0.538,0.039
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G,23.0,56,56,0.562,231,443,0.521,0.533,-0.012
1630581,Josh Giddey,1610612760,OKC,G,19.0,54,54,0.632,222,416,0.534,0.536,-0.002
1630526,Jeremiah Robinson-Earl,1610612760,OKC,F,21.0,49,48,0.693,208,392,0.531,0.549,-0.018
1629676,Isaiah Roby,1610612760,OKC,F,24.0,45,44,0.759,208,368,0.565,0.554,0.011
1630197,Aleksej Pokusevski,1610612760,OKC,F,20.0,61,60,0.6,194,353,0.55,0.543,0.007
1629652,Luguentz Dort,1610612760,OKC,G,23.0,51,51,0.518,184,335,0.549,0.522,0.027
1630598,Aaron Wiggins,1610612760,OKC,G,23.0,50,49,0.626,187,323,0.579,0.525,0.054
1630544,Tre Mann,1610612760,OKC,G,21.0,60,57,0.6,159,290,0.548,0.518,0.03
1630177,Theo Maledon,1610612760,OKC,G,21.0,47,45,0.65,137,251,0.546,0.52,0.026
202324,Derrick Favors,1610612760,OKC,F,30.0,39,39,0.728,115,227,0.507,0.548,-0.041
1629026,Kenrich Williams,1610612760,OKC,G-F,27.0,49,49,0.609,115,226,0.509,0.525,-0.016
203488,Mike Muscala,1610612760,OKC,F-C,30.0,42,42,0.757,99,218,0.454,0.542,-0.088
1630249,Vít Krejčí,1610612760,OKC,G,22.0,29,29,0.61,96,169,0.568,0.53,0.038
1629660,Ty Jerome,1610612760,OKC,G-F,24.0,45,43,0.609,83,151,0.55,0.521,0.028
1630846,Olivier Sarr,1610612760,OKC,C,23.0,21,21,0.691,74,130,0.569,0.535,0.034
1630322,Lindy Waters III,1610612760,OKC,F,24.0,24,23,0.56,45,102,0.441,0.528,-0.087
1629603,Mamadi Diakite,1610612760,OKC,F,25.0,13,13,0.83,48,83,0.578,0.559,0.019
1629658,Jaylen Hoard,1610612760,OKC,F,23.0,6,6,0.708,35,63,0.556,0.536,0.02
1630285,Zavier Simpson,1610612760,OKC,G,25.0,4,4,0.568,17,42,0.405,0.529,-0.124
1630686,Georgios Kalaitzakis,1610612760,OKC,F,23.0,9,9,0.524,20,33,0.606,0.522,0.084
1628778,Paul Watson,1610612760,OKC,G,27.0,8,6,0.566,23,30,0.767,0.542,0.225
1628982,Melvin Frazier Jr.,1610612760,OKC,G-F,25.0,3,3,0.607,10,17,0.588,0.515,0.073
1630466,Gabriel Deck,1610612760,OKC,F,27.0,7,6,0.538,7,14,0.5,0.532,-0.032
203816,Scotty Hopson,1610612760,OKC,G-F,32.0,1,1,0.571,1,4,0.25,0.5,-0.25
1630306,Rob Edwards,1610612760,OKC,G,25.0,2,1,0.6,1,3,0.333,0.148,0.186
