season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2021-22,1610612743,DEN,Denver Nuggets,22101220,2022-04-10,DEN vs. LAL,L,53.0,21.0,8.0,21.0,54.0,16.0,16.0,21.0,52.0,0,0,0,0,15,482,1945,219,513,1179,1649,2192,1630,1,2021,2022,True,DEN,LAL,APR
2021-22,1610612743,DEN,Denver Nuggets,22101201,2022-04-07,DEN vs. MEM,W,48.0,20.0,15.0,20.0,56.0,17.0,12.0,9.0,54.0,0,0,0,0,117,601,813,270,389,1307,975,695,1788,1,2021,2022,True,DEN,MEM,APR
2021-22,1610612743,DEN,Denver Nuggets,22101186,2022-04-05,DEN vs. SAS,L,48.0,12.0,12.0,17.0,56.0,17.0,9.0,13.0,54.0,0,0,0,0,117,1741,1311,503,389,1307,517,1330,1788,1,2021,2022,True,DEN,SAS,APR
2021-22,1610612743,DEN,Denver Nuggets,22101168,2022-04-03,DEN @ LAL,W,48.0,18.0,8.0,13.0,60.0,15.0,8.0,18.0,68.0,0,0,0,0,117,845,1945,996,223,1036,380,1959,2381,1,2021,2022,False,LAL,DEN,APR
2021-22,1610612743,DEN,Denver Nuggets,22101159,2022-04-01,DEN vs. MIN,L,48.0,18.0,19.0,18.0,62.0,30.0,17.0,22.0,44.0,0,0,0,0,117,845,358,412,162,2400,1800,2243,849,1,2021,2022,True,DEN,MIN,APR
2021-22,1610612743,DEN,Denver Nuggets,22101137,2022-03-30,DEN @ IND,W,48.0,13.0,13.0,15.0,68.0,25.0,23.0,13.0,58.0,0,0,0,0,117,1595,1121,715,51,2230,2318,1330,2073,1,2021,2022,False,IND,DEN,MAR
2021-22,1610612743,DEN,Denver Nuggets,22101122,2022-03-28,DEN @ CHA,W,48.0,19.0,32.0,16.0,54.0,17.0,13.0,17.0,58.0,0,0,0,0,117,709,7,597,513,1307,1151,1865,2073,1,2021,2022,False,CHA,DEN,MAR
2021-22,1610612743,DEN,Denver Nuggets,22101113,2022-03-26,DEN vs. OKC,W,48.0,19.0,11.0,23.0,64.0,22.0,8.0,20.0,46.0,0,0,0,0,117,709,1487,137,110,1980,380,2125,1016,1,2021,2022,True,DEN,OKC,MAR
2021-22,1610612743,DEN,Denver Nuggets,22101099,2022-03-24,DEN vs. PHX,L,48.0,9.0,21.0,17.0,58.0,30.0,8.0,6.0,58.0,0,0,0,0,117,2125,200,503,301,2400,380,292,2073,1,2021,2022,True,DEN,PHX,MAR
2021-22,1610612743,DEN,Denver Nuggets,22101083,2022-03-22,DEN vs. LAC,W,48.0,6.0,13.0,11.0,42.0,14.0,4.0,14.0,48.0,0,0,0,0,117,2357,1121,1283,1613,867,53,1466,1246,1,2021,2022,True,DEN,LAC,MAR
2021-22,1610612743,DEN,Denver Nuggets,22101068,2022-03-20,DEN vs. BOS,L,48.0,16.0,13.0,20.0,36.0,14.0,7.0,7.0,44.0,0,0,0,0,117,1155,1121,270,2085,867,270,422,849,1,2021,2022,True,DEN,BOS,MAR
2021-22,1610612743,DEN,Denver Nuggets,22101049,2022-03-18,DEN @ CLE,L,53.0,18.0,15.0,14.0,66.0,29.0,19.0,17.0,58.0,0,0,0,0,15,845,813,848,81,2381,2014,1865,2073,1,2021,2022,False,CLE,DEN,MAR
2021-22,1610612743,DEN,Denver Nuggets,22101035,2022-03-16,DEN @ WAS,W,48.0,14.0,5.0,4.0,56.0,9.0,14.0,19.0,64.0,0,0,0,0,117,1426,2291,2260,389,226,1341,2050,2300,1,2021,2022,False,WAS,DEN,MAR
2021-22,1610612743,DEN,Denver Nuggets,22101022,2022-03-14,DEN @ PHI,W,48.0,14.0,4.0,29.0,48.0,16.0,4.0,11.0,40.0,0,0,0,0,117,1426,2349,17,1031,1179,53,989,507,1,2021,2022,False,PHI,DEN,MAR
2021-22,1610612743,DEN,Denver Nuggets,22101009,2022-03-12,DEN vs. TOR,L,48.0,8.0,11.0,12.0,56.0,31.0,30.0,18.0,64.0,0,0,0,0,117,2236,1487,1132,389,2415,2447,1959,2300,1,2021,2022,True,DEN,TOR,MAR
2021-22,1610612743,DEN,Denver Nuggets,22100994,2022-03-10,DEN vs. GSW,L,48.0,10.0,21.0,14.0,48.0,26.0,9.0,12.0,44.0,0,0,0,0,117,2010,200,848,1031,2285,517,1179,849,1,2021,2022,True,DEN,GSW,MAR
2021-22,1610612743,DEN,Denver Nuggets,22100991,2022-03-09,DEN @ SAC,W,48.0,14.0,10.0,7.0,58.0,23.0,9.0,8.0,48.0,0,0,0,0,117,1426,1624,1922,301,2082,517,540,1246,1,2021,2022,False,SAC,DEN,MAR
2021-22,1610612743,DEN,Denver Nuggets,22100528,2022-03-07,DEN vs. GSW,W,48.0,24.0,12.0,22.0,66.0,8.0,5.0,20.0,52.0,0,0,0,0,117,232,1311,176,81,156,113,2125,1630,1,2021,2022,True,DEN,GSW,MAR
2021-22,1610612743,DEN,Denver Nuggets,22100967,2022-03-06,DEN vs. NOP,W,53.0,17.0,16.0,24.0,60.0,22.0,9.0,12.0,42.0,0,0,0,0,15,1001,662,102,223,1980,517,1179,672,1,2021,2022,True,DEN,NOP,MAR
2021-22,1610612743,DEN,Denver Nuggets,22100952,2022-03-04,DEN vs. HOU,W,48.0,20.0,14.0,11.0,40.0,12.0,19.0,10.0,50.0,0,0,0,0,117,601,962,1283,1790,574,2014,822,1431,1,2021,2022,True,DEN,HOU,MAR
2021-22,1610612743,DEN,Denver Nuggets,22100938,2022-03-02,DEN vs. OKC,L,48.0,20.0,11.0,8.0,54.0,25.0,10.0,18.0,46.0,0,0,0,0,117,601,1487,1767,513,2230,667,1959,1016,1,2021,2022,True,DEN,OKC,MAR
2021-22,1610612743,DEN,Denver Nuggets,22100918,2022-02-27,DEN @ POR,W,48.0,21.0,14.0,26.0,62.0,15.0,12.0,18.0,54.0,0,0,0,0,117,482,962,57,162,1036,975,1959,1788,1,2021,2022,False,POR,DEN,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100911,2022-02-26,DEN vs. SAC,W,48.0,16.0,8.0,11.0,28.0,20.0,5.0,12.0,52.0,0,0,0,0,117,1155,1945,1283,2384,1753,113,1179,1630,1,2021,2022,True,DEN,SAC,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100895,2022-02-24,DEN @ SAC,W,48.0,18.0,11.0,10.0,56.0,10.0,8.0,7.0,52.0,0,0,0,0,117,845,1487,1473,389,337,380,422,1630,1,2021,2022,False,SAC,DEN,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100883,2022-02-16,DEN @ GSW,W,48.0,15.0,10.0,5.0,54.0,24.0,9.0,18.0,50.0,0,0,0,0,117,1283,1624,2170,513,2154,517,1959,1431,1,2021,2022,False,GSW,DEN,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100864,2022-02-14,DEN vs. ORL,W,48.0,17.0,14.0,20.0,40.0,29.0,18.0,17.0,50.0,0,0,0,0,117,1001,962,270,1790,2381,1927,1865,1431,1,2021,2022,True,DEN,ORL,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100850,2022-02-12,DEN @ TOR,W,48.0,10.0,15.0,22.0,46.0,22.0,11.0,20.0,52.0,0,0,0,0,117,2010,813,176,1216,1980,838,2125,1630,1,2021,2022,False,TOR,DEN,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100842,2022-02-11,DEN @ BOS,L,48.0,13.0,18.0,12.0,46.0,22.0,20.0,14.0,54.0,0,0,0,0,117,1595,448,1132,1216,1980,2104,1466,1788,1,2021,2022,False,BOS,DEN,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100821,2022-02-08,DEN vs. NYK,W,48.0,19.0,16.0,21.0,54.0,13.0,18.0,8.0,54.0,0,0,0,0,117,709,662,219,513,721,1927,540,1788,1,2021,2022,True,DEN,NYK,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100804,2022-02-06,DEN vs. BKN,W,48.0,13.0,13.0,10.0,64.0,12.0,13.0,18.0,32.0,0,0,0,0,117,1595,1121,1473,110,574,1151,1959,103,1,2021,2022,True,DEN,BKN,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100794,2022-02-04,DEN vs. NOP,L,48.0,21.0,14.0,7.0,32.0,13.0,6.0,13.0,60.0,0,0,0,0,117,482,962,1922,2294,721,171,1330,2161,1,2021,2022,True,DEN,NOP,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100779,2022-02-02,DEN @ UTA,L,48.0,8.0,12.0,6.0,42.0,20.0,13.0,11.0,64.0,0,0,0,0,117,2236,1311,2040,1613,1753,1151,989,2300,1,2021,2022,False,UTA,DEN,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100770,2022-02-01,DEN @ MIN,L,48.0,13.0,13.0,11.0,42.0,13.0,19.0,11.0,46.0,0,0,0,0,117,1595,1121,1283,1613,721,2014,989,1016,1,2021,2022,False,MIN,DEN,FEB
2021-22,1610612743,DEN,Denver Nuggets,22100756,2022-01-30,DEN @ MIL,W,48.0,27.0,11.0,15.0,44.0,11.0,4.0,5.0,44.0,0,0,0,0,117,107,1487,715,1446,452,53,202,849,1,2021,2022,False,MIL,DEN,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100729,2022-01-28,DEN @ NOP,W,48.0,22.0,12.0,14.0,46.0,26.0,20.0,7.0,56.0,0,0,0,0,117,380,1311,848,1216,2285,2104,422,1949,1,2021,2022,False,NOP,DEN,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100453,2022-01-26,DEN @ BKN,W,48.0,15.0,20.0,11.0,46.0,11.0,12.0,11.0,42.0,0,0,0,0,117,1283,282,1283,1216,452,975,989,672,1,2021,2022,False,BKN,DEN,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100714,2022-01-25,DEN @ DET,W,48.0,7.0,15.0,6.0,48.0,38.0,8.0,9.0,56.0,0,0,0,0,117,2306,813,2040,1031,2454,380,695,1949,1,2021,2022,False,DET,DEN,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100707,2022-01-23,DEN vs. DET,W,48.0,28.0,10.0,12.0,60.0,12.0,4.0,9.0,48.0,0,0,0,0,117,81,1624,1132,223,574,53,695,1246,1,2021,2022,True,DEN,DET,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100692,2022-01-21,DEN vs. MEM,L,48.0,17.0,14.0,15.0,48.0,14.0,15.0,16.0,58.0,0,0,0,0,117,1001,962,715,1031,867,1500,1747,2073,1,2021,2022,True,DEN,MEM,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100678,2022-01-19,DEN vs. LAC,W,53.0,16.0,23.0,24.0,64.0,16.0,23.0,11.0,64.0,0,0,0,0,15,1155,110,102,110,1179,2318,989,2300,1,2021,2022,True,DEN,LAC,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100653,2022-01-16,DEN vs. UTA,L,48.0,10.0,9.0,14.0,52.0,13.0,15.0,15.0,54.0,0,0,0,0,117,2010,1795,848,674,721,1500,1614,1788,1,2021,2022,True,DEN,UTA,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100649,2022-01-15,DEN vs. LAL,W,48.0,12.0,15.0,23.0,44.0,7.0,7.0,9.0,50.0,0,0,0,0,117,1741,813,137,1446,105,270,695,1431,1,2021,2022,True,DEN,LAL,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100631,2022-01-13,DEN vs. POR,W,48.0,23.0,11.0,12.0,58.0,17.0,8.0,19.0,46.0,0,0,0,0,117,308,1487,1132,301,1307,380,2050,1016,1,2021,2022,True,DEN,POR,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100616,2022-01-11,DEN @ LAC,L,48.0,12.0,12.0,13.0,48.0,22.0,3.0,13.0,36.0,0,0,0,0,117,1741,1311,996,1031,1980,30,1330,256,1,2021,2022,False,LAC,DEN,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100601,2022-01-09,DEN @ OKC,W,48.0,8.0,14.0,7.0,46.0,14.0,16.0,13.0,52.0,0,0,0,0,117,2236,962,1922,1216,867,1649,1330,1630,1,2021,2022,False,OKC,DEN,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100588,2022-01-07,DEN vs. SAC,W,48.0,18.0,5.0,16.0,70.0,16.0,11.0,10.0,44.0,0,0,0,0,117,845,2291,597,34,1179,838,822,849,1,2021,2022,True,DEN,SAC,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100575,2022-01-05,DEN vs. UTA,L,48.0,6.0,8.0,6.0,56.0,12.0,8.0,4.0,58.0,0,0,0,0,117,2357,1945,2040,389,574,380,108,2073,1,2021,2022,True,DEN,UTA,JAN
2021-22,1610612743,DEN,Denver Nuggets,22100558,2022-01-03,DEN @ DAL,L,48.0,14.0,12.0,10.0,44.0,28.0,2.0,2.0,34.0,0,0,0,0,117,1426,1311,1473,1446,2355,13,32,168,1,2021,2022,False,DAL,DEN,JAN
