group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1629752,Juwan Morgan,Juwan,1610612762,UTA,24.0,1,0,1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,406,405,25,405,415,225,217,150,305,1,434,1,3,180,1,1,319,414,UTA
Players,204060,Joe Ingles,Joe,1610612762,UTA,33.0,25,12,13,0.48,2.0,0.0,0.0,0.2,0.1,0.4,0.4,0.2,1.4,0.0,0.0,0.1,0.1,1.3,87,93,369,223,310,225,217,50,298,109,137,147,358,180,1,107,300,309,UTA
Players,101141,Ersan Ilyasova,Ersan,1610612762,UTA,34.0,1,0,1,0.0,6.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,2.4,406,405,25,405,4,225,217,150,305,1,444,1,3,180,1,454,319,176,UTA
Players,1629744,Matt Thomas,Matt,1610612762,UTA,26.0,1,0,1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,405,25,405,444,225,217,150,305,1,1,1,428,180,1,1,319,414,UTA
Players,203497,Rudy Gobert,Rudy,1610612762,UTA,29.0,29,17,12,0.586,2.8,0.2,0.5,0.0,1.0,0.8,0.8,0.1,1.7,0.2,0.1,0.3,0.4,3.4,46,26,349,109,209,117,23,150,40,207,249,140,330,20,333,289,102,90,UTA
Players,202711,Bojan Bogdanović,Bojan,1610612762,UTA,32.0,28,16,12,0.571,2.7,0.5,0.1,0.3,0.1,0.8,0.9,0.2,2.1,0.0,0.1,0.1,0.3,1.9,58,40,349,125,218,30,156,32,300,215,283,163,251,180,335,117,136,232,UTA
Players,1626220,Royce O'Neale,Royce,1610612762,UTA,28.0,30,17,13,0.567,2.9,0.0,0.0,0.0,0.1,0.8,0.9,0.1,2.1,0.0,0.0,0.3,0.1,1.8,38,26,369,133,193,225,217,150,279,208,303,138,252,180,1,225,265,243,UTA
Players,202324,Derrick Favors,Derrick,1610612762,UTA,29.0,13,6,7,0.462,0.3,0.0,0.0,0.0,0.3,0.2,0.2,0.2,0.3,0.0,0.0,0.0,0.1,0.4,218,214,238,231,442,225,217,150,204,80,96,145,426,180,1,1,301,397,UTA
Players,1627777,Georges Niang,Georges,1610612762,UTA,28.0,3,1,2,0.333,2.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.3,0.0,1.3,363,351,79,330,226,225,217,150,305,97,1,1,408,180,1,269,319,307,UTA
Players,1628378,Donovan Mitchell,Donovan,1610612762,UTA,24.0,22,13,9,0.591,2.6,0.1,0.3,0.2,0.9,0.9,0.9,0.3,1.7,0.0,0.0,0.5,0.5,4.0,121,77,289,107,235,200,67,71,58,228,291,183,320,180,297,360,56,61,UTA
Players,201144,Mike Conley,Mike,1610612762,UTA,33.0,22,12,10,0.545,2.7,0.3,0.4,0.1,0.8,0.7,0.6,0.2,1.7,0.0,0.0,0.3,0.5,3.4,121,93,302,148,217,74,39,92,81,174,198,150,320,180,1,228,67,89,UTA
Players,203903,Jordan Clarkson,Jordan,1610612762,UTA,29.0,14,6,8,0.429,1.8,0.0,0.2,0.4,0.3,0.6,0.7,0.0,1.7,0.0,0.1,0.1,0.4,1.9,205,214,264,265,335,225,113,18,212,146,230,1,322,180,335,117,112,237,UTA
