season,team,team_id,sos_v1,win_pct
2018-19,ATL,1610612737,0.07138607971445572,0.354
2018-19,BOS,1610612738,-0.16939321832242712,0.598
2018-19,CLE,1610612739,-0.06766805472932777,0.232
2018-19,NOP,1610612740,-0.08551457465794167,0.402
2018-19,CHI,1610612741,0.1983938132064247,0.268
2018-19,DAL,1610612742,0.3426531826293873,0.402
2018-19,DEN,1610612743,0.2804878048780488,0.659
2018-19,GSW,1610612744,-0.3011600237953599,0.695
2018-19,HOU,1610612745,-0.2229327781082689,0.646
2018-19,LAC,1610612746,-0.06513979773944073,0.585
2018-19,LAL,1610612747,0.2642772159428912,0.451
2018-19,MIA,1610612748,-0.101279000594884,0.476
2018-19,MIL,1610612749,-0.16775728732897083,0.732
2018-19,MIN,1610612750,0.0742117787031529,0.439
2018-19,BKN,1610612751,0.15719809637120763,0.512
2018-19,NYK,1610612752,0.10350981558596074,0.207
2018-19,ORL,1610612753,0.09354550862581798,0.512
2018-19,IND,1610612754,-0.26100535395597857,0.585
2018-19,PHI,1610612755,-0.3758179654967281,0.622
2018-19,PHX,1610612756,0.5059488399762047,0.232
2018-19,POR,1610612757,0.08908387864366449,0.646
2018-19,SAC,1610612758,0.42861392028554435,0.476
2018-19,SAS,1610612759,-0.08715050565139791,0.585
2018-19,OKC,1610612760,-0.04446757882212962,0.598
2018-19,TOR,1610612761,-0.46683521713265913,0.707
2018-19,UTA,1610612762,-0.19883997620464006,0.61
2018-19,MEM,1610612763,0.5118976799524093,0.402
2018-19,WAS,1610612764,-0.25728732897085066,0.39
2018-19,DET,1610612765,-0.11838191552647233,0.5
2018-19,CHA,1610612766,-0.13057703747769184,0.476
