team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,team
1610612738,Boston Celtics,8,5,3,0.625,45.8,33.7,72.1,0.468,7.0,24.4,0.286,43.0,58.1,0.74,11.6,30.2,41.9,20.9,8.1,7.0,2.3,4.7,19.8,37.2,117.4,16.3,2,2,10,4,12,10,15,7,10,13,8,2,2,10,11,10,14,6,6,7,12,9,5,3,4,5,BOSTON CELTICS
1610612739,Cleveland Cavaliers,10,7,3,0.7,51.1,33.3,86.4,0.386,13.6,42.0,0.324,30.9,43.2,0.714,12.3,35.8,48.1,14.8,8.6,4.9,6.2,3.7,22.2,28.4,111.1,25.9,1,1,10,3,6,11,8,11,5,4,6,6,6,11,10,9,8,13,8,9,3,6,8,5,8,4,CLEVELAND CAVALIERS
1610612744,Golden State Warriors,7,4,3,0.571,49.9,36.4,77.3,0.471,11.4,27.3,0.417,29.5,34.1,0.867,4.5,29.5,34.1,18.2,11.4,2.3,6.8,0.0,25.0,20.5,113.6,15.9,3,3,10,5,7,8,13,5,6,10,4,7,11,8,16,12,15,11,11,10,2,1,9,10,6,6,GOLDEN STATE WARRIORS
1610612745,Houston Rockets,4,4,0,1.0,46.0,28.6,82.1,0.348,14.3,46.4,0.308,28.6,35.7,0.8,7.1,39.3,46.4,7.1,10.7,7.1,3.6,7.1,14.3,17.9,100.0,28.6,7,3,1,1,11,14,10,12,4,2,7,8,9,9,15,7,10,15,10,6,11,13,2,14,11,3,HOUSTON ROCKETS
1610612754,Indiana Pacers,5,1,4,0.2,54.2,25.0,91.7,0.273,4.2,41.7,0.1,12.5,25.0,0.5,12.5,41.7,54.2,20.8,16.7,0.0,0.0,12.5,37.5,20.8,66.7,-87.5,4,9,15,13,4,15,5,15,13,5,13,15,13,14,9,3,6,7,13,11,13,15,13,9,16,16,INDIANA PACERS
1610612748,Miami Heat,2,1,1,0.5,45.3,36.4,81.8,0.444,0.0,0.0,0.0,18.2,45.5,0.4,27.3,18.2,45.5,27.3,0.0,18.2,0.0,9.1,27.3,27.3,90.9,-27.3,14,9,2,6,13,8,11,8,14,15,14,13,4,16,4,15,11,1,1,1,13,14,10,6,14,13,MIAMI HEAT
1610612749,Milwaukee Bucks,4,2,2,0.5,43.8,40.5,78.4,0.517,10.8,27.0,0.4,24.3,35.1,0.692,10.8,16.2,27.0,24.3,8.1,10.8,5.4,2.7,51.4,24.3,116.2,-16.2,7,6,6,6,15,3,12,2,7,11,5,11,10,12,12,16,16,3,5,2,5,5,16,8,5,11,MILWAUKEE BUCKS
1610612750,Minnesota Timberwolves,1,0,1,0.0,41.7,20.0,100.0,0.2,0.0,0.0,0.0,40.0,40.0,1.0,40.0,40.0,80.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,80.0,-60.0,16,15,2,15,16,16,3,16,14,15,14,4,7,1,1,5,1,16,15,11,13,16,6,11,15,14,MINNESOTA TIMBERWOLVES
1610612740,New Orleans Pelicans,4,3,1,0.75,44.4,44.0,92.0,0.478,24.0,44.0,0.545,32.0,48.0,0.667,24.0,20.0,44.0,24.0,8.0,8.0,4.0,4.0,12.0,40.0,144.0,48.0,7,5,2,2,14,2,4,4,2,3,2,5,3,13,5,14,13,4,4,5,9,7,1,1,2,2,NEW ORLEANS PELICANS
1610612760,Oklahoma City Thunder,3,1,2,0.333,49.4,40.0,130.0,0.308,10.0,55.0,0.182,10.0,10.0,1.0,30.0,40.0,70.0,20.0,0.0,5.0,5.0,5.0,35.0,20.0,100.0,-10.0,11,9,6,11,8,4,1,13,8,1,11,16,16,1,2,5,3,8,1,8,6,10,12,11,11,9,OKLAHOMA CITY THUNDER
1610612755,Philadelphia 76ers,5,1,4,0.2,48.6,38.0,90.0,0.422,6.0,26.0,0.231,22.0,22.0,1.0,20.0,28.0,48.0,22.0,18.0,0.0,4.0,2.0,28.0,14.0,104.0,-16.0,4,9,15,13,9,7,7,10,11,12,10,12,15,1,6,13,9,5,14,11,9,4,11,16,10,10,PHILADELPHIA 76ERS
1610612757,Portland Trail Blazers,3,0,3,0.0,55.0,40.0,85.0,0.471,15.0,30.0,0.5,25.0,25.0,1.0,15.0,30.0,45.0,10.0,15.0,10.0,5.0,5.0,50.0,15.0,120.0,-60.0,11,15,10,15,3,4,9,5,3,9,3,10,13,1,8,11,12,14,12,3,6,10,15,15,3,14,PORTLAND TRAIL BLAZERS
1610612759,San Antonio Spurs,2,1,1,0.5,47.0,40.0,60.0,0.667,40.0,40.0,1.0,60.0,60.0,1.0,20.0,60.0,80.0,20.0,20.0,0.0,0.0,0.0,40.0,40.0,180.0,60.0,14,9,2,6,10,4,16,1,1,6,1,1,1,1,6,1,1,8,15,11,13,1,14,1,1,1,SAN ANTONIO SPURS
1610612761,Toronto Raptors,5,2,3,0.4,58.7,31.4,102.9,0.306,5.7,31.4,0.182,25.7,28.6,0.9,28.6,37.1,65.7,20.0,8.6,0.0,5.7,5.7,20.0,25.7,94.3,-25.7,4,6,10,10,1,13,2,14,12,8,11,9,12,6,3,8,4,8,7,11,4,12,6,7,13,12,TORONTO RAPTORS
1610612762,Utah Jazz,4,2,2,0.5,53.0,31.8,72.7,0.438,9.1,31.8,0.286,40.9,45.5,0.9,9.1,40.9,50.0,18.2,9.1,0.0,4.5,4.5,18.2,31.8,113.6,0.0,7,6,6,6,5,12,14,9,9,7,8,3,4,6,13,4,7,11,9,11,8,8,3,4,6,7,UTAH JAZZ
1610612764,Washington Wizards,3,1,2,0.333,58.6,45.5,90.9,0.5,0.0,18.2,0.0,18.2,36.4,0.5,9.1,45.5,54.5,27.3,0.0,9.1,9.1,0.0,18.2,18.2,109.1,-9.1,11,9,6,11,2,1,6,3,14,14,14,13,8,14,13,2,5,1,1,4,1,1,3,13,9,8,WASHINGTON WIZARDS
