group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,1641998,Trey Jemison III,Trey,1610612747,LAL,25.0,3,1,2,0.333,0.0166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0.0,380,375,105,372,495,248,242,189,331,1,1,1,1,208,1,1,339,447,LAL
Players,1642261,Dalton Knecht,Dalton,1610612747,LAL,24.0,12,5,7,0.417,27.96,6,2,2,4,7,7,11,30,0,0,2,1,20.7,244,243,262,330,252,70,176,122,205,204,220,332,271,208,1,185,270,259,LAL
Players,1628467,Maxi Kleber,Maxi,1610612747,LAL,33.0,10,5,5,0.5,17.113333333333333,0,3,0,0,3,7,2,20,1,0,4,0,9.9,269,243,214,212,293,248,141,189,331,130,220,126,223,120,1,268,339,321,LAL
Players,1630692,Jordan Goodwin,Jordan,1610612747,LAL,26.0,5,2,3,0.4,9.561666666666667,0,0,0,0,4,2,8,16,0,0,1,0,3.0,342,335,148,340,352,248,242,189,331,155,93,280,204,208,1,115,339,395,LAL
Players,202693,Markieff Morris,Markieff,1610612747,LAL,35.0,1,0,1,0.0,2.6666666666666665,0,0,0,0,2,0,6,6,0,0,0,0,0.0,439,450,35,450,432,248,242,189,331,93,1,244,101,208,1,1,339,447,LAL
Players,1630559,Austin Reaves,Austin,1610612747,LAL,27.0,34,20,14,0.588,89.45833333333333,2,4,2,14,27,17,22,88,2,1,12,24,98.5,21,12,410,134,78,185,104,122,92,394,335,441,443,60,287,447,13,57,LAL
Players,1629216,Gabe Vincent,Gabe,1610612747,LAL,28.0,20,13,7,0.65,46.29166666666666,2,3,5,0,14,15,7,48,1,0,9,1,40.9,160,96,262,86,189,185,141,54,331,292,315,265,331,120,1,398,270,172,LAL
Players,1629629,Cam Reddish,Cam,1610612747,LAL,25.0,6,3,3,0.5,7.438333333333333,0,0,0,0,3,4,2,14,0,0,0,0,0.0,322,304,148,212,373,248,242,189,331,130,151,126,190,208,1,1,339,447,LAL
Players,1631132,Christian Koloko,Christian,1610612747,LAL,24.0,3,2,1,0.667,2.5516666666666667,0,0,0,0,2,0,2,4,0,0,1,0,1.5,380,335,35,73,435,248,242,189,331,93,1,126,77,208,1,115,339,418,LAL
Players,1629637,Jaxson Hayes,Jaxson,1610612747,LAL,25.0,11,7,4,0.636,26.33833333333333,0,2,0,10,2,7,3,8,0,0,5,1,21.7,254,209,181,92,258,248,176,189,119,93,220,187,130,208,1,296,270,254,LAL
Players,1627827,Dorian Finney-Smith,Dorian,1610612747,LAL,32.0,29,17,12,0.586,100.64166666666668,0,2,0,6,34,26,8,76,2,1,8,4,51.5,63,38,372,139,58,248,176,189,164,443,412,280,405,60,287,374,160,127,LAL
Players,1629060,Rui Hachimura,Rui,1610612747,LAL,27.0,24,15,9,0.625,61.87833333333333,2,0,2,10,16,18,7,68,2,2,2,1,48.3,114,66,308,99,147,185,242,122,119,313,350,265,390,60,390,185,270,138,LAL
Players,2544,LeBron James,LeBron,1610612747,LAL,40.0,34,22,12,0.647,100.58666666666667,11,7,6,32,25,25,15,86,5,1,7,16,161.3,21,5,372,88,59,24,50,43,16,378,405,389,436,10,287,349,34,13,LAL
Players,1629003,Shake Milton,Shake,1610612747,LAL,28.0,6,5,1,0.833,11.603333333333332,0,0,0,0,4,5,2,12,0,0,1,1,7.3,322,243,35,37,336,248,242,189,331,155,179,126,173,208,1,115,270,345,LAL
Players,203458,Alex Len,Alex,1610612747,LAL,31.0,5,3,2,0.6,0.075,0,0,0,0,0,2,0,0,0,0,0,0,0.0,342,304,105,122,492,248,242,189,331,1,93,1,1,208,1,1,339,447,LAL
Players,1629020,Jarred Vanderbilt,Jarred,1610612747,LAL,26.0,9,4,5,0.444,9.885,0,0,0,0,5,2,6,16,0,0,1,1,2.5,279,275,214,309,349,248,242,189,331,171,93,244,204,208,1,115,270,402,LAL
Players,1629029,Luka Dončić,Luka,1610612747,LAL,26.0,24,13,11,0.542,79.05333333333333,12,7,4,18,24,28,6,66,0,0,6,8,85.0,114,96,352,179,105,20,50,69,63,369,426,244,384,208,1,319,91,74,LAL
