close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1629632,Coby White,1610612741,CHI,G,24.0,78,78,0.492,2.91,7.54,0.386,0.376,0.01
1627936,Alex Caruso,1610612741,CHI,G,30.0,70,69,0.511,2.51,6.79,0.371,0.377,-0.007
203897,Zach LaVine,1610612741,CHI,G,29.0,25,25,0.56,2.52,6.56,0.384,0.373,0.011
202696,Nikola Vučević,1610612741,CHI,C,33.0,75,75,0.39,2.35,6.39,0.367,0.373,-0.005
201942,DeMar DeRozan,1610612741,CHI,G-F,34.0,78,78,0.473,2.04,5.76,0.354,0.369,-0.015
1630172,Patrick Williams,1610612741,CHI,F,22.0,42,42,0.472,1.86,4.81,0.386,0.375,0.011
1630245,Ayo Dosunmu,1610612741,CHI,G,24.0,75,73,0.437,1.77,4.56,0.389,0.375,0.014
1630929,Henri Drell,1610612741,CHI,F,24.0,1,1,0.667,0.0,4.0,0.0,0.316,-0.316
1628470,Torrey Craig,1610612741,CHI,F,33.0,53,53,0.477,1.62,3.89,0.417,0.376,0.042
203083,Andre Drummond,1610612741,CHI,C,30.0,78,76,0.44,1.51,3.74,0.404,0.365,0.039
1641931,Onuralp Bitim,1610612741,CHI,F,25.0,20,19,0.613,1.25,3.4,0.368,0.356,0.011
1629750,Javonte Green,1610612741,CHI,G,30.0,9,8,0.397,1.11,3.0,0.37,0.343,0.027
1641766,Adama Sanogo,1610612741,CHI,F,22.0,5,3,0.65,0.4,2.6,0.154,0.319,-0.165
1628975,Jevon Carter,1610612741,CHI,G,28.0,70,62,0.475,0.94,2.46,0.384,0.366,0.018
1630678,Terry Taylor,1610612741,CHI,F,24.0,21,19,0.557,0.71,2.33,0.306,0.365,-0.059
1631207,Dalen Terry,1610612741,CHI,F,21.0,52,41,0.48,0.69,2.08,0.333,0.377,-0.043
1641763,Julian Phillips,1610612741,CHI,F,20.0,30,25,0.512,0.83,2.07,0.403,0.372,0.031
1641847,Andrew Funk,1610612741,CHI,G,24.0,2,1,0.5,1.0,1.0,1.0,0.338,0.663
