TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,44,26,18,0.591,174.065,13.8,11.6,12.1,37.0,13.0,12.7,8.3,31.4,11,5,8,7,11,15,24,5,17,11,11,12,5
1610612738,Boston Celtics,49,32,17,0.653,186.7,14.7,17.0,10.5,44.2,13.6,13.4,8.2,36.0,4,1,7,2,5,11,9,9,2,16,13,11,12
1610612751,Brooklyn Nets,41,13,28,0.317,139.85,11.0,12.4,9.3,37.1,15.1,24.4,7.2,41.2,20,30,26,30,24,24,22,10,15,20,30,5,24
1610612766,Charlotte Hornets,51,22,29,0.431,185.37833333333333,9.8,20.7,4.9,39.4,14.0,16.8,10.9,41.9,2,14,27,23,6,28,2,28,9,17,24,25,26
1610612741,Chicago Bulls,42,23,19,0.548,158.78666666666666,17.8,19.0,7.9,30.8,5.7,10.6,9.4,41.1,18,10,12,12,17,5,4,20,25,1,5,19,22
1610612739,Cleveland Cavaliers,36,23,13,0.639,139.30166666666668,11.4,10.7,4.8,35.8,13.1,11.0,9.0,39.3,28,10,2,4,25,23,25,29,19,12,7,15,18
1610612742,Dallas Mavericks,41,19,22,0.463,149.32666666666665,19.6,5.8,7.1,30.2,12.5,11.9,8.0,37.9,20,20,14,20,20,2,30,23,27,8,9,8,17
1610612743,Denver Nuggets,40,16,24,0.4,126.92,8.3,16.3,8.3,37.1,12.9,9.8,11.7,37.1,23,25,20,25,28,30,11,16,16,10,2,28,15
1610612765,Detroit Pistons,37,15,22,0.405,144.91,10.3,21.9,5.0,27.8,13.6,18.2,9.6,42.4,27,27,14,24,22,27,1,27,29,15,25,20,27
1610612744,Golden State Warriors,25,16,9,0.64,100.14166666666667,18.7,18.2,8.1,37.4,12.5,10.1,7.2,30.7,30,25,1,3,30,4,5,18,14,7,3,4,4
