group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
Players,1626246,Boban Marjanović,Boban,1610612742,DAL,32.0,4,2,2,0.5,4.0,0.2,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.5,344,318,79,176,387,119,7,96,245,320,295,304,263,8,53,291,1,238,180,1,387,319,7
Players,1627827,Dorian Finney-Smith,Dorian,1610612742,DAL,28.0,27,16,11,0.593,78.0,0.112,0.152,0.148,0.32,0.213,0.0,0.0,0.267,0.085,0.129,0.056,0.071,0.143,0.25,0.571,0.065,0.067,0.139,72,40,332,105,98,280,217,229,84,163,295,304,120,327,286,275,210,190,101,432,93,297,238
Players,203939,Dwight Powell,Dwight,1610612742,DAL,29.0,7,6,1,0.857,14.0,0.1,0.056,0.069,0.0,0.0,0.267,0.25,0.4,0.429,0.417,0.091,0.0,0.5,0.0,0.0,0.0,0.273,0.103,299,214,25,26,301,315,337,372,245,320,91,102,53,31,26,246,1,21,180,1,1,87,292
Players,200755,JJ Redick,JJ,1610612742,DAL,37.0,9,4,5,0.444,15.0,0.128,0.2,0.129,0.333,0.231,0.25,0.2,0.0,0.125,0.091,0.0,0.0,0.25,0.0,0.0,0.2,0.2,0.231,271,259,171,247,296,250,139,261,62,142,99,134,263,282,341,291,1,120,180,1,235,126,110
Players,1628973,Jalen Brunson,Jalen,1610612742,DAL,24.0,19,11,8,0.579,46.0,0.225,0.222,0.247,0.091,0.1,0.184,0.182,0.375,0.154,0.206,0.294,0.3,0.0,0.0,0.333,0.207,0.219,0.198,152,114,264,119,168,91,118,98,218,276,129,151,66,257,166,87,382,238,180,369,262,117,135
Players,1630182,Josh Green,Josh,1610612742,DAL,20.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,405,25,405,450,409,355,401,245,320,295,304,263,360,374,291,1,238,180,1,1,319,368
Players,1626196,Josh Richardson,Josh,1610612742,DAL,27.0,24,14,10,0.583,51.0,0.177,0.194,0.159,0.167,0.147,0.268,0.255,0.222,0.111,0.133,0.063,0.333,0.0,0.143,0.0,0.261,0.27,0.216,95,64,302,112,159,148,156,220,162,223,89,101,144,295,279,265,387,238,142,1,340,89,122
Players,204001,Kristaps Porziņģis,Kristaps,1610612742,DAL,25.0,17,9,8,0.529,41.0,0.202,0.194,0.189,0.077,0.135,0.185,0.194,0.182,0.25,0.231,0.0,0.375,0.0,0.5,0.0,0.474,0.143,0.176,175,152,264,165,189,116,157,160,225,241,128,144,173,113,130,291,413,238,30,1,427,194,164
Players,1629029,Luka Dončić,Luka,1610612742,DAL,22.0,29,17,12,0.586,89.0,0.364,0.405,0.399,0.222,0.315,0.313,0.3,0.063,0.426,0.351,0.553,0.389,0.286,0.125,0.2,0.133,0.327,0.363,46,26,349,109,75,20,19,16,137,77,61,71,246,33,49,11,417,100,150,308,149,62,39
Players,1628467,Maxi Kleber,Maxi,1610612742,DAL,29.0,19,11,8,0.579,45.0,0.121,0.121,0.132,0.308,0.258,0.115,0.1,0.3,0.258,0.268,0.278,0.2,0.4,0.333,0.0,0.435,0.091,0.143,152,114,264,119,171,259,261,257,91,118,202,240,103,108,102,99,321,45,75,1,422,274,226
Players,1629740,Nicolo Melli,Nicolo,1610612742,DAL,30.0,1,1,0,1.0,10.0,0.208,0.143,0.278,0.333,0.5,0.0,0.0,0.0,0.125,0.111,0.0,0.0,1.0,0.0,0.0,0.5,0.1,0.111,406,351,1,1,321,112,222,80,62,8,295,304,263,282,313,291,1,1,180,1,429,264,278
Players,203501,Tim Hardaway Jr.,Tim,1610612742,DAL,29.0,25,11,14,0.44,68.0,0.161,0.128,0.175,0.188,0.241,0.278,0.302,0.0,0.061,0.045,0.174,0.0,0.0,0.0,0.0,0.171,0.182,0.171,87,114,383,255,117,180,254,190,159,134,82,68,263,349,369,162,1,238,180,1,209,153,172
Players,203504,Trey Burke,Trey,1610612742,DAL,28.0,10,2,8,0.2,22.0,0.102,0.067,0.132,0.25,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.214,0.0,0.075,259,318,264,387,268,309,328,257,119,197,295,304,263,360,374,291,1,21,180,416,275,319,337
Players,1626161,Willie Cauley-Stein,Willie,1610612742,DAL,27.0,12,7,5,0.583,36.0,0.076,0.071,0.033,0.0,0.0,0.3,0.389,0.333,0.2,0.214,0.071,0.0,0.2,0.25,0.0,0.25,0.333,0.093,235,193,171,112,206,372,323,398,245,320,72,33,76,179,156,258,1,148,101,1,314,48,309
