season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2021-22,1630210,Markus Howard,Markus,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,24.116666666666667,6,0,4,10,6,7,9,18,0,1,5,4,33.1,1,13121,13121,13121,12674,944,10350,1816,2401,10063,14881,19016,9190,8184,17438,24672,2687,5301,1,24:07,2021,2022
2021-22,202326,DeMarcus Cousins,DeMarcus,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,23.516666666666666,4,4,2,4,6,14,5,28,2,0,5,5,41.3,1,13121,13121,13121,13193,2630,1761,4874,9370,10063,23903,11795,16764,702,1,24672,1601,2530,1,23:31,2021,2022
2021-22,1630192,Zeke Nnaji,Zeke,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,26.316666666666663,0,0,0,2,8,0,12,20,0,1,3,2,9.4,1,13121,13121,13121,10902,11791,10350,9479,13710,13897,1,22577,10606,8184,17438,17825,7362,19833,1,26:19,2021,2022
2021-22,1630267,Facundo Campazzo,Facundo,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,8.65,3,0,0,0,4,0,3,10,0,1,1,0,14.0,1,13121,13121,13121,22693,4176,10350,9479,19255,6255,1,7883,4252,8184,17438,5520,18239,16757,1,8:39,2021,2022
2021-22,203210,JaMychal Green,JaMychal,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,22.58333333333333,2,0,4,10,12,7,12,22,1,0,3,2,37.3,1,13121,13121,13121,13936,6291,10350,1816,2401,20088,14881,22577,12135,2399,1,17825,7362,3717,1,22:35,2021,2022
2021-22,1630538,Bones Hyland,Bones,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,24.05,0,0,4,6,6,11,9,26,3,2,3,2,37.8,1,13121,13121,13121,12736,11791,10350,1816,6157,10063,21313,19016,15247,217,23744,17825,7362,3534,1,24:03,2021,2022
2021-22,201145,Jeff Green,Jeff,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,23.55,0,2,2,8,4,11,9,28,1,0,3,1,23.4,1,13121,13121,13121,13157,11791,5180,4874,3920,6255,21313,19016,16764,2399,1,17825,11915,10410,1,23:33,2021,2022
2021-22,1628432,Davon Reed,Davon,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,29.45,0,2,0,6,10,7,12,26,0,0,2,2,23.6,1,13121,13121,13121,8309,11791,5180,9479,6157,17238,14881,22577,15247,8184,1,11965,7362,10293,1,29:27,2021,2022
2021-22,203085,Austin Rivers,Austin,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,22.566666666666663,0,0,0,4,6,9,9,26,0,0,2,0,16.3,1,13121,13121,13121,13961,11791,10350,9479,9370,10063,18465,19016,15247,8184,1,11965,18239,15155,1,22:34,2021,2022
2021-22,1628427,Vlatko Čančar,Vlatko,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,23.85,0,0,0,2,6,0,12,20,0,1,5,2,16.6,1,13121,13121,13121,12927,11791,10350,9479,13710,10063,1,22577,10606,8184,17438,24672,7362,14940,1,23:51,2021,2022
2021-22,1627854,Bryn Forbes,Bryn,1610612743,DEN,Denver Nuggets,22101220,2022-04-10T00:00:00,DEN vs. LAL,L,36.35,6,0,5,2,12,14,13,36,0,0,2,4,28.7,1,13121,13121,13121,2443,944,10350,1120,13710,20088,23903,23376,21835,8184,1,11965,2687,7306,1,36:21,2021,2022
2021-22,1628420,Monté Morris,Monté,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,24.116666666666667,0,0,2,2,10,4,2,22,0,0,2,0,20.1,1,1,1,1,12674,11791,10350,4874,13710,17238,8222,4596,12135,8184,1,11965,18239,12500,1,24:07,2021,2022
2021-22,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,34.38333333333333,3,4,3,6,15,8,5,36,0,1,3,3,26.0,1,1,1,1,4006,4176,1761,3004,6157,23000,16729,11795,21835,8184,17438,17825,4544,8822,1,34:23,2021,2022
2021-22,1630267,Facundo Campazzo,Facundo,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,2.816666666666667,0,0,0,0,2,2,2,6,0,0,0,0,0.0,1,1,1,1,24977,11791,10350,9479,19255,2820,3597,4596,2369,8184,1,1,18239,25086,1,2:49,2021,2022
2021-22,202326,DeMarcus Cousins,DeMarcus,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,3.8,1,0,0,0,2,2,0,2,0,0,0,1,1.0,1,1,1,1,24474,11290,10350,9479,19255,2820,3597,1,695,8184,1,1,11915,24892,1,3:48,2021,2022
2021-22,1630210,Markus Howard,Markus,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,3.316666666666667,0,0,0,0,2,2,2,6,0,0,1,0,-1.0,1,1,1,1,24712,11791,10350,9479,19255,2820,3597,4596,2369,8184,1,5520,18239,25914,1,3:19,2021,2022
2021-22,1630538,Bones Hyland,Bones,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,20.566666666666663,2,0,0,2,5,4,5,24,0,0,3,2,28.5,1,1,1,1,15558,6291,10350,9479,13710,8256,8222,11795,13736,8184,1,17825,7362,7413,1,20:34,2021,2022
2021-22,1628432,Davon Reed,Davon,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,13.983333333333333,0,0,0,2,2,4,4,20,1,0,2,0,12.8,1,1,1,1,20252,11791,10350,9479,13710,2820,8222,9362,10606,2399,1,11965,18239,17557,1,13:59,2021,2022
2021-22,203085,Austin Rivers,Austin,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,25.1,0,0,2,6,10,8,7,32,0,0,2,2,13.2,1,1,1,1,11882,11791,10350,4874,6157,17238,16729,15757,19540,8184,1,11965,7362,17294,1,25:06,2021,2022
2021-22,203210,JaMychal Green,JaMychal,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,20.166666666666668,0,4,0,4,7,6,7,26,0,0,3,2,11.0,1,1,1,1,15874,11791,1761,9479,9370,12040,12662,15757,15247,8184,1,17825,7362,18762,1,20:10,2021,2022
2021-22,203115,Will Barton,Will,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,29.433333333333334,6,0,9,6,12,8,5,34,0,0,3,2,26.8,1,1,1,1,8326,944,10350,99,6157,20088,16729,11795,20763,8184,1,17825,7362,8343,1,29:26,2021,2022
2021-22,201145,Jeff Green,Jeff,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,27.066666666666663,0,3,0,2,10,6,2,26,0,1,1,6,10.5,1,1,1,1,10326,11791,3160,9479,13710,17238,12662,4596,15247,8184,17438,5520,909,19124,1,27:04,2021,2022
2021-22,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,22101201,2022-04-07T00:00:00,DEN vs. MEM,W,35.25,8,4,4,26,8,6,4,36,1,1,2,3,75.2,1,1,1,1,3253,328,1761,1816,19,13897,12662,9362,21835,2399,17438,11965,4544,24,1,35:15,2021,2022
2021-22,1630538,Bones Hyland,Bones,1610612743,DEN,Denver Nuggets,22101186,2022-04-05T00:00:00,DEN vs. SAS,L,17.766666666666666,0,0,0,4,9,2,2,18,0,0,0,0,15.4,1,13121,13121,13121,17720,11791,10350,9479,9370,15637,3597,4596,9190,8184,1,1,18239,15771,1,17:46,2021,2022
2021-22,1628420,Monté Morris,Monté,1610612743,DEN,Denver Nuggets,22101186,2022-04-05T00:00:00,DEN vs. SAS,L,33.5,2,0,2,2,11,7,11,38,0,0,4,0,14.7,1,13121,13121,13121,4770,6291,10350,4874,13710,18735,14881,21584,22801,8184,1,22177,18239,16266,1,33:30,2021,2022
2021-22,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,22101186,2022-04-05T00:00:00,DEN vs. SAS,L,35.38333333333333,4,4,8,16,13,7,11,42,2,0,1,4,43.6,1,13121,13121,13121,3166,2630,1761,188,478,21206,14881,21584,24234,702,1,5520,2687,1997,1,35:23,2021,2022
2021-22,203999,Nikola Jokić,Nikola,1610612743,DEN,Denver Nuggets,22101186,2022-04-05T00:00:00,DEN vs. SAS,L,40.38333333333333,4,2,2,28,13,7,11,46,0,3,3,7,71.4,1,13121,13121,13121,525,2630,5180,4874,8,21206,14881,21584,25098,8184,25490,17825,507,53,1,40:23,2021,2022
2021-22,203115,Will Barton,Will,1610612743,DEN,Denver Nuggets,22101186,2022-04-05T00:00:00,DEN vs. SAS,L,39.96666666666667,0,0,0,0,12,7,13,42,0,0,2,1,22.8,1,13121,13121,13121,643,11791,10350,9479,19255,20088,14881,23376,24234,8184,1,11965,11915,10745,1,39:58,2021,2022
2021-22,203085,Austin Rivers,Austin,1610612743,DEN,Denver Nuggets,22101186,2022-04-05T00:00:00,DEN vs. SAS,L,32.583333333333336,0,0,3,2,11,7,11,38,0,0,5,0,10.7,1,13121,13121,13121,5518,11791,10350,3004,13710,18735,14881,21584,22801,8184,1,24672,18239,18972,1,32:35,2021,2022
2021-22,1628432,Davon Reed,Davon,1610612743,DEN,Denver Nuggets,22101186,2022-04-05T00:00:00,DEN vs. SAS,L,13.333333333333334,0,0,2,2,6,2,2,14,0,0,0,0,4.2,1,13121,13121,13121,20627,11791,10350,4874,13710,10063,3597,4596,6467,8184,1,1,18239,22929,1,13:20,2021,2022
