close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
201588,George Hill,1610612762,UTA,G,31.0,8,8,0.712,5.13,9.25,0.554,0.536,0.018
203497,Rudy Gobert,1610612762,UTA,C,25.0,8,8,0.857,4.0,9.0,0.444,0.578,-0.133
202324,Derrick Favors,1610612762,UTA,F-C,25.0,10,10,0.826,3.6,7.1,0.507,0.562,-0.055
202330,Gordon Hayward,1610612762,UTA,F,27.0,11,11,0.663,3.64,6.09,0.597,0.555,0.042
2207,Joe Johnson,1610612762,UTA,F-G,36.0,11,11,0.593,3.36,5.82,0.578,0.536,0.042
204060,Joe Ingles,1610612762,UTA,F,29.0,11,11,0.545,2.73,5.45,0.5,0.516,-0.016
202714,Shelvin Mack,1610612762,UTA,G,27.0,8,7,0.651,2.88,5.13,0.561,0.534,0.027
2564,Boris Diaw,1610612762,UTA,C-F,35.0,11,11,0.667,2.91,5.09,0.571,0.551,0.021
203918,Rodney Hood,1610612762,UTA,G,24.0,11,11,0.703,1.91,4.09,0.467,0.511,-0.044
203481,Jeff Withey,1610612762,UTA,C,27.0,3,3,0.909,2.67,3.33,0.8,0.585,0.215
203526,Raul Neto,1610612762,UTA,G,25.0,9,8,0.548,1.0,1.89,0.529,0.539,-0.009
203957,Danté Exum,1610612762,UTA,G,21.0,7,6,0.565,1.29,1.86,0.692,0.552,0.14
1626168,Trey Lyles,1610612762,UTA,F,21.0,2,2,1.0,0.5,1.5,0.333,0.567,-0.233
1627762,Joel Bolomboy,1610612762,UTA,F,23.0,1,1,0.5,0.0,1.0,0.0,0.465,-0.465
